unidade,data_inicio,inicio,fim,duracao_h,num_ordem,tipo_ordem,status_ordem,previsao,atualizacao,categoria,mp_intervalo,is_preventiva,sistema,conjunto,item,descricao,problema,solucao,comentario,localizacao,id_equipamento
Mina A,2019-01-08,2019-01-08T09:52:27Z,2019-01-08T15:06:07Z,5.22,201904596106,Mãe,Fechada,NA,2019-01-08T15:07:51Z,MPS,250,TRUE,REVISÃO DE 250H,REVISÃO DE 250H,REVISÃO DE 250H,MPS - EXEC MANUT,Revisão De 250h,Revisão De 250h,REVISÃO DE 250H,MPS - EXEC MANUT,HAUL-0082
Mina A,2019-01-08,2019-01-08T09:52:27Z,2019-01-08T15:02:21Z,5.19,201904596106,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T15:07:51Z,MPS,250,TRUE,REVISÃO DE 250H,REVISÃO DE 250H,REVISÃO DE 250H,MPS - EXEC MANUT,Revisão De 250h,Revisão De 250h,REVISÃO DE 250H,MPS - EXEC MANUT,HAUL-0082
Mina A,2019-01-08,2019-01-08T09:59:17Z,2019-01-08T10:47:26Z,0.81,202000103958,Mãe,Fechada,NA,2019-01-08T14:53:08Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,LUBRIFICACAO,OLEO,MPNS - EXEC MANUT,Nivel Baixo,Avaliar,BAIXO NIVEL DE ÓLEO DO MOTOR,MPNS - EXEC MANUT,HAUL-0167
Mina A,2019-01-08,2019-01-08T09:59:17Z,2019-01-08T10:43:35Z,0.74,202000103958,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:53:08Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,LUBRIFICACAO,OLEO,MPNS - EXEC MANUT,Nivel Baixo,Avaliar,BAIXO NIVEL DE ÓLEO DO MOTOR,MPNS - EXEC MANUT,HAUL-0167
Mina A,2019-01-08,2019-01-08T10:00:10Z,2019-01-08T10:26:31Z,0.44,202000102911,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T14:57:34Z,HMC,NA,FALSE,ELETRICO,CABINE,CONEXOES ELETRICAS,HMC - EXEC MANUT,Fixacao,Reparar,FALHA NO RETIFICADOR PRINCIPAL,DEP N5W 645,HAUL-0090
Mina A,2019-01-08,2019-01-08T10:00:37Z,2019-01-08T10:04:25Z,0.06,202000103713,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T15:04:33Z,HMC,NA,FALSE,ELETRICO,CABINE,CONEXOES ELETRICAS,HMC - EXEC MANUT,Fixacao,Reparar,ADVERTÊNCIA DE PROPULSÃO,PC 0901,HAUL-0129
Mina A,2019-01-08,2019-01-08T10:06:03Z,2019-01-08T10:09:59Z,0.07,202000103452,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T13:36:03Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,PAINEL CGC,HMC - EXEC MANUT,Falta De Comunicacao,Atualizar,DESPACHO,BAIAS PREDIO,HAUL-0063
Mina A,2019-01-08,2019-01-08T10:07:28Z,2019-01-08T12:19:01Z,2.18,202000104097,Mãe,Fechada,NA,2019-01-08T15:00:46Z,HMC,NA,FALSE,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,HMC - EXEC MANUT,Fadiga,Ajuste,OPTALERT,HMC - EXEC MANUT,HAUL-0047
Mina A,2019-01-08,2019-01-08T10:07:28Z,2019-01-08T11:35:27Z,1.45,202000104097,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T15:00:46Z,HMC,NA,FALSE,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,HMC - EXEC MANUT,Fadiga,Ajuste,OPTALERT,610 NORTE,HAUL-0047
Mina A,2019-01-08,2019-01-08T10:13:06Z,2019-01-08T10:16:52Z,0.06,202000103987,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T13:23:14Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TEE,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TEE,OFC DE PNEUS N5,HAUL-0132
Mina A,2019-01-08,2019-01-08T10:18:30Z,2019-01-08T11:19:12Z,1.02,202000104263,Mãe,Fechada,NA,2019-01-08T13:21:31Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TEI,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TEI,MPNS - EXEC MANUT,HAUL-0063
Mina A,2019-01-08,2019-01-08T10:18:30Z,2019-01-08T11:17:31Z,0.98,202000104263,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T13:21:31Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TEI,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TEI,MANUT PNEUS WN,HAUL-0063
Mina A,2019-01-08,2019-01-08T10:21:14Z,2019-01-08T10:57:05Z,0.6,202000104343,Mãe,Fechada,NA,2019-01-08T13:28:50Z,HMC,NA,FALSE,SISTEMA MONIT. DE PNEUS,SISTEMA MONIT. DE PNEUS,SISTEMA MONIT. DE PNEUS,HMC - EXEC MANUT,Ajuste,Ajuste,MONITORAMENTO MEMS,HMC - EXEC MANUT,HAUL-0067
Mina A,2019-01-08,2019-01-08T10:21:14Z,2019-01-08T10:54:59Z,0.56,202000104343,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T13:28:50Z,HMC,NA,FALSE,SISTEMA MONIT. DE PNEUS,SISTEMA MONIT. DE PNEUS,SISTEMA MONIT. DE PNEUS,HMC - EXEC MANUT,Ajuste,Ajuste,MONITORAMENTO MEMS,PREDIO,HAUL-0067
Mina A,2019-01-08,2019-01-08T10:21:33Z,2019-01-08T11:10:28Z,0.81,202000104330,Mãe,Fechada,NA,2019-01-08T14:51:30Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel,Avaliar,BAIXO NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR E DO PÓS-ARREFECEDOR,MPNS - EXEC MANUT,HAUL-0068
Mina A,2019-01-08,2019-01-08T10:21:33Z,2019-01-08T11:08:10Z,0.78,202000104330,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:51:30Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel,Avaliar,BAIXO NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR E DO PÓS-ARREFECEDOR,N4E-670,HAUL-0068
Mina A,2019-01-08,2019-01-08T10:23:17Z,2019-01-08T10:27:00Z,0.06,202000103993,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T14:49:01Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TDE,MANUT PNEUS WN,HAUL-0036
Mina A,2019-01-08,2019-01-08T10:26:31Z,2019-01-08T11:09:39Z,0.73,202000102911,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T14:57:34Z,HMC,NA,FALSE,ELETRICO,CABINE,CONEXOES ELETRICAS,HMC - EXEC MANUT,Fixacao,Reparar,FALHA NO RETIFICADOR PRINCIPAL,DEP N5W 645,HAUL-0090
Mina A,2019-01-08,2019-01-08T10:34:04Z,2019-01-08T21:50:03Z,11.22,202000028212,Mãe,Fechada,NA,2019-01-08T23:39:10Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Vazamento,Recuperar,CORRIGIR VAZAMENTO TEE/TDE,MPNS - EXEC MANUT,HAUL-0048
Mina A,2019-01-08,2019-01-08T10:34:04Z,2019-01-08T21:50:03Z,11.27,202000028212,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T23:39:10Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Vazamento,Recuperar,CORRIGIR VAZAMENTO TEE/TDE,OFC DE PNEUS N5,HAUL-0048
Mina A,2019-01-08,2019-01-08T10:36:45Z,2019-01-08T10:45:09Z,0.14,202000103815,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:53:42Z,HMC,NA,FALSE,COMBATE INCENDIO,ACIONAMENTO AUTOMATICO,ALARME,HMC - EXEC MANUT,Fixacao,Reparar,AUTOMATICO DO AFEX,610 NORTE,HAUL-0073
Mina A,2019-01-08,2019-01-08T10:42:44Z,2019-01-08T10:46:47Z,0.07,202000103917,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T13:20:51Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDI,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TDI,MANUT PNEUS WN,HAUL-0064
Mina A,2019-01-08,2019-01-08T10:43:35Z,2019-01-08T10:47:26Z,0.06,202000103958,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T14:53:08Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,LUBRIFICACAO,OLEO,MPNS - EXEC MANUT,Nivel Baixo,Avaliar,BAIXO NIVEL DE ÓLEO DO MOTOR,MPNS - EXEC MANUT,HAUL-0167
Mina A,2019-01-08,2019-01-08T10:45:09Z,2019-01-08T10:49:37Z,0.07,202000103815,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:53:42Z,HMC,NA,FALSE,COMBATE INCENDIO,ACIONAMENTO AUTOMATICO,ALARME,HMC - EXEC MANUT,Fixacao,Reparar,AUTOMATICO DO AFEX,610 NORTE,HAUL-0073
Mina A,2019-01-08,2019-01-08T10:51:16Z,2019-01-08T11:29:59Z,0.64,202000104118,Mãe,Fechada,NA,2019-01-08T14:27:23Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel Baixo,Avaliar,NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR E DO PÓS-ARREFECEDOR,MPNS - EXEC MANUT,HAUL-0072
Mina A,2019-01-08,2019-01-08T10:51:16Z,2019-01-08T11:28:05Z,0.61,202000104330,Filha,Fechada,1968-12-31T09:00:00Z,2019-01-08T14:27:22Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel Baixo,Avaliar,NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR E DO PÓS-ARREFECEDOR,N4WS-CV3 PRAÇA 8115,HAUL-0072
Mina A,2019-01-08,2019-01-08T10:54:59Z,2019-01-08T10:57:05Z,0.03,202000104343,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T13:28:50Z,HMC,NA,FALSE,SISTEMA MONIT. DE PNEUS,SISTEMA MONIT. DE PNEUS,SISTEMA MONIT. DE PNEUS,HMC - EXEC MANUT,Ajuste,Ajuste,MONITORAMENTO MEMS,PREDIO,HAUL-0067
Mina A,2019-01-08,2019-01-08T11:08:10Z,2019-01-08T11:10:28Z,0.04,202000104330,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T14:51:30Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel,Avaliar,BAIXO NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR E DO PÓS-ARREFECEDOR,N4E-670,HAUL-0068
Mina A,2019-01-08,2019-01-08T11:09:39Z,2019-01-08T11:37:17Z,0.46,202000102911,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T14:57:34Z,HMC,NA,FALSE,ELETRICO,CABINE,CONEXOES ELETRICAS,HMC - EXEC MANUT,Fixacao,Reparar,FALHA NO RETIFICADOR PRINCIPAL,DEP N5W 645,HAUL-0090
Mina A,2019-01-08,2019-01-08T11:17:31Z,2019-01-08T11:19:12Z,0.03,202000104263,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T13:21:31Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TEI,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TEI,MANUT PNEUS WN,HAUL-0063
Mina A,2019-01-08,2019-01-08T11:25:13Z,2019-01-08T11:28:48Z,0.06,202000102907,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T13:25:51Z,HMC,NA,FALSE,ESTRUTURA,ESTRUTURA,FIXACOES,HMC - EXEC MANUT,Fixacao,Fixar,BAIXA PRESSÃO DE AR - AGUARDAR LIMPEZA DE BÁSCULA,TENDA BSM 03,HAUL-0077
Mina A,2019-01-08,2019-01-08T11:28:05Z,2019-01-08T11:29:59Z,0.03,202000104118,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:27:22Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,LIQUIDO ARREFECIMENTO,MPNS - EXEC MANUT,Nivel Baixo,Avaliar,NIVEL DO LIQUIDO ARREFECEDOR DO MOTOR E DO PÓS-ARREFECEDOR,N4WS-CV3 PRAÇA 8115,HAUL-0072
Mina A,2019-01-08,2019-01-08T11:34:11Z,2019-01-08T15:45:57Z,4.18,202000102907,Mãe,Fechada,NA,2019-01-08T20:59:09Z,HMC,NA,FALSE,ESTRUTURA,ESTRUTURA,FIXACOES,HMC - EXEC MANUT,Fixacao,Fixar,BAIXA PRESSÃO DE AR,HMC - EXEC MANUT,HAUL-0077
Mina A,2019-01-08,2019-01-08T11:34:11Z,2019-01-08T12:17:19Z,0.72,202000102907,Filha,Fechada,1968-12-31T09:00:00Z,2019-01-08T20:59:09Z,HMC,NA,FALSE,ESTRUTURA,ESTRUTURA,FIXACOES,HMC - EXEC MANUT,Fixacao,Fixar,BAIXA PRESSÃO DE AR,HMC - EXEC MANUT,HAUL-0077
Mina A,2019-01-08,2019-01-08T11:35:27Z,2019-01-08T12:15:24Z,0.66,202000104097,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T15:00:46Z,HMC,NA,FALSE,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,HMC - EXEC MANUT,Fadiga,Ajuste,OPTALERT,610 NORTE,HAUL-0047
Mina A,2019-01-08,2019-01-08T11:37:17Z,2019-01-08T14:00:42Z,2.39,202000102911,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:57:34Z,HMC,NA,FALSE,ELETRICO,CABINE,CONEXOES ELETRICAS,HMC - EXEC MANUT,Fixacao,Reparar,FALHA NO RETIFICADOR PRINCIPAL,DEP N5W 645,HAUL-0090
Mina A,2019-01-08,2019-01-08T11:43:30Z,2019-01-09T04:19:17Z,16.53,202000105315,Mãe,Fechada,NA,2019-01-09T05:15:00Z,HMC,NA,FALSE,ESTRUTURA,BASCULA,FIXACOES,HMC - EXEC MANUT,Fixacao,Fixar,FALHA NA ELEVAÇÃO DA BÁSCULA,HMC - EXEC MANUT,HAUL-0038
Mina A,2019-01-08,2019-01-08T11:43:30Z,2019-01-09T04:19:17Z,16.7,202000105315,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-09T05:15:00Z,HMC,NA,FALSE,ESTRUTURA,BASCULA,FIXACOES,HMC - EXEC MANUT,Fixacao,Fixar,FALHA NA ELEVAÇÃO DA BÁSCULA,DEP JACARE 600,HAUL-0038
Mina A,2019-01-08,2019-01-08T12:03:30Z,2019-01-08T12:13:13Z,0.16,202000105459,Mãe,Fechada,NA,2019-01-08T14:25:39Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,CABO/FIACAO,HMC - EXEC MANUT,Fixação,Reparar,CAMERA TRASEIRA,HMC - EXEC MANUT,HAUL-0039
Mina A,2019-01-08,2019-01-08T12:03:30Z,2019-01-08T12:09:04Z,0.09,202000105459,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:25:39Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,CABO/FIACAO,HMC - EXEC MANUT,Fixação,Reparar,DESPACHO,SUL 04,HAUL-0039
Mina A,2019-01-08,2019-01-08T12:09:04Z,2019-01-08T12:13:13Z,0.07,202000105459,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:25:39Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,CABO/FIACAO,HMC - EXEC MANUT,Fixação,Reparar,CAMERA TRASEIRA,SUL 04,HAUL-0039
Mina A,2019-01-08,2019-01-08T12:14:24Z,2019-01-08T13:44:23Z,1.49,202000104330,Mãe,Fechada,NA,2019-01-08T14:13:15Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,POS ARREFECEDOR,MPNS - EXEC MANUT,Vazamento,Trocar,NIVEL DO PÓS-ARREFECEDOR,MPNS - EXEC MANUT,HAUL-0068
Mina A,2019-01-08,2019-01-08T12:14:24Z,2019-01-08T13:40:21Z,1.42,202000104330,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T14:13:15Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,POS ARREFECEDOR,MPNS - EXEC MANUT,Vazamento,Trocar,NIVEL DO PÓS-ARREFECEDOR,BAIAS CV01 WSUL,HAUL-0068
Mina A,2019-01-08,2019-01-08T12:15:24Z,2019-01-08T12:19:01Z,0.06,202000104097,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T15:00:46Z,HMC,NA,FALSE,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,SISTEMA ALERTA DE FADIGA,HMC - EXEC MANUT,Fadiga,Ajuste,OPTALERT,610 NORTE,HAUL-0047
Mina A,2019-01-08,2019-01-08T12:15:54Z,2019-01-08T12:19:47Z,0.06,202000027121,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T15:01:25Z,MPNS,NA,FALSE,ESTRUTURA,ESTRUTURA,FIXACOES,MPNS - EXEC MANUT,Fixacao,Fixar,CONFERIR E TORQUER OS PARAFUSOS DA MANGA DO EIXO,OFICINA N5,HAUL-0105
Mina A,2019-01-08,2019-01-08T12:17:19Z,2019-01-08T15:45:57Z,3.45,202000102907,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T20:59:09Z,HMC,NA,FALSE,ESTRUTURA,ESTRUTURA,FIXACOES,HMC - EXEC MANUT,Fixacao,Fixar,BAIXA PRESSÃO DE AR,HMC - EXEC MANUT,HAUL-0077
Mina A,2019-01-08,2019-01-08T12:30:16Z,2019-01-08T12:44:59Z,0.24,202000105689,Mãe,Fechada,NA,2019-01-08T14:20:06Z,HMC,NA,FALSE,AR CONDICIONADO,COMPRESSOR,FIXACOES,HMC - EXEC MANUT,Fixacao,Recuperar,AR CONDICIONADO,HMC - EXEC MANUT,HAUL-0087
Mina A,2019-01-08,2019-01-08T12:30:16Z,2019-01-08T12:44:59Z,0.25,202000105689,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:20:06Z,HMC,NA,FALSE,AR CONDICIONADO,COMPRESSOR,FIXACOES,HMC - EXEC MANUT,Fixacao,Recuperar,AR CONDICIONADO,BAIAS OFC N5,HAUL-0087
Mina A,2019-01-08,2019-01-08T12:35:09Z,2019-01-08T16:05:55Z,3.54,202000104329,Mãe,Fechada,NA,2019-01-08T20:57:42Z,MPNS,NA,FALSE,SUSPENSAO,SUSPENSAO TD,SUSPENSAO,MPNS - EXEC MANUT,Descalibracao,Calibrar,CORRIGIR VAZAMENTOS BLEENDOWN E ALIMENTAÇAO DO FREIO D/D CALIBRAR SUSPENSÃO D.D,MPNS - EXEC MANUT,HAUL-0088
Mina A,2019-01-08,2019-01-08T12:35:09Z,2019-01-08T16:05:55Z,3.49,202000104329,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T20:57:42Z,MPNS,NA,FALSE,SUSPENSAO,SUSPENSAO TD,SUSPENSAO,MPNS - EXEC MANUT,Descalibracao,Calibrar,CORRIGIR VAZAMENTOS BLEENDOWN E ALIMENTAÇAO DO FREIO D/D CALIBRAR SUSPENSÃO D.D,OFC N5,HAUL-0088
Mina A,2019-01-08,2019-01-08T12:52:07Z,2019-01-08T13:20:07Z,0.46,202000105455,Mãe,Fechada,NA,2019-01-08T13:24:32Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TEI,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TEI,MPNS - EXEC MANUT,HAUL-0108
Mina A,2019-01-08,2019-01-08T12:52:07Z,2019-01-08T13:16:29Z,0.4,202000105455,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T13:24:32Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TEI,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TEI,MANUT PNEUS WN,HAUL-0108
Mina A,2019-01-08,2019-01-08T12:53:20Z,2019-01-08T14:12:14Z,1.32,202000105699,Mãe,Fechada,NA,2019-01-08T14:18:22Z,MPNS,NA,FALSE,ELETRICO,BATERIA,BATERIA,MPNS - EXEC MANUT,Conexao,Reparar,BAIXA VOLTAGEM DO SISTEMA,MPNS - EXEC MANUT,HAUL-0161
Mina A,2019-01-08,2019-01-08T12:53:20Z,2019-01-08T12:56:58Z,0.06,202000105699,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:18:22Z,MPNS,NA,FALSE,ELETRICO,BATERIA,BATERIA,MPNS - EXEC MANUT,Conexao,Reparar,BAIXA VOLTAGEM DO SISTEMA,TENDA WN,HAUL-0161
Mina A,2019-01-08,2019-01-08T12:56:58Z,2019-01-08T14:08:18Z,1.2,202000105699,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:18:22Z,MPNS,NA,FALSE,ELETRICO,BATERIA,BATERIA,MPNS - EXEC MANUT,Conexao,Reparar,BAIXA VOLTAGEM DO SISTEMA,TENDA WN,HAUL-0161
Mina A,2019-01-08,2019-01-08T13:03:08Z,2019-01-08T14:29:05Z,1.44,202000105850,Mãe,Fechada,NA,2019-01-08T14:46:49Z,HMC,NA,FALSE,ESTRUTURA,ESTRUTURA,FIXACOES,HMC - EXEC MANUT,Fixacao,Recuperar,VAZAMENTO DE ÓLEO NA VEDAÇÃO DA BOMBA DA MANGUEIRA DO DIFERENCIAL,HMC - EXEC MANUT,HAUL-0073
Mina A,2019-01-08,2019-01-08T13:03:08Z,2019-01-08T14:25:22Z,1.36,202000105850,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T14:46:49Z,HMC,NA,FALSE,ESTRUTURA,ESTRUTURA,FIXACOES,HMC - EXEC MANUT,Fixacao,Recuperar,VAZAMENTO DE ÓLEO NA VEDAÇÃO DA BOMBA DA MANGUEIRA DO DIFERENCIAL,610 NORTE,HAUL-0073
Mina A,2019-01-08,2019-01-08T13:06:54Z,2019-01-08T14:47:37Z,1.67,202000002027,Mãe,Fechada,NA,2019-01-08T14:50:21Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MPNS - EXEC MANUT,Fixacao,Ajustar,PRESSÃO DE SUPRIMENTO DA BOMBA DE COMBUSTIVEL,MPNS - EXEC MANUT,HAUL-0109
Mina A,2019-01-08,2019-01-08T13:06:54Z,2019-01-08T13:25:32Z,0.31,202000002027,Filha,Fechada,1968-12-31T12:00:00Z,2019-01-08T14:50:21Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MPNS - EXEC MANUT,Fixacao,Ajustar,PRESSÃO DE SUPRIMENTO DA BOMBA DE COMBUSTIVEL,DEP N5W 645,HAUL-0109
Mina A,2019-01-08,2019-01-08T13:16:29Z,2019-01-08T13:20:07Z,0.06,202000105455,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T13:24:32Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TEI,PNEU,MPNS - EXEC MANUT,Pressao,Calibrar,CALIBRAR PNEU TEI,MANUT PNEUS WN,HAUL-0108
Mina A,2019-01-08,2019-01-08T13:25:32Z,2019-01-08T14:43:31Z,1.31,202000002027,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:50:21Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MOTOR DE COMBUSTAO,MPNS - EXEC MANUT,Fixacao,Ajustar,PRESSÃO DE SUPRIMENTO DA BOMBA DE COMBUSTIVEL,DEP N5W 645,HAUL-0109
Mina A,2019-01-08,2019-01-08T13:30:57Z,2019-01-08T14:26:44Z,0.92,202000106293,Mãe,Fechada,NA,2019-01-08T14:45:58Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Fixacao,Ajustar,AVALIAR PNEU,MPNS - EXEC MANUT,HAUL-0104
Mina A,2019-01-08,2019-01-08T13:30:57Z,2019-01-08T14:22:58Z,0.87,202000106293,Filha,Fechada,1968-12-31T15:00:00Z,2019-01-08T14:45:58Z,MPNS,NA,FALSE,LOCOMOCAO,RODA TDE,PNEU,MPNS - EXEC MANUT,Fixacao,Ajustar,AVALIAR PNEU,OFC PNEUS N5,HAUL-0104
Mina A,2019-01-08,2019-01-08T13:40:21Z,2019-01-08T13:44:23Z,0.07,202000104330,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T14:13:15Z,MPNS,NA,FALSE,MOTOR DE COMBUSTAO,ARREFECIMENTO,POS ARREFECEDOR,MPNS - EXEC MANUT,Vazamento,Trocar,NIVEL DO PÓS-ARREFECEDOR,BAIAS CV01 WSUL,HAUL-0068
Mina A,2019-01-08,2019-01-08T13:42:22Z,2019-01-08T19:13:18Z,5.55,202000106302,Filha,Fechada,1968-12-31T09:00:00Z,2019-01-09T23:08:27Z,MPS,6000,TRUE,REVISÃO DE 6000H,REVISÃO DE 6000H,REVISÃO DE 6000H,MPS - EXEC MANUT,Revisão De 6000h,Revisão De 6000h,REVISÃO DE 6.000 HS.,CENTRAL N4E,HAUL-0046
Mina A,2019-01-08,2019-01-08T13:42:45Z,2019-01-08T23:35:11Z,9.84,201904522183,Mãe,Fechada,NA,2019-01-08T23:38:05Z,MPS,500,TRUE,REVISÃO DE 500H,REVISÃO DE 500H,REVISÃO DE 500H,MPS - EXEC MANUT,Revisão De 500h,Revisão De 500h,REVISÃO DE 500H,MPS - EXEC MANUT,HAUL-0107
Mina A,2019-01-08,2019-01-08T13:42:45Z,2019-01-08T13:48:12Z,0.09,201904522183,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T23:38:05Z,MPS,500,TRUE,REVISÃO DE 500H,REVISÃO DE 500H,REVISÃO DE 500H,MPS - EXEC MANUT,Revisão De 500h,Revisão De 500h,REVISÃO DE 500H,OFICINA N5,HAUL-0107
Mina A,2019-01-08,2019-01-08T13:48:12Z,2019-01-08T23:35:11Z,9.72,201904522183,Filha,Fechada,1968-12-31T18:00:00Z,2019-01-08T23:38:05Z,MPS,500,TRUE,REVISÃO DE 500H,REVISÃO DE 500H,REVISÃO DE 500H,MPS - EXEC MANUT,Revisão De 500h,Revisão De 500h,REVISÃO DE 500H,OFICINA N5,HAUL-0107
Mina A,2019-01-08,2019-01-08T13:56:10Z,2019-01-08T15:06:49Z,1.18,202000106463,Mãe,Fechada,NA,2019-01-08T20:55:20Z,HMC,NA,FALSE,COMUNICACAO,DESPACHO,PAINEL CGC,HMC - EXEC MANUT,Fixacao,Reparar,REPOSICIONAR TELA DO DESPACHO,HMC - EXEC MANUT,HAUL-0075
