data,turno,periodo_climatico,DF,UF,produtividade_ht,massa_carregada,carga_media,num_ciclos,tmc,tempo_manobra,HC,HM,HD,HO,HT,HTP,HTNP,HEF,HAO,id_equipamento
2019-03-21,2,Chuvoso,57.07,68.65,2245.36,5302.42,41.24,129,3.31,0.96,5.99,2.57,3.43,1.07,2.35,2.29,0.07,2.25,0.03,PA-04
2019-03-21,3,Chuvoso,72.52,79.23,2460.22,8472.91,41.49,206,3.34,0.81,5.99,1.64,4.36,0.91,3.45,2.56,0.89,2.31,0.26,PA-04
2019-03-21,4,Chuvoso,83.04,71.83,2467.28,8834.13,41.22,214,3.22,0.91,6.06,1.04,4.96,1.4,3.59,2.77,0.79,2.54,0.22,PA-04
2019-03-22,1,Chuvoso,66.44,86.28,2462.33,8552.7,81.85,105,3.14,1.25,5.94,2,4,0.52,3.46,3.38,0.1,3.36,0.05,ESC-01
2019-03-22,2,Chuvoso,37.69,85.43,2654.95,5025.95,81.09,62,3.16,0.92,6.01,3.76,2.25,0.33,1.91,1.41,0.5,0.92,0.48,ESC-01
2019-03-22,3,Chuvoso,33.43,78.54,2161.34,3363.32,80.19,42,2.93,1.19,5.96,3.99,2,0.43,1.58,0.41,1.16,0,0.41,ESC-01
2019-03-22,4,Chuvoso,33.3,86.67,2899.09,4966.48,81.1,61,2.75,1.17,5.99,3.97,2,0.28,1.73,1.44,0.28,1.17,0.27,ESC-01
2019-03-22,1,Chuvoso,100.33,57.01,2298.04,7798.4,80.06,97,3.41,0.7,6.01,0,6,2.6,3.4,3.03,0.37,2.79,0.23,ESC-02
2019-03-22,2,Chuvoso,89.48,43.75,2278.92,5459.75,80.94,67,3.7,0.83,6.02,0.59,5.41,3.03,2.39,2.24,0.14,2.11,0.12,ESC-02
2019-03-22,3,Chuvoso,67.23,45.23,2264.63,4134.02,79.53,52,3.32,1.11,6.01,1.99,4,2.18,1.83,1.76,0.06,1.69,0.06,ESC-02
2019-03-22,4,Chuvoso,66.84,78.44,2005.22,6331.57,80.3,79,3.57,1.26,5.99,2,4,0.86,3.16,2.79,0.34,2.55,0.26,ESC-02
2019-03-22,1,Chuvoso,100.04,25.1,1599.77,2426.07,122.49,20,2.44,0.71,6,0,6,4.48,1.51,0.32,1.21,0,0.32,ESC-03
2019-03-22,2,Chuvoso,99.11,38.42,1036.04,2392.46,119.43,20,4.69,0.63,5.97,0,6,3.68,2.3,0.67,1.65,0,0.67,ESC-03
2019-03-22,3,Chuvoso,99.89,35.16,1422.03,3025.91,120.2,25,4.42,1.33,5.96,0,6,3.87,2.15,1.32,0.81,0,1.32,ESC-03
2019-03-22,4,Chuvoso,100.53,33.88,1576.21,3201.23,118.66,27,3.9,0.77,6.06,0,6,3.96,2.03,1.72,0.32,1,0.72,ESC-03
2019-03-22,1,Chuvoso,80.51,55.11,2082.97,5515.31,40.82,135,3.46,0.97,5.99,1.17,4.83,2.18,2.63,0.98,1.66,0.24,0.74,PA-04
2019-03-22,2,Chuvoso,81.39,81.17,2237.48,8801.03,41.06,215,3.66,1.05,5.95,1.11,4.88,0.91,3.96,2.94,1.04,2.65,0.29,PA-04
2019-03-22,3,Chuvoso,80.23,82.11,2307.77,9160.53,41.07,223,3.68,1.18,6.02,1.15,4.86,0.9,3.99,3.67,0.29,3.62,0.08,PA-04
2019-03-22,4,Chuvoso,72.2,64.77,2634,7402.45,41.11,180,3.32,1,5.97,1.7,4.3,1.49,2.83,2.25,0.56,2.06,0.19,PA-04
2019-03-23,1,Chuvoso,33.57,83.1,3001.09,5030.09,81.28,62,3.03,1.08,5.97,3.98,2,0.33,1.66,1.67,0,1.68,0,ESC-01
2019-03-23,2,Chuvoso,12.34,66.64,2878.14,1449.74,79.93,18,3.37,1.1,5.97,5.26,0.75,0.25,0.49,0.37,0.13,0,0.37,ESC-01
2019-03-23,1,Chuvoso,66.15,82.18,2530.35,8377.81,80.8,103,3.32,1.21,5.94,1.98,4,0.68,3.31,3.32,0,3.34,0,ESC-02
2019-03-23,2,Chuvoso,62.91,88.19,1901.25,6236.59,81.55,77,3.82,1.22,6,2.24,3.76,0.43,3.31,2.98,0.35,2.72,0.28,ESC-02
2019-03-23,3,Chuvoso,66.49,63.91,2121.56,5554.97,80.01,69,3.64,1.35,5.98,2,4,1.42,2.56,2.12,0.46,1.72,0.4,ESC-02
2019-03-23,4,Chuvoso,33.48,64.58,2426.97,3224.77,80.79,40,3.11,1.38,6.03,4.01,2.02,0.7,1.31,1.13,0.19,0.84,0.28,ESC-02
2019-03-23,1,Chuvoso,100.7,37.93,1929.8,4454.46,116.66,38,4.55,1.3,6.04,0,6,3.71,2.27,2.29,0,2.27,0,ESC-03
2019-03-23,2,Chuvoso,38.26,38.04,2157.51,1892.21,117.62,16,3,0.94,5.99,3.72,2.29,1.41,0.89,0.62,0.26,0,0.62,ESC-03
2019-03-23,3,Chuvoso,93.07,50.18,2031.79,5625.73,122.26,46,3.43,1.26,6,0.47,5.53,2.74,2.79,2.28,0.51,1.62,0.67,ESC-03
2019-03-23,4,Chuvoso,91.14,69.5,3328.23,12714.86,128.03,99,2.59,0.84,5.98,0.56,5.44,1.64,3.78,3.8,0,3.77,0,ESC-03
2019-03-23,1,Chuvoso,67.03,74.33,2285.4,6799.43,41.25,166,3.67,1.13,5.98,1.99,4,1.03,2.96,1.99,0.98,1.63,0.35,PA-04
2019-03-23,2,Chuvoso,64.41,78.41,2318.5,7092.35,41.62,169,3.45,1.08,6.05,2.08,3.9,0.86,3.04,2.09,0.95,1.74,0.34,PA-04
2019-03-23,3,Chuvoso,61.7,76.94,2621.28,7464.52,41.65,178,3.42,0.98,6.03,2.29,3.69,0.84,2.82,2.17,0.68,1.95,0.23,PA-04
2019-03-23,4,Chuvoso,58.5,73.79,2676.93,6936.12,41.02,170,3.31,1.21,5.99,2.47,3.54,0.93,2.63,2.22,0.4,2.08,0.14,PA-04
2019-03-24,1,Chuvoso,33.3,83.42,2442.08,4105.28,80.53,51,3.1,1.33,5.99,4,2,0.33,1.68,1.67,0,1.67,0,ESC-01
2019-03-24,2,Chuvoso,26.89,75.68,2534.21,3111.09,83.99,37,3.04,0.78,5.95,4.4,1.62,0.39,1.22,1.14,0.09,1.01,0.14,ESC-01
2019-03-24,3,Chuvoso,33.42,81.16,2792.68,4552.51,80.92,56,2.82,0.96,5.97,3.97,2,0.39,1.6,1.44,0.17,1.27,0.18,ESC-01
2019-03-24,4,Chuvoso,33.04,90.68,2355.34,4246.16,78.68,54,3.46,1.4,6,4.01,2,0.19,1.81,1.32,0.49,0.77,0.55,ESC-01
2019-03-24,1,Chuvoso,33.62,81,2576.91,4152.49,81.19,51,2.94,1.17,5.98,3.98,2,0.39,1.6,1.61,0,1.59,0,ESC-02
2019-03-24,2,Chuvoso,33.04,60.78,2803.54,3420.45,81.31,42,2.37,1.1,5.99,4.03,2,0.78,1.23,1.12,0.1,0.98,0.15,ESC-02
2019-03-24,3,Chuvoso,33.04,19.51,2082.24,810.72,80.61,10,3.31,1.19,6.04,3.98,2,1.61,0.39,0.34,0.04,0.07,0.27,ESC-02
2019-03-24,4,Chuvoso,30.52,56.5,2108.8,2198.15,78.51,28,3.1,1.07,5.97,4.14,1.84,0.8,1.04,0.69,0.36,0,0.69,ESC-02
2019-03-24,1,Chuvoso,99.2,66.4,2581.01,10274.47,125.77,82,2.55,0.88,5.95,0,6,1.99,3.98,3.7,0.3,3.45,0.22,ESC-03
2019-03-24,2,Chuvoso,99.16,80.77,2435.82,11980.52,127.58,93,2.94,0.91,6.03,0,6,1.15,4.88,4.41,0.44,4.13,0.28,ESC-03
2019-03-24,3,Chuvoso,86.04,78.37,3091.51,12894.53,126.41,101,2.75,1.09,6,0.79,5.21,1.1,4.13,3.98,0.13,3.9,0.08,ESC-03
2019-03-24,4,Chuvoso,91.81,83.45,1862.85,8546.7,122.31,70,3,1.1,6.03,0.46,5.54,0.9,4.68,4.31,0.33,4.03,0.28,ESC-03
2019-03-24,1,Chuvoso,60.95,76.1,2487.92,6948.49,41.39,168,2.95,1.11,6.01,2.33,3.69,0.9,2.8,2.13,0.65,1.89,0.23,PA-04
2019-03-24,2,Chuvoso,53.81,70.71,2196.33,4980.59,40.86,123,3.42,0.91,6.06,2.79,3.22,0.95,2.29,1.78,0.49,1.53,0.24,PA-04
2019-03-24,3,Chuvoso,55.49,59.99,2566.37,5101.87,41.49,124,2.96,0.92,6.04,2.65,3.34,1.32,2.02,1.89,0.13,1.83,0.06,PA-04
2019-03-24,4,Chuvoso,55.4,71.79,2738.78,6480.62,41.73,156,3.16,0.98,6.03,2.71,3.31,0.95,2.35,1.88,0.48,1.7,0.19,PA-04
2019-03-25,1,Chuvoso,33.6,92.65,2101.78,3899.18,81.4,48,3.33,1.21,5.95,3.98,2,0.16,1.82,1.5,0.34,1.09,0.42,ESC-01
2019-03-25,2,Chuvoso,15.41,92.28,2646.76,2247.84,80.37,28,4.41,1.18,5.95,5.07,0.92,0.07,0.85,0.7,0.16,0.35,0.35,ESC-01
2019-03-25,3,Chuvoso,29.68,71.1,1132.89,1441.52,79.87,18,3.67,0.99,6,4.18,1.79,0.51,1.28,0,1.28,0,0,ESC-01
2019-03-25,4,Chuvoso,33.07,79.08,2233.25,3532.23,81.98,43,3.4,1.33,6.04,3.99,2,0.43,1.56,1.1,0.48,0.43,0.66,ESC-01
2019-03-25,1,Chuvoso,59.15,68.15,1627.98,3953.56,80.78,49,4.82,1.03,6.04,2.42,3.56,1.13,2.42,1.87,0.56,1.18,0.69,ESC-02
2019-03-25,2,Chuvoso,33.29,83.03,2305.81,3882.03,80.12,48,3.4,1.1,5.95,3.97,2,0.33,1.67,1.23,0.44,0.69,0.55,ESC-02
2019-03-25,3,Chuvoso,60.31,76.52,1756.6,4800,80.8,60,4.22,0.93,5.97,2.38,3.64,0.86,2.79,1.96,0.83,1.13,0.83,ESC-02
2019-03-25,4,Chuvoso,67.68,84.23,1757.89,6000.14,81.14,74,3.66,0.93,6.06,1.9,4.09,0.64,3.45,0.94,2.51,0,0.94,ESC-02
2019-03-25,1,Chuvoso,90.58,59.3,2264.36,7155.1,125.92,57,3.14,1.1,5.96,0.62,5.38,2.21,3.19,2.73,0.44,2.26,0.46,ESC-03
2019-03-25,2,Chuvoso,94.96,52.18,2086.54,6121.8,127.84,48,3.05,0.92,6.06,0.33,5.67,2.71,2.97,1.83,1.13,0.42,1.41,ESC-03
2019-03-25,3,Chuvoso,91.69,8.46,2587.52,1212.35,121.22,10,3.53,2.1,5.96,0.5,5.51,5.04,0.47,0.47,0,0.47,0,ESC-03
2019-03-25,4,Chuvoso,96.77,11.81,1312.21,919,130.78,7,5.18,1.01,6.01,0.15,5.85,5.15,0.7,0.64,0.06,0.11,0.52,ESC-03
2019-03-25,1,Chuvoso,60.58,69,2360,5965.41,41.44,144,3.14,1.07,6,2.35,3.66,1.11,2.56,1.73,0.82,1.39,0.34,PA-04
2019-03-25,2,Chuvoso,62.17,73.1,2471.39,6727.01,41.6,162,3.61,1.13,6,2.31,3.71,1,2.72,2.56,0.15,2.48,0.05,PA-04
2019-03-25,3,Chuvoso,75.91,71.72,2511.41,8334.27,41.59,199,3.24,0.88,5.94,1.44,4.56,1.26,3.27,2.75,0.55,2.58,0.17,PA-04
2019-03-25,4,Chuvoso,80.15,85.78,2441.54,10141.77,41.92,241,3.37,1.05,5.95,1.15,4.85,0.69,4.15,3.44,0.73,3.28,0.18,PA-04
2019-03-26,1,Chuvoso,33.4,44.35,1615.99,1451.1,79.95,18,4.02,0.54,5.96,4.03,2,1.11,0.89,0.32,0.57,0,0.32,ESC-01
2019-03-26,2,Chuvoso,29.55,58.1,2000.38,2113.16,81.01,26,3.4,1,6.02,4.24,1.78,0.74,1.05,0.75,0.29,0.09,0.67,ESC-01
2019-03-26,4,Chuvoso,33.53,29.97,1889.83,1126.43,80.71,14,3.55,1.14,5.97,4.04,2,1.4,0.61,0.6,0,0.6,0,ESC-01
2019-03-26,1,Chuvoso,100.07,81.23,1911.08,9320.64,80.44,115,3.88,1.29,6.02,0,6,1.15,4.89,4.26,0.59,3.93,0.31,ESC-02
2019-03-26,2,Chuvoso,99.83,75.42,1831.33,8182.59,82.46,100,3.95,1.01,5.98,0,6,1.49,4.47,3.94,0.57,3.56,0.34,ESC-02
2019-03-26,3,Chuvoso,99.01,51.69,2045.22,6356.87,80.51,79,4.43,0.91,5.99,0,6,2.92,3.11,2.46,0.62,2,0.47,ESC-02
2019-03-26,4,Chuvoso,99.91,20.07,1682.87,2008.42,80.23,25,4.86,1.07,6.05,0,6,4.8,1.2,1.09,0.11,0.83,0.27,ESC-02
2019-03-26,1,Chuvoso,59.77,76.05,2498.73,6856.93,41.48,165,3.27,0.94,5.94,2.4,3.59,0.86,2.75,2.21,0.52,2.03,0.19,PA-04
2019-03-26,2,Chuvoso,84.09,77.05,2295.91,8816.81,41.6,212,3.42,1.09,5.98,1.01,5,1.18,3.82,3.36,0.46,3.24,0.13,PA-04
2019-03-26,3,Chuvoso,75.72,75.55,2876.71,9989.7,42.19,235,3.21,1.08,6.01,1.46,4.54,1.1,3.47,2.97,0.47,2.85,0.12,PA-04
2019-03-26,4,Chuvoso,70.4,77.59,2667.11,8712.7,41.42,209,3.22,1.03,5.98,1.76,4.23,0.97,3.28,2.62,0.64,2.44,0.18,PA-04
2019-03-27,1,Chuvoso,33.44,81.53,2725.13,4425.62,80.81,55,2.95,0.95,5.97,4.03,2,0.38,1.62,1.39,0.23,1.15,0.25,ESC-01
2019-03-27,2,Chuvoso,33.24,86.52,2753.21,4753.56,81.2,59,3.04,1.13,6.01,3.97,2,0.26,1.75,1.63,0.12,1.51,0.12,ESC-01
2019-03-27,3,Chuvoso,33.29,86.19,2589.23,4490.55,80.95,55,2.98,1.02,5.95,4.04,2,0.28,1.73,1.58,0.14,1.43,0.16,ESC-01
2019-03-27,4,Chuvoso,33.55,84.16,2902.44,4945.59,81.89,60,2.94,1.11,5.98,4.02,2,0.3,1.7,1.61,0.09,1.54,0.09,ESC-01
2019-03-27,1,Chuvoso,99.92,23.24,1689.62,2321.25,79.72,29,5.17,1.27,6,0,6,4.62,1.39,1.38,0,1.38,0,ESC-02
2019-03-27,2,Chuvoso,100.41,29.95,1891.08,3397.04,80.49,42,4.79,1.32,6.03,0,6,4.22,1.79,1.58,0.2,1.29,0.29,ESC-02
2019-03-27,3,Chuvoso,100.16,50.82,1717.22,5201.65,81.54,64,4.61,0.96,5.94,0,6,2.97,3.03,2.86,0.17,2.71,0.16,ESC-02
2019-03-27,4,Chuvoso,100.85,30.24,1925.7,3510.02,81.04,43,3.77,1.19,5.94,0,6,4.18,1.81,1.75,0.07,1.64,0.1,ESC-02
2019-03-27,3,Chuvoso,93.48,17.2,1235.12,1208.92,120,10,3.41,0.44,6.04,0.41,5.59,4.62,0.98,0.74,0.23,0,0.74,ESC-03
2019-03-27,4,Chuvoso,100.17,40.14,2890.94,6999.15,123.9,57,2.84,1.09,6.06,0,6,3.57,2.41,2.1,0.33,1.75,0.35,ESC-03
2019-03-27,1,Chuvoso,73.83,84.66,2202.59,8190.28,41.44,199,3.62,1.31,5.98,1.56,4.45,0.7,3.76,3.31,0.44,3.2,0.13,PA-04
2019-03-27,2,Chuvoso,65.05,85.63,2783.78,9309.36,41.76,224,3.33,1.07,5.96,2.08,3.93,0.56,3.38,2.31,1.06,2.04,0.28,PA-04
2019-03-27,3,Chuvoso,81.67,72.68,2712.45,9485.13,41.63,230,3.08,1.04,5.95,1.11,4.88,1.36,3.49,3.3,0.22,3.24,0.06,PA-04
2019-03-27,4,Chuvoso,84.17,82.62,2461.75,10216,41.69,245,3.33,1.01,6.04,1,5,0.85,4.11,3.5,0.65,3.37,0.16,PA-04
2019-03-28,1,Chuvoso,33.53,85.18,2650.68,4502.84,81.86,55,3.01,1.16,5.96,4.01,2,0.29,1.7,1.71,0,1.69,0,ESC-01
2019-03-28,2,Chuvoso,33.03,90.23,2734.75,4903.65,81.6,60,3.23,1.21,5.96,3.97,2,0.2,1.8,1.36,0.45,0.92,0.45,ESC-01
2019-03-28,3,Chuvoso,61.84,87.78,2791.17,8991.6,83.92,107,2.62,1.02,6.02,2.31,3.68,0.46,3.25,2.87,0.36,2.69,0.2,ESC-01
2019-03-28,4,Chuvoso,66.07,77.14,2502.48,7704.1,81.12,95,2.95,0.79,5.99,2.01,4,0.9,3.11,2.61,0.48,2.3,0.3,ESC-01
2019-03-28,1,Chuvoso,100.7,35.92,2374.33,5056.24,81.03,63,3.65,1.22,5.98,0,6,3.86,2.14,2.02,0.12,1.89,0.11,ESC-02
2019-03-28,2,Chuvoso,91.9,11.05,1460.36,895.12,81.44,11,3.55,0.53,6.03,0.45,5.56,4.95,0.61,0.61,0,0.61,0,ESC-02
2019-03-28,3,Chuvoso,90.22,16.37,1494.83,1316.13,77.73,17,5.54,0.82,6.03,0.6,5.4,4.52,0.88,0.72,0.16,0.18,0.55,ESC-02
2019-03-28,4,Chuvoso,79.64,32.85,1997.53,3143.52,80.44,39,3.29,0.62,5.99,1.24,4.76,3.2,1.57,1.21,0.35,0.66,0.55,ESC-02
2019-03-28,1,Chuvoso,99.55,41.68,2409.73,6021.81,120.7,50,3.59,1.04,6.04,0,6,3.51,2.46,2.49,0,2.47,0,ESC-03
2019-03-28,2,Chuvoso,99.37,43.43,2519.95,6610.08,122.45,54,2.89,1.05,5.95,0,6,3.39,2.61,2.52,0.09,2.44,0.1,ESC-03
2019-03-28,3,Chuvoso,91.3,41.74,2391.44,5390.16,123.01,44,2.97,0.9,5.96,0.54,5.46,3.2,2.24,2.01,0.24,1.69,0.33,ESC-03
2019-03-28,4,Chuvoso,100.77,40.22,2983.47,7250.82,128.2,56,2.7,0.83,6.04,0,6,3.6,2.4,2.35,0.05,2.27,0.06,ESC-03
2019-03-28,1,Chuvoso,83.39,82.89,2500.62,10373.17,41.14,254,3.47,1,6.01,0.98,5.03,0.87,4.14,3.61,0.54,3.46,0.13,PA-04
2019-03-28,2,Chuvoso,82.66,76.17,2711.9,10232.6,41.34,248,3.26,0.9,5.94,1.05,4.95,1.15,3.81,3.27,0.52,3.17,0.13,PA-04
2019-03-28,3,Chuvoso,82.6,77.68,2657.4,10192.88,41.17,250,3.21,1.01,5.99,1.04,4.97,1.1,3.84,3.34,0.53,3.2,0.13,PA-04
2019-03-28,4,Chuvoso,79.38,80.48,2653.52,10077.9,41.7,241,3.18,0.98,6.06,1.23,4.78,0.97,3.82,3.56,0.26,3.47,0.07,PA-04
2019-03-29,1,Chuvoso,66.97,60.11,2176.65,5221.7,81.12,64,3.27,1.32,5.94,1.99,4,1.6,2.38,1.66,0.74,0.96,0.7,ESC-01
2019-03-29,2,Chuvoso,64.04,83.21,2668.46,8482.26,84.64,101,3,1.15,5.96,2.11,3.88,0.65,3.21,2.38,0.84,1.89,0.5,ESC-01
2019-03-29,3,Chuvoso,66.2,36.12,3131.89,4458.98,81.6,55,3.06,1.05,6,1.99,4,2.56,1.44,1.34,0.1,1.22,0.11,ESC-01
2019-03-29,4,Chuvoso,66.93,38.94,2054.27,3195.11,79.79,40,3.3,0.9,6.04,1.99,4,2.44,1.55,1.25,0.31,0.78,0.47,ESC-01
2019-03-29,1,Chuvoso,80.74,21,2532.12,2598.26,81.22,32,3.52,0.97,6.01,1.14,4.85,3.83,1.01,0.64,0.37,0,0.64,ESC-02
2019-03-29,4,Chuvoso,62.94,8.94,961.25,324.43,80.92,4,6.95,1.43,6.04,2.23,3.77,3.43,0.34,0.21,0.13,0,0.21,ESC-02
2019-03-29,1,Chuvoso,99.4,39.25,2410.97,5636.36,122,46,3.02,0.84,6.02,0,6,3.67,2.33,2.12,0.21,1.85,0.28,ESC-03
2019-03-29,2,Chuvoso,80.72,32.46,2427.48,3840.53,122.88,31,3.77,1.01,6.01,1.15,4.83,3.25,1.58,1.27,0.31,0.67,0.6,ESC-03
2019-03-29,4,Chuvoso,84.79,23.34,2454.69,2914.41,126.64,23,2.56,1.06,5.95,0.92,5.08,3.9,1.18,1.19,0,1.19,0,ESC-03
2019-03-29,1,Chuvoso,74.57,77.72,2234.48,7864.51,41.48,188,3.5,1.02,6.05,1.55,4.44,0.96,3.46,3.2,0.27,3.14,0.09,PA-04
2019-03-29,2,Chuvoso,61.21,78.22,2451.74,6933.54,42.31,165,3.62,1.11,5.96,2.35,3.67,0.8,2.89,2.56,0.31,2.45,0.11,PA-04
2019-03-29,3,Chuvoso,72.01,72.96,2529.43,7996.75,41.63,193,3.4,1.01,6.02,1.7,4.31,1.14,3.18,2.94,0.23,2.85,0.07,PA-04
2019-03-29,4,Chuvoso,83.33,78.88,2417,9795.27,41.11,236,3.06,0.89,6.04,1,5,1.02,4,3.39,0.59,3.22,0.15,PA-04
2019-03-30,1,Chuvoso,66.21,86.41,2128.12,7277.72,82.17,89,3.41,1.24,6.04,2,4,0.55,3.41,2.18,1.26,1.34,0.85,ESC-01
2019-03-30,2,Chuvoso,66.68,91.53,2739.87,9989.08,81.07,123,3.31,1.03,5.96,2.01,4,0.37,3.66,3.16,0.47,2.93,0.23,ESC-01
2019-03-30,3,Chuvoso,66.72,88.26,2193.59,7695.11,80.87,95,3.25,0.98,6.05,2.01,4,0.48,3.49,2.2,1.31,1.38,0.83,ESC-01
2019-03-30,4,Chuvoso,66.19,75.82,2478.36,7477.65,86.96,86,3.1,0.93,6.04,2.01,4,0.98,3,3.01,0,3.04,0,ESC-01
2019-03-30,1,Chuvoso,44.59,8.03,731.28,160.38,79.5,2,9.28,1.09,6.02,3.31,2.69,2.47,0.22,0.06,0.16,0,0.06,ESC-02
2019-03-30,1,Chuvoso,100.61,41.78,2566.31,6471.79,123.95,52,2.57,0.9,6.05,0,6,3.48,2.5,2.2,0.32,1.83,0.37,ESC-03
2019-03-30,2,Chuvoso,100.33,40.27,3359.32,8004.98,125.48,64,2.12,1,6.01,0,6,3.6,2.41,2.31,0.09,2.23,0.09,ESC-03
2019-03-30,3,Chuvoso,100.07,44.33,2541.75,6805.04,124.89,54,2.52,0.97,5.97,0,6,3.34,2.68,2.43,0.22,2.2,0.25,ESC-03
2019-03-30,4,Chuvoso,95.84,11.78,3906.31,2670.95,156.16,17,2.91,0.57,5.95,0.21,5.78,5.1,0.68,0.68,0,0.68,0,ESC-03
2019-03-30,1,Chuvoso,82.74,75.71,2382.72,9017.62,41.29,220,3.37,0.99,5.95,0.99,5,1.2,3.82,3.37,0.43,3.26,0.12,PA-04
2019-03-30,2,Chuvoso,56.04,79.91,2545.08,6782.93,40.43,169,3.47,1.19,5.95,2.64,3.36,0.67,2.67,2.44,0.25,2.34,0.09,PA-04
2019-03-30,3,Chuvoso,81.37,72.63,2206.85,7983.24,40.79,195,3.4,1.15,5.99,1.08,4.92,1.32,3.58,1.95,1.65,1.44,0.51,PA-04
2019-03-30,4,Chuvoso,83,67.29,2126.34,7008.25,43.13,163,3.5,1.14,5.99,1.01,5,1.66,3.31,2.61,0.73,2.35,0.27,PA-04
2019-03-31,1,Chuvoso,66.95,87.31,2654.16,9161.8,80.43,114,3.09,1.05,6.03,2.01,4,0.52,3.47,3.11,0.37,2.89,0.19,ESC-01
2019-03-31,2,Chuvoso,59.21,76.66,2471.34,6820.84,82.85,82,3.21,1.1,6.03,2.42,3.57,0.81,2.73,2.1,0.66,1.62,0.48,ESC-01
2019-03-31,3,Chuvoso,61.09,60.68,2415.05,5525.28,81.81,67,3.03,1.19,5.97,2.29,3.69,1.44,2.25,2.23,0.02,2.22,0.02,ESC-01
2019-03-31,4,Chuvoso,66.94,78.14,2742.62,8685.45,82.97,104,2.92,1.27,5.99,2.01,4,0.87,3.15,2.69,0.44,2.42,0.25,ESC-01
2019-03-31,3,Chuvoso,67.06,25.59,2034.63,2097.26,80.77,26,4.06,0.95,5.99,2,4,2.98,1.01,0.94,0.09,0.75,0.2,ESC-02
2019-03-31,1,Chuvoso,100.32,37.17,2527.76,5548.21,121.05,46,2.87,1.15,5.97,0,6,3.78,2.2,2.12,0.09,2.02,0.12,ESC-03
2019-03-31,2,Chuvoso,99.71,33.23,2673.6,5269.77,120.86,44,2.84,1.06,5.98,0,6,4.01,1.98,1.99,0,2,0,ESC-03
2019-03-31,3,Chuvoso,99.95,19.29,2331.26,2659.04,121.67,22,2.81,1.22,5.95,0,6,4.84,1.16,0.7,0.46,0,0.7,ESC-03
2019-03-31,4,Chuvoso,79.34,12.19,1253.18,726.78,121.22,6,1.84,0.59,5.98,1.26,4.74,4.16,0.58,0.28,0.29,0,0.28,ESC-03
2019-03-31,1,Chuvoso,87.81,66.66,2512.78,8815.49,42.19,209,3.28,1,5.95,0.73,5.27,1.73,3.53,3.06,0.49,2.94,0.14,PA-04
2019-03-31,2,Chuvoso,69.8,68.99,2181.54,6326.24,41.07,154,3.55,1.14,6.03,1.78,4.21,1.28,2.9,1.84,1.08,1.41,0.42,PA-04
2019-03-31,3,Chuvoso,65.21,79.51,2225.82,7009.85,41.41,170,3.62,1.09,6.01,2.06,3.93,0.77,3.17,2.26,0.9,1.95,0.32,PA-04
2019-03-31,4,Chuvoso,61.28,76.17,2320.31,6602.27,40.4,162,3.47,1.24,6.01,2.31,3.69,0.89,2.81,1.13,1.67,0.51,0.62,PA-04
2019-04-01,1,Seco,67.3,62.66,2437.87,6206.75,81.25,76,3.13,1.46,6.01,2,4,1.49,2.49,2.51,0,2.53,0,ESC-01
2019-04-01,2,Seco,66.92,47.96,3249.78,6253.34,83.48,75,2.81,1.07,5.95,2,4,2.08,1.9,1.81,0.11,1.7,0.09,ESC-01
2019-04-01,3,Seco,67.02,42.56,2559.57,4311.55,81.53,53,2.65,0.98,5.98,2,4,2.31,1.68,0.63,1.06,0,0.63,ESC-01
2019-04-01,4,Seco,67.28,40.84,2561.62,4213.87,80.29,52,2.65,1.33,5.95,1.98,4,2.37,1.64,1.1,0.53,0.49,0.61,ESC-01
2019-04-01,2,Seco,66.65,37.25,2317.51,3468.1,80.89,43,3.98,1.03,6.05,1.99,4,2.5,1.5,1.5,0,1.5,0,ESC-02
2019-04-01,3,Seco,66.98,27.26,2177.83,2367.36,81.54,29,4.34,1.03,5.99,1.99,4,2.92,1.09,0.78,0.3,0.15,0.63,ESC-02
2019-04-01,1,Seco,99.12,38.05,2925.67,6613.63,121.4,55,2.88,1.2,6.03,0,6,3.7,2.3,2.3,0,2.3,0,ESC-03
2019-04-01,2,Seco,98.51,33.91,1827.09,3614.76,125.2,29,2.6,1.19,6.03,0.14,5.86,3.86,2,1.28,0.71,0,1.28,ESC-03
2019-04-01,3,Seco,87.9,27.16,2065.61,3020.35,120.05,25,3,0.83,6.03,0.7,5.3,3.86,1.43,1.29,0.15,0.94,0.36,ESC-03
2019-04-01,4,Seco,82.99,78.5,2208.69,8648.64,122.81,70,3.48,1.1,5.97,1.04,4.96,1.09,3.84,3.22,0.66,2.63,0.56,ESC-03
2019-04-01,1,Seco,68.25,71.4,2485.77,7211.86,40.23,180,3.35,1.19,5.94,1.89,4.1,1.18,2.93,2.8,0.11,2.78,0.04,PA-04
2019-04-01,2,Seco,77.09,86.18,2511.32,9999.92,41.1,243,3.28,1,6,1.37,4.63,0.66,4,3.41,0.57,3.3,0.14,PA-04
2019-04-01,3,Seco,83.23,73.74,2604.5,9449.44,40.75,234,3.25,0.91,6,0.99,5,1.33,3.68,2.92,0.75,2.72,0.19,PA-04
2019-04-01,4,Seco,80.78,73.96,2380.16,8547.87,40.95,210,3.61,1.15,5.98,1.15,4.86,1.25,3.59,3.53,0.08,3.49,0.02,PA-04
2019-04-02,1,Seco,66.98,37.09,2857.17,4208.87,81.18,52,2.73,1.5,6.01,2.01,4,2.51,1.48,1.39,0.1,1.26,0.11,ESC-01
