id_ciclo,data_hora_inicio,turno,equipe,id_equipamento,id_carga,massa_transportada,carga_alvo,TVV,TFC,TMC,TC,TVC,TFB,TMB,TB,tempo_ciclo_total,dmt_total,tkph_viagem
2173,2023-06-18T05:02:49Z,Noite,Turma A,HAUL-0030,LOAD-0001,392.82,433.65,7.7,0,1.54,3.59,7.12,0,0,6.07,25.74,909.53,958.35
2174,2023-06-08T09:46:56Z,Noite,Turma C,HAUL-0021,LOAD-0003,391.82,429.71,6.03,6.39,1.86,6.14,5.79,0,0,1.83,27.83,803.6,831.52
2175,2023-06-08T09:53:25Z,Noite,Turma C,HAUL-0024,LOAD-0003,254.02,428.06,7.64,0,0.57,5.39,5.01,0,0,1.61,20.22,507,537.08
2176,2023-06-08T09:56:38Z,Noite,Turma C,HAUL-0004,LOAD-0003,225.36,271.03,5.45,5.06,1,2.21,8.29,0,0,0.74,22.52,451.67,484.49
2177,2023-06-08T10:03:32Z,Noite,Turma C,HAUL-0025,LOAD-0003,358.64,431.89,4.86,6.01,1.11,5.73,6.29,0,0,1.51,25.74,741.45,763.23
2178,2023-06-08T10:10:28Z,Noite,Turma C,HAUL-0021,LOAD-0003,384.01,426.22,4.5,4.51,1.81,5.16,6.14,0,0,2.58,24.67,636.92,656.5
2179,2023-06-08T10:09:07Z,Noite,Turma C,HAUL-0019,LOAD-0001,332.41,431.59,7.23,7.79,0.95,2.72,9.31,0,0,1.19,29.48,932.66,989.82
2180,2023-06-11T05:19:24Z,Noite,Turma A,HAUL-0005,LOAD-0003,198.85,271.48,8.11,5.27,1.55,7.58,17.47,0.72,0,1.06,41.51,928.92,1010.04
2181,2023-06-11T05:26:26Z,Noite,Turma A,HAUL-0008,LOAD-0003,217.59,271.07,8.51,6.11,1.55,5.53,13.56,1.05,0,0.64,37.11,1027.1,1098.11
2182,2023-06-11T05:38:33Z,Noite,Turma A,HAUL-0015,LOAD-0001,380.72,427.82,7.09,1.28,0.95,2.74,6.26,0,0,2.13,20.54,406.51,422.76
2183,2023-06-11T05:42:45Z,Noite,Turma A,HAUL-0027,LOAD-0001,319.43,432.05,7.73,0,0.07,3.12,6.53,0,0,1.14,18.5,344.47,365.48
2184,2023-06-11T05:45:54Z,Noite,Turma A,HAUL-0013,LOAD-0001,227.44,272.23,13.04,1.67,1.14,2.02,5.21,1.4,0,0.53,25.07,234.01,255.19
2185,2023-06-17T20:53:32Z,Dia,Turma D,HAUL-0013,LOAD-0001,184.4,271.48,12.26,7.9,2.07,1.63,11.95,1.42,0,0.91,37.84,663.39,727
2186,2023-06-17T21:05:49Z,Dia,Turma D,HAUL-0023,LOAD-0001,401.38,432.63,2.27,2.74,1.22,3.17,11.05,0,0,1.41,22.16,1563.01,1624.68
2187,2023-06-17T21:01:24Z,Dia,Turma D,HAUL-0012,LOAD-0001,246.79,270.08,18.2,0.98,2.34,2.12,15.89,3.59,0,1.3,44.3,913.45,968.44
2188,2023-06-17T21:09:21Z,Dia,Turma D,HAUL-0001,LOAD-0001,252.14,267.46,16.41,2.98,1.63,1.94,12.19,1.57,0,1.18,37.64,872.29,951
2189,2023-06-17T21:21:45Z,Dia,Turma D,HAUL-0013,LOAD-0001,195.87,270.32,10.37,0,1.42,2.1,11.84,1.76,0,0.83,28.37,730.47,784.63
2190,2023-06-02T02:47:09Z,Noite,Turma C,HAUL-0030,LOAD-0003,390.31,427.88,4.65,8.05,2.03,5.72,6.49,0,0,0.96,27.97,801.86,844.34
2191,2023-06-02T02:55:06Z,Noite,Turma C,HAUL-0021,LOAD-0003,347.39,428.5,7.54,7.49,1.5,6.4,10.3,0,0,2.44,36.16,707.76,742.93
2192,2023-06-02T03:11:35Z,Noite,Turma C,HAUL-0030,LOAD-0003,351.58,427.75,5.91,1.77,1.56,5.68,4.55,0,0,0.78,20.15,567.41,592.79
2193,2023-06-02T03:12:53Z,Noite,Turma C,HAUL-0024,LOAD-0004,324.5,427.82,3.7,6.68,1.12,9.8,12.92,0,0,1.37,35.88,1248.67,1324.79
2194,2023-06-08T10:14:35Z,Noite,Turma C,HAUL-0015,LOAD-0001,407.17,425.9,11.77,0,0.74,3.09,9.93,0,0,1.76,27.11,1147.11,1195.16
2195,2023-06-08T10:18:06Z,Noite,Turma C,HAUL-0027,LOAD-0001,298.58,427.59,8.17,3.04,1.08,2.44,7.08,0,0,1.56,23.27,829.02,869.02
2196,2023-06-08T10:20:52Z,Noite,Turma C,HAUL-0004,LOAD-0001,239.24,271.18,9.56,2.93,1.06,1.7,8.2,0.9,0,0.65,25.03,649.24,707.35
2197,2023-06-08T10:24:09Z,Noite,Turma C,HAUL-0026,LOAD-0001,286.16,428.28,8.49,2.39,1.02,2.28,11.78,0,0,1.2,27.16,781.42,840.42
2198,2023-06-08T10:31:46Z,Noite,Turma C,HAUL-0028,LOAD-0001,319.78,427.58,9.94,1.6,1.42,2.91,7.99,0,0,1.36,25.06,879.52,948.82
2199,2023-06-08T10:37:15Z,Noite,Turma C,HAUL-0019,LOAD-0003,352.32,433.02,11.03,0,1.09,4.21,5.94,0,0,0.5,22.54,708.8,746.96
2200,2023-06-11T05:51:00Z,Noite,Turma A,HAUL-0012,LOAD-0001,232.16,269.19,10.67,1.64,1.57,1.61,9.28,0.9,0,0.62,26.33,722.39,777.86
2201,2023-06-11T05:57:13Z,Noite,Turma A,HAUL-0015,LOAD-0001,407.9,426.41,6.96,0,0.03,3.24,5.22,0,0,2.21,17.76,432.63,453.84
2202,2023-06-11T05:47:50Z,Noite,Turma A,HAUL-0010,LOAD-0001,228.49,269.05,18.35,0,1.42,1.71,10.42,0.73,0,0.54,33.28,697.79,753.62
2203,2023-06-11T06:00:29Z,Noite,Turma A,HAUL-0027,LOAD-0001,287.65,431.42,4.79,2.07,1.22,2.04,4.78,0,0,1.43,16.21,305.71,323.03
2205,2023-06-11T05:34:53Z,Noite,Turma A,HAUL-0018,LOAD-0001,410.21,429,4.93,0,1.49,3.11,5.58,0,0,1.44,16.42,444.54,458.77
2206,2023-06-17T21:29:42Z,Dia,Turma D,HAUL-0016,LOAD-0001,362.51,428.43,12.56,2.78,1.32,2.8,12.45,0,0,1.54,33.7,1373.85,1446.56
2207,2023-06-17T21:34:36Z,Dia,Turma D,HAUL-0018,LOAD-0001,392.48,426.8,19.38,5.58,2.38,2.5,11.27,0,0,2.35,43.69,1505.47,1590.47
2208,2023-06-17T21:38:58Z,Dia,Turma D,HAUL-0023,LOAD-0001,399.45,432.56,9.92,6.43,1.75,2.61,12.34,0,0,1.51,34.34,1513.39,1576.27
2209,2023-06-17T21:50:49Z,Dia,Turma D,HAUL-0001,LOAD-0001,217.28,269.03,6.9,7.72,2.94,3.16,9.4,1.69,0,1.14,32.94,786.23,825
2210,2023-06-17T21:55:36Z,Dia,Turma D,HAUL-0012,LOAD-0001,256.98,272.35,12,11.03,1.79,2.99,13.84,3.7,0,1.29,46.52,955.23,1030.68
2211,2023-06-21T19:08:52Z,Dia,Turma B,HAUL-0019,LOAD-0001,362.32,434.22,16.67,4.94,1.22,3.39,10.78,0.51,0,0.97,38.19,1458.8,1519.2
2212,2023-06-21T19:10:52Z,Dia,Turma B,HAUL-0024,LOAD-0002,372.08,434.15,8.11,0.41,1.17,4.02,9.5,1.12,0,1.13,25.47,1653.66,1715.25
2213,2023-06-21T19:14:53Z,Dia,Turma B,HAUL-0022,LOAD-0002,375.15,431.77,9.88,4.72,0.4,3.6,10.86,0,0,1.04,30.78,1522.92,1592.52
2214,2023-06-23T20:03:04Z,Dia,Turma B,HAUL-0025,LOAD-0003,371.96,427.98,19.37,3.28,1.3,4.31,4.52,0.22,0,0.91,34.2,830.62,886.35
2215,2023-06-23T20:04:51Z,Dia,Turma B,HAUL-0019,LOAD-0002,274.68,426.92,2.8,5.63,0.63,2.11,4.01,1.47,0,1.07,17.75,814.06,861.04
2216,2023-06-23T20:02:06Z,Dia,Turma B,HAUL-0023,LOAD-0002,373.21,430.51,4.2,4.08,2.05,2.37,9.21,1,0,0.91,23.79,1416.51,1493.34
2217,2023-06-23T20:08:54Z,Dia,Turma B,HAUL-0022,LOAD-0002,347.65,429.74,3.58,2.1,1.03,3.06,7.13,0,0,0.92,17.86,1039.51,1097.36
2218,2023-06-23T20:11:36Z,Dia,Turma B,HAUL-0028,LOAD-0003,381.67,433.16,13.7,5.82,1.01,6.35,3.21,2.55,0,0.07,32.85,844.68,886.11
2219,2023-06-25T14:01:48Z,Dia,Turma B,HAUL-0030,LOAD-0001,376.18,432.66,16.7,8.43,1.13,3.06,10.2,0,0,1.88,40.87,1217.45,1252.44
2220,2023-06-25T14:42:51Z,Dia,Turma B,HAUL-0023,LOAD-0002,355.81,427.5,3.19,3.42,0.75,2.92,5.47,0,0,0.8,16.6,855.47,907.87
2221,2023-06-25T14:51:29Z,Dia,Turma B,HAUL-0018,LOAD-0002,395.84,426.53,2.16,0,0.98,2.41,6.73,0,0,0,12.23,936.37,972.89
2222,2023-06-25T14:48:15Z,Dia,Turma B,HAUL-0019,LOAD-0001,339.4,429.85,5.77,1.45,0.94,3.4,9.21,0,0,0.9,21.59,1077.86,1134.53
2223,2023-06-27T14:48:16Z,Dia,Turma D,HAUL-0018,LOAD-0002,318.69,431.83,6.55,5.72,1.14,3,5.37,0,0,1.01,22.74,717.11,752.95
2224,2023-06-27T14:48:01Z,Dia,Turma D,HAUL-0023,LOAD-0001,391.95,433.9,3.86,0,1.12,2.92,6.95,0,0,0.07,15.12,757.42,799.47
2225,2023-06-27T14:54:25Z,Dia,Turma D,HAUL-0024,LOAD-0002,360.52,429.77,4.19,2.48,1.04,5.12,3.92,0,0,1.21,17.84,812.6,850.74
2226,2023-06-27T14:56:00Z,Dia,Turma D,HAUL-0022,LOAD-0001,364.28,430.31,4.76,1.55,1.06,3.11,6.79,0,0,0,17.17,710.17,742.97
2227,2023-06-27T14:59:36Z,Dia,Turma D,HAUL-0023,LOAD-0001,350.74,429.88,4.37,0,0.02,0.13,4.22,0,0,0,8.8,0,0
2228,2023-06-02T14:01:21Z,Dia,Turma D,HAUL-0024,LOAD-0001,286.51,427.31,14.39,0.5,0.92,2.85,13.26,0,0,0,31.91,957.87,1007.41
2229,2023-06-02T14:09:32Z,Dia,Turma D,HAUL-0028,LOAD-0001,391.76,429.27,3.31,2.69,1.31,3.84,4.41,0,0,0.79,16.15,543.95,560.56
2230,2023-06-02T13:57:36Z,Dia,Turma D,HAUL-0029,LOAD-0001,336.76,427.13,9.19,4.28,1.09,3.46,11.6,0,0,1,30.51,1128.2,1188.38
2231,2023-06-02T13:58:51Z,Dia,Turma D,HAUL-0027,LOAD-0001,308.71,426.14,7.17,4.21,1.31,3.63,10.08,0,0,1.32,27.82,1023.84,1095.29
2232,2023-06-02T13:48:48Z,Dia,Turma D,HAUL-0018,LOAD-0001,406.9,431.99,16.11,0.12,1.13,3.89,11.63,0,0,0,32.65,1361.23,1413.94
2233,2023-06-06T12:30:44Z,Dia,Turma D,HAUL-0017,LOAD-0001,347.81,429.56,7.63,7.1,0.67,2.87,12.1,0,0,3.15,33.87,1611.25,1668.67
2234,2023-06-06T12:34:18Z,Dia,Turma D,HAUL-0030,LOAD-0001,338.4,433.23,9.04,4.73,1.93,1.66,13.28,0,0,0.93,31.36,1568.53,1646.99
2235,2023-06-06T12:23:37Z,Dia,Turma D,HAUL-0027,LOAD-0001,285.4,426.12,8.95,0,1.6,3.27,10.92,0,0,1.57,25.93,1320.49,1380.35
2236,2023-06-06T12:27:13Z,Dia,Turma D,HAUL-0024,LOAD-0001,357.76,425.76,14.02,3.88,1.42,2.17,12.33,0,0,1.06,35.12,1645.62,1730.44
2237,2023-06-06T12:13:26Z,Dia,Turma D,HAUL-0028,LOAD-0001,385.08,430.99,8.6,9.09,1,3.22,13.31,0,0,1.09,36.09,1742.4,1836.53
2238,2023-06-09T15:15:43Z,Dia,Turma D,HAUL-0005,LOAD-0001,164.06,271.79,3.73,2.34,1.96,1.01,7.66,0.05,0,1.65,18.48,563.53,437.46
2239,2023-06-09T15:12:45Z,Dia,Turma D,HAUL-0018,LOAD-0001,406.88,429,23.11,2.86,1,3.04,14.25,0,0,1.68,45.79,1802.22,1922.5
2240,2023-06-12T15:38:40Z,Dia,Turma D,HAUL-0016,LOAD-0001,409.39,428.41,8.39,3.98,0.95,3.63,3.96,0,0,0.97,21.96,760.34,801.8
2241,2023-06-12T15:30:51Z,Dia,Turma D,HAUL-0014,LOAD-0001,240.04,268.5,2.25,0.68,1.25,2.21,3.66,2.7,0,1.68,14.42,444.25,476.96
2242,2023-06-12T15:25:36Z,Dia,Turma D,HAUL-0023,LOAD-0001,417.58,428.64,3.41,2.04,0.28,3.12,12.06,0,0,1.46,22.22,1750.67,1835.75
2243,2023-06-12T15:34:03Z,Dia,Turma D,HAUL-0010,LOAD-0001,229.63,268.32,2.54,3.94,0.93,2.27,3.09,3.02,0,0.52,16.44,417.87,458.63
2244,2023-06-12T15:19:17Z,Dia,Turma D,HAUL-0013,LOAD-0001,216.82,272.45,4.1,0,1.07,1.78,13.53,1.91,0,0.93,23.48,852.7,935.24
2245,2023-06-16T17:40:38Z,Dia,Turma D,HAUL-0014,LOAD-0003,240.5,271.69,8.92,0,1.17,2.54,16.8,1.52,0,1.14,32.36,1150.46,1259.27
2246,2023-06-16T17:36:31Z,Dia,Turma D,HAUL-0011,LOAD-0003,245.9,272.4,10.26,0,1.82,2.53,15.18,0.83,0,0.77,31.25,1061.22,1171.85
2248,2023-06-14T15:22:17Z,Dia,Turma B,HAUL-0021,LOAD-0001,379.32,428.71,3.81,5.12,0.94,2.67,4.59,0,0,3.15,20.24,645.84,676.79
2249,2023-06-14T15:03:46Z,Dia,Turma B,HAUL-0021,LOAD-0001,346.41,429,3.42,0.36,1.16,2.25,4.09,0,0,1.93,13.12,591.81,623.75
2250,2023-06-22T05:14:00Z,Noite,Turma C,HAUL-0016,LOAD-0001,393.24,428.76,8.88,4,1.09,3.31,8.82,0.4,0,0.76,27.17,1110.12,1146.48
2251,2023-06-22T05:09:36Z,Noite,Turma C,HAUL-0019,LOAD-0001,361.57,430.61,5.42,0.53,1.63,2.4,7.48,0.51,0,0.99,19.07,968.51,1036.26
2252,2023-06-22T05:01:28Z,Noite,Turma C,HAUL-0015,LOAD-0001,388.25,426.47,14.88,0.47,1.62,2.93,8.77,0.77,0,1.57,31.13,1059.9,1102.57
2253,2023-06-22T04:56:55Z,Noite,Turma C,HAUL-0029,LOAD-0001,276.99,427.13,16.63,0,0.75,1.88,10.92,1.26,0,0.83,32.36,831.03,901.98
2254,2023-06-30T22:57:05Z,Dia,Turma B,HAUL-0002,LOAD-0003,238.85,268.98,7.71,0,0.74,3.38,9.69,2.48,0,0.58,24.51,369.02,391.67
2255,2023-06-30T22:58:14Z,Dia,Turma B,HAUL-0019,LOAD-0001,279.74,426.53,4.37,10.16,1.85,2.72,6.35,0,0,1.11,26.52,667.06,697.68
2256,2023-06-30T22:50:24Z,Dia,Turma B,HAUL-0004,LOAD-0003,236.45,270.2,8.21,4.12,1.12,2.44,4.47,0.7,0,0.62,21.87,368.25,396.51
2257,2023-06-18T04:57:13Z,Noite,Turma A,HAUL-0019,LOAD-0001,358.54,431.37,3.25,0,1.22,3.05,7.43,0.45,0,3.74,19.13,932.24,984.51
2258,2023-06-18T05:07:03Z,Noite,Turma A,HAUL-0016,LOAD-0001,378.39,431.18,3.31,4.4,1.49,2.74,27.85,0,0,0.85,40.78,1570.71,1674.35
2259,2023-06-05T04:01:43Z,Noite,Turma A,HAUL-0003,LOAD-0003,160.47,269.48,5.17,5.75,2.26,5.87,2.16,6.88,0,0.51,28.75,102.38,76.36
2260,2023-06-05T04:19:36Z,Noite,Turma A,HAUL-0004,LOAD-0003,258.87,272.29,21.78,0.63,1.36,5.12,8.47,0.37,0,0.48,37.77,559.21,593.38
2261,2023-06-03T13:17:07Z,Dia,Turma D,HAUL-0005,LOAD-0003,217.82,270.45,8.63,8.21,3.25,2.77,24.09,5.64,0,0.77,53.02,1342.97,1424.88
2262,2023-06-03T00:28:44Z,Noite,Turma A,HAUL-0005,LOAD-0004,218.57,271.05,7.44,4.52,1.64,4.37,7.82,0.56,0,0.69,27.27,714.02,743.41
2263,2023-06-06T11:53:05Z,Dia,Turma D,HAUL-0027,LOAD-0001,357.73,431.24,6.48,0,0.48,3.93,12.47,0,0,0.22,23.3,1152.3,1229.12
2264,2023-06-06T11:50:01Z,Dia,Turma D,HAUL-0015,LOAD-0001,388.17,428.21,10.79,0,1.19,3.47,18.49,0,0,0.05,34.38,1804.23,1885.89
2265,2023-06-06T11:40:44Z,Noite,Turma C,HAUL-0028,LOAD-0001,334.7,427.89,6.85,0,0.79,3.86,8.97,0,0,1.66,22.18,1093.1,1140.37
2266,2023-06-06T11:37:19Z,Noite,Turma C,HAUL-0025,LOAD-0001,373.38,430.61,10.9,0,0.92,3.41,13.94,0,0,0.22,29.16,1724.65,1832.46
2267,2023-06-06T11:58:52Z,Dia,Turma D,HAUL-0017,LOAD-0001,369.99,430.71,24.53,0,0.38,3.69,13.63,0,0,0.13,41.98,1183.89,1257.67
2268,2023-06-09T15:19:48Z,Dia,Turma D,HAUL-0023,LOAD-0001,392.38,427.25,6.69,7.7,1.01,3.01,12.57,0,0,1.35,32.7,1734.68,1807.35
2269,2023-06-09T15:24:12Z,Dia,Turma D,HAUL-0027,LOAD-0001,337.74,427.89,8.71,0.38,1.48,2.94,10.18,0,0,1.99,25.83,1499.64,1594.1
2270,2023-06-09T15:27:02Z,Dia,Turma D,HAUL-0025,LOAD-0001,377.37,427.7,8.95,3.68,1.4,2.44,8.74,0,0,1.54,26.81,965,1005.7
2271,2023-06-09T15:29:18Z,Dia,Turma D,HAUL-0010,LOAD-0001,177.19,269.48,8.23,2.22,1.13,1.12,8.19,0,0,2.33,23.19,427.64,475.76
2272,2023-06-09T15:28:10Z,Dia,Turma D,HAUL-0028,LOAD-0001,395.61,431.77,17.94,0.81,0.76,3.22,10.75,0,0,1.38,34.79,1749.09,1851.78
2273,2023-06-12T15:27:23Z,Dia,Turma D,HAUL-0008,LOAD-0001,229.41,267.87,13.6,6.72,2.38,1.13,4.3,0,0,0.57,28.85,423.16,455.14
2274,2023-06-12T15:23:53Z,Dia,Turma D,HAUL-0005,LOAD-0001,222.89,267.72,12.03,2.71,1.09,3.24,5.68,0,0,0.13,24.89,307.21,328.13
2275,2023-06-12T15:24:42Z,Dia,Turma D,HAUL-0021,LOAD-0001,374.6,426.8,4.38,3.44,0.75,2.67,6.65,0,0,0,17.85,925.47,960.89
2276,2023-06-12T15:15:14Z,Dia,Turma D,HAUL-0026,LOAD-0001,274.9,433.51,5.43,1.2,0.75,3.55,7.23,0,0,1.31,19.4,662.26,703.64
2277,2023-06-16T17:11:24Z,Dia,Turma D,HAUL-0013,LOAD-0003,249.29,270.82,24.73,0,0.28,5.4,14.25,3.91,0,0.64,48.71,1084.57,1179.74
2278,2023-06-16T16:59:01Z,Dia,Turma D,HAUL-0030,LOAD-0001,393.03,433.87,2.77,0.1,0.95,3.07,4.66,0,0,0.85,12.48,503.72,532.21
2279,2023-06-16T16:50:58Z,Dia,Turma D,HAUL-0024,LOAD-0001,267.17,429.27,7.56,0.8,1.77,3.02,4.16,0,0,2.31,19.55,346.34,361.58
2280,2023-06-14T15:02:47Z,Dia,Turma B,HAUL-0013,LOAD-0001,207.91,269.67,15.25,0,0.81,2.16,8.56,3.97,0,0.57,31.17,672.11,726.91
2281,2023-06-14T15:11:41Z,Dia,Turma B,HAUL-0017,LOAD-0001,382.42,428.51,3.12,4.23,1.46,2.94,3.57,0,0,2.2,17.38,479.61,510.83
2282,2023-06-14T15:14:47Z,Dia,Turma B,HAUL-0005,LOAD-0001,226.78,269.44,3.48,0,1.08,3.67,4.32,0.23,0,0.62,13.38,383.45,404.03
2283,2023-06-14T15:07:29Z,Dia,Turma B,HAUL-0028,LOAD-0001,372.84,433.77,9.05,1.67,1.6,3.09,11.13,0,0,1.68,27.87,1278.98,1336.15
2284,2023-06-14T14:57:12Z,Dia,Turma B,HAUL-0011,LOAD-0001,266.22,269.11,4.59,0,1.07,1.78,9.29,1.32,0,0.35,18.39,442.26,473.9
2285,2023-06-14T14:48:24Z,Dia,Turma B,HAUL-0026,LOAD-0001,327.78,426.71,8.1,4.38,1.06,2.61,8.8,0,0,2.72,27.48,1066.6,1129.16
2286,2023-06-14T14:52:50Z,Dia,Turma B,HAUL-0017,LOAD-0001,376.8,427.74,5.01,2.61,1.48,3.03,5.09,0,0,2.04,19.24,645.18,674.18
2287,2023-06-22T04:38:07Z,Noite,Turma C,HAUL-0010,LOAD-0001,227.78,269.4,9.16,7.26,1.02,2.2,9.22,1.63,0,0.7,31.25,619.86,660.94
2288,2023-06-22T04:53:28Z,Noite,Turma C,HAUL-0018,LOAD-0001,349.75,430.82,17.81,1.77,1.37,2.46,8.58,0.64,0,0.91,33.42,979.99,1014.39
2289,2023-06-22T04:49:38Z,Noite,Turma C,HAUL-0030,LOAD-0001,366.84,426.75,21.39,0,0.87,4.1,7.01,0.05,0,0.63,33.75,1008.48,1058.98
2290,2023-06-22T04:34:52Z,Noite,Turma C,HAUL-0011,LOAD-0001,217.2,267.96,5.6,9.19,1.4,1.53,18.53,0,0,0.05,35.98,1666.9,1759.56
2291,2023-06-21T22:23:09Z,Dia,Turma B,HAUL-0024,LOAD-0001,317.26,429.36,10.42,5.82,0.23,2.82,9.86,1.73,0,1.03,31.94,966.56,1040.86
2292,2023-06-30T22:46:50Z,Dia,Turma B,HAUL-0007,LOAD-0003,218.74,268.1,6.65,2.78,1.19,2.35,4.21,0,0,2.17,19.25,343.78,359.27
2293,2023-06-30T22:37:15Z,Dia,Turma B,HAUL-0002,LOAD-0003,223.05,271.98,8.38,1.23,1.24,3.05,5.94,1.44,0,0.61,21.98,343.98,372.37
2294,2023-06-18T06:25:21Z,Noite,Turma A,HAUL-0018,LOAD-0001,399.97,428.2,11.59,2.6,0.32,4.39,4.77,0,0,6.45,30.39,479.17,505.17
2295,2023-06-05T03:46:23Z,Noite,Turma A,HAUL-0012,LOAD-0003,237.41,270.85,9.48,5.44,1.25,4.63,2.22,3.89,0,0.41,27.19,102.6,112.05
2296,2023-06-02T03:34:56Z,Noite,Turma C,HAUL-0023,LOAD-0003,406.36,430.01,10.63,6.49,2.2,4.99,6.5,0,0,1.84,32.38,838.01,890.51
2297,2023-06-02T03:55:49Z,Noite,Turma C,HAUL-0023,LOAD-0003,405.7,427.26,5.86,0,1.96,4.64,6.61,0,0,2.11,21.23,786.21,812.11
2298,2023-06-02T04:14:26Z,Noite,Turma C,HAUL-0023,LOAD-0003,400.29,429.75,3.39,0,1.23,5.31,4.67,0,0,2.03,16.79,644.01,665.42
2299,2023-06-02T04:32:36Z,Noite,Turma C,HAUL-0023,LOAD-0003,386.92,429.92,3.55,1.39,2.69,3.82,5.91,0,0,2.83,20.38,795.45,829.72
2300,2023-06-02T04:56:06Z,Noite,Turma C,HAUL-0030,LOAD-0003,404.37,426.03,7.73,0,1.74,5.3,5.37,0,0,0.27,20.44,638.56,680.19
2301,2023-06-08T10:35:11Z,Noite,Turma C,HAUL-0018,LOAD-0001,258.28,428.74,7.54,3.78,0.98,2.41,8.06,0,0,1.61,24.37,713.04,763.97
2302,2023-06-08T10:38:15Z,Noite,Turma C,HAUL-0005,LOAD-0001,218.71,271.22,15.5,7.41,1.2,1.87,9.12,0.89,0,0.89,36.8,607.14,647.34
2303,2023-06-08T11:00:52Z,Noite,Turma C,HAUL-0018,LOAD-0001,372.32,427.07,8.63,2.82,1.45,3.04,5.08,0,0,0.96,22.21,1006.93,1055.2
2304,2023-06-08T10:56:23Z,Noite,Turma C,HAUL-0016,LOAD-0001,356.06,429.31,10.66,1.49,1.41,2.79,9.38,0,0,1.2,26.88,998.29,1052.99
2305,2023-06-11T06:12:01Z,Noite,Turma A,HAUL-0015,LOAD-0001,390.53,427.01,4.1,0,0.45,2.79,6.44,0,0,2.36,16.08,418.86,439.03
2306,2023-06-11T06:14:32Z,Noite,Turma A,HAUL-0012,LOAD-0001,245.07,268.04,8.41,1.74,0.95,1.57,5.82,0.51,0,0.55,19.71,254.34,276.61
2307,2023-06-11T06:18:30Z,Noite,Turma A,HAUL-0027,LOAD-0001,353.49,429.02,4.7,3.16,3.18,0.82,6.49,0,0,0.95,19.11,371.73,392.19
2308,2023-06-11T06:26:43Z,Noite,Turma A,HAUL-0020,LOAD-0001,373.68,428.66,4.72,3.73,1.42,3.38,5.49,0,0,1.5,20.16,397.58,414.84
2309,2023-06-03T00:34:25Z,Noite,Turma A,HAUL-0001,LOAD-0004,244.73,269.52,18.32,6.41,1.44,4.19,9.7,0.15,0,0.64,40.93,766.49,831.72
2310,2023-06-03T01:41:50Z,Noite,Turma C,HAUL-0004,LOAD-0004,231.79,271.8,9.82,8.93,3.1,5.34,11.58,0.22,0,0.68,40,742.56,808.03
2311,2023-06-03T02:38:43Z,Noite,Turma C,HAUL-0001,LOAD-0004,234.72,268.49,4.56,14.73,2.21,6.23,11.21,0.77,0,0.59,40.21,740.24,815.38
2312,2023-06-17T22:04:46Z,Dia,Turma D,HAUL-0018,LOAD-0001,390.99,427.13,9.41,2.22,1.92,3.05,12.21,0,0,1.7,30.67,1487.54,1561.05
2313,2023-06-17T22:08:49Z,Dia,Turma D,HAUL-0023,LOAD-0001,413.42,427.42,9.27,2.67,0.88,3.15,11.08,0,0,1.48,28.58,1563.23,1639.19
2314,2023-06-17T22:12:25Z,Dia,Turma D,HAUL-0019,LOAD-0001,324.39,430.65,7.14,3.27,1.67,1.9,11.53,0,0,1.67,27.23,1210.75,1285.04
2315,2023-06-17T22:16:39Z,Dia,Turma D,HAUL-0015,LOAD-0001,385.94,430.56,3.88,0.79,0.88,3.35,9.78,0,0,2.56,21.16,1478.6,1536.5
2316,2023-06-17T22:26:41Z,Dia,Turma D,HAUL-0022,LOAD-0001,383.43,433.83,2.07,1.93,1.32,4.99,11.65,0,0,2.32,24.15,1381.72,1441.73
2317,2023-06-21T19:12:52Z,Dia,Turma B,HAUL-0018,LOAD-0001,390.79,428.45,10.91,2.96,0.89,3.1,13.09,0.78,0,0.99,32.81,1590.85,1645.88
2318,2023-06-21T19:16:12Z,Dia,Turma B,HAUL-0003,LOAD-0001,176.88,269.39,25.08,4.32,1.69,1.62,14.72,1.95,0,0.86,50.51,662.32,744.03
2319,2023-06-21T19:20:10Z,Dia,Turma B,HAUL-0025,LOAD-0001,397.12,431.41,14.73,7.01,1.34,2.59,12.04,3.78,0,1.42,42.84,1598.23,1689.93
2320,2023-06-21T19:16:18Z,Dia,Turma B,HAUL-0011,LOAD-0003,217.38,270.74,22.4,0,0.94,2.64,21.37,2.27,0,0.8,50.23,506.79,541.43
2321,2023-06-21T19:24:31Z,Dia,Turma B,HAUL-0015,LOAD-0001,402.16,432.69,9.97,7.83,1.09,3.29,14.53,0,0,1.94,38.42,1628.16,1674.43
2322,2023-06-23T20:04:15Z,Dia,Turma B,HAUL-0016,LOAD-0001,395.82,428.66,6.38,0,2.09,1.92,13.82,0.6,0,0.92,25.5,1634.36,1690.19
2323,2023-06-23T20:10:45Z,Dia,Turma B,HAUL-0018,LOAD-0001,381.3,432.4,11.12,6.11,1.02,2.51,11.18,0.57,0,0.97,33.45,1501.82,1591.71
2324,2023-06-23T20:14:01Z,Dia,Turma B,HAUL-0011,LOAD-0003,177.5,269.14,5.45,9.22,0.08,1.69,5.03,4.04,0,0.94,26.7,373.13,417.16
2325,2023-06-23T20:21:24Z,Dia,Turma B,HAUL-0024,LOAD-0002,350.82,425.91,9.84,0,0.58,3.01,5.1,0.71,0,0.82,20.08,1210.08,1296.15
