data,turno,DF,UF,produtividade_ht,producao_total,carga_media,num_viagens,tkph,dmt,vel_cheio,vel_vazio,vel_global,tempo_ciclo_total,tempo_fixo,tempo_viagem_cheio,tempo_viagem_vazio,tempo_carregamento,tempo_manobra,tempo_fila_carga,tempo_fila_basculo,tempo_basculo,HC,HM,HD,HO,HT,HTP,HTNP,HEF,HAO,id_equipamento
2019-06-27,3,51.79,70.36,455.96,988.06,247.72,20,1867.55,4.14,16.86,30.91,22.12,31.11,7.75,14.74,8.62,2.98,1.16,2.27,0.57,0.78,5.99,2.9,3.1,0.91,2.19,1.99,0.21,1.36,0.62,HAUL-002
2019-06-27,4,56.67,60.62,373.48,784.98,244.88,16,1631.53,4.34,16.32,22.75,18.77,34.83,8.25,16.09,10.49,2.98,1.5,2.34,0.6,0.82,5.97,2.58,3.43,1.34,2.07,1.76,0.33,0.53,1.24,HAUL-002
2019-06-28,1,40.08,79.16,414.54,801.95,248.54,16,2324.79,5.53,19.41,28.74,22.37,34.34,9.75,17.04,7.55,3.03,1.06,4.25,0.84,0.56,5.97,3.61,2.4,0.49,1.92,1.76,0.15,1.18,0.57,HAUL-002
2019-06-28,2,26.25,86.6,324.27,442.85,248.12,9,1583.42,4.88,21.42,25.06,23.4,34.91,7.27,13.63,14.02,2.73,0.9,2.32,0.76,0.57,5.97,4.39,1.59,0.22,1.36,1.06,0.3,0,1.06,HAUL-002
2019-06-28,3,39.99,75.26,348,641.2,244.54,13,1747.34,4.95,18.11,26.91,22.09,38.74,7.98,16.44,14.32,3.49,1.05,1.93,0.88,0.63,6.05,3.6,2.4,0.58,1.84,1.55,0.27,0.3,1.25,HAUL-002
2019-06-28,4,39.93,88.35,402.85,852.08,250.29,17,2546.29,6.4,20.8,33.21,24.5,35.48,8.6,18.62,8.25,3.09,1.22,3.44,0.31,0.54,6.04,3.63,2.4,0.27,2.13,1.55,0.58,0,1.55,HAUL-002
2019-06-29,1,39.83,91.55,381.57,826.68,244.85,17,1938.16,5.14,18.98,30.32,23.25,35.18,9.25,16.19,9.74,2.84,1.13,4.37,0.45,0.47,6.02,3.6,2.4,0.2,2.22,1.73,0.47,0.07,1.66,HAUL-002
2019-06-29,2,30.18,88.01,309.28,488.4,244.98,10,1889.8,6.11,18.26,22.88,20.09,43.59,9.14,20.23,14.22,2.79,1.64,3.26,0.59,0.86,6.06,4.21,1.8,0.2,1.61,1.6,0,1.6,0,HAUL-002
2019-06-29,3,28,76.75,262.36,346.44,245.18,7,2236.02,8.51,20.05,33.48,24.08,47.98,11.32,25.59,11.06,2.75,1.94,5.79,0.2,0.63,5.98,4.28,1.69,0.38,1.3,1.03,0.28,0,1.03,HAUL-002
2019-06-29,4,40.2,75.54,277.28,499.79,250.66,10,1842,6.74,17.13,26.18,21.11,50.27,9.92,23.38,16.97,3.84,1.48,3.41,0.34,0.85,6.03,3.61,2.4,0.58,1.81,1.73,0.1,1.15,0.58,HAUL-002
2019-06-30,1,39.96,91.49,342.22,734.4,246.3,15,2112.16,6.18,18.19,24.91,21.33,47.64,10.4,20.35,16.89,3.09,1.49,4.4,0.72,0.68,5.95,3.59,2.4,0.22,2.18,1.97,0.21,1.14,0.83,HAUL-002
2019-06-30,2,40.21,79.67,330.13,639.83,245.39,13,1903.58,5.71,17.09,28.33,21.45,42.53,9.61,20.03,12.89,3.18,1.54,3.97,0.32,0.6,6.05,3.63,2.4,0.48,1.92,1.56,0.36,0,1.56,HAUL-002
2019-06-30,3,40,82.35,324.79,646.58,246.35,13,1532.25,4.68,17.04,26.54,21.39,40.2,9.82,16.58,13.81,2.99,0.9,4.39,0.92,0.63,6.01,3.59,2.4,0.43,1.98,1.48,0.49,0,1.48,HAUL-002
2019-06-30,4,39.06,76.55,359.53,638.03,247.86,13,1581.11,4.42,15.13,24.02,18.41,37.43,9.41,17.62,10.4,3.23,1.44,2.99,1.16,0.59,6,3.65,2.34,0.54,1.81,1.47,0.33,0,1.47,HAUL-002
2019-07-01,1,30.98,90.73,380.77,643,248.12,13,1701.13,4.46,18.58,30.34,22.92,33.29,10.14,14.47,8.68,2.73,1.08,5.41,0.44,0.48,5.96,4.18,1.86,0.18,1.68,1.28,0.4,0,1.28,HAUL-002
2019-07-01,2,22.3,54.6,330.86,240.59,238.29,5,1811.71,5.51,23.72,28.45,25.64,36.79,11.52,14.02,11.24,3.88,0.86,5.74,0.5,0.54,6.01,4.64,1.33,0.61,0.72,0.65,0.07,0,0.65,HAUL-002
2019-07-01,3,39.96,86.84,397.25,834.11,243.35,17,2295.76,5.84,18.44,31.25,22.85,37.39,8.12,19.02,10.26,2.85,0.96,2.97,0.85,0.49,5.95,3.58,2.4,0.31,2.1,1.85,0.24,1.01,0.84,HAUL-002
2019-07-01,4,39.93,79.84,378.52,734.77,245.66,15,1964.33,5.17,16.94,26.65,20.36,35.83,7.57,18.38,9.88,3.19,1,2.42,0.45,0.51,6.04,3.61,2.4,0.47,1.93,1.75,0.18,1.01,0.73,HAUL-002
2019-07-02,1,40.08,86.4,562.72,1164.34,243.69,24,1844.57,3.3,16.66,22.91,19.13,29.27,8.8,11.97,8.5,3.15,1.19,3.31,0.48,0.67,6,3.61,2.4,0.32,2.06,1.93,0.15,1.56,0.38,HAUL-002
2019-07-02,2,34.81,77.79,338.53,547.68,249.26,11,2017.88,6,15.07,21.91,17.61,47.87,9.49,23.89,14.49,2.69,1.7,3.88,0.37,0.85,5.99,3.91,2.07,0.45,1.63,1.49,0.14,0.74,0.74,HAUL-002
2019-07-02,3,39.67,86.66,325.26,683.45,244.15,13,2063.75,6.36,15.84,26.46,19.32,45.84,10.07,23.97,11.8,3.02,0.95,4.62,0.79,0.69,5.96,3.6,2.4,0.31,2.08,1.97,0.13,1.37,0.58,HAUL-002
2019-07-02,4,49.03,66.06,351.3,685.02,244.38,14,2232.41,6.31,18.32,25.33,20.92,40.3,7.15,20.61,12.54,3.09,0.7,2.17,0.79,0.4,6,3.08,2.94,0.99,1.94,1.81,0.14,1.23,0.59,HAUL-002
2019-07-03,1,46.51,72.47,320.8,649.92,250.22,13,2429.75,7.6,18.46,26,20.81,45.42,8.64,24.86,11.92,2.71,0.88,2.42,2.13,0.51,6.03,3.18,2.8,0.76,2.02,1.72,0.32,0.24,1.48,HAUL-002
2019-07-03,2,59.93,74.39,369.85,977.32,246.22,20,1843.32,5.03,17.04,25.78,20.07,36.15,8.96,17.67,9.53,2.95,1.24,3.54,0.42,0.8,6.01,2.39,3.6,0.93,2.68,2.63,0.04,2.5,0.13,HAUL-002
2019-07-03,3,57.45,90.82,357.97,1119.7,242.83,23,2163.21,6.02,17.99,28.9,21.89,40.8,9.13,20.1,11.58,3.28,1.28,2.61,1.1,0.85,5.95,2.55,3.46,0.35,3.1,2.75,0.36,1.82,0.95,HAUL-002
2019-07-03,4,53.78,68.89,261.68,598.42,248.1,12,2189.46,8.37,18.97,32.01,23.27,49.95,10.21,26.67,13.07,3.03,1.06,5.24,0.3,0.58,6.04,2.73,3.26,1,2.25,2.08,0.18,1.21,0.88,HAUL-002
2019-07-04,1,40.16,88.88,340.8,731.26,244.63,15,2081.62,6.09,17.63,30.76,22.55,44.22,11.64,20.65,11.93,2.89,1.76,6.04,0.36,0.58,6.05,3.57,2.4,0.27,2.11,1.99,0.14,1.4,0.58,HAUL-002
2019-07-04,2,39.94,85.51,335.17,691.02,246.2,14,2436.46,7.3,19.38,22.24,20.35,42.7,8.71,22.52,11.47,3.34,1.34,2.88,0.47,0.68,5.96,3.6,2.4,0.33,2.09,1.53,0.54,0,1.53,HAUL-002
2019-07-04,3,56.35,79.06,282.07,769.68,239.59,16,2196.95,7.73,19.92,29.6,23.84,48.33,9.17,23.33,15.83,3.48,1.33,3.08,0.47,0.81,6,2.6,3.4,0.69,2.72,2.39,0.32,1.2,1.19,HAUL-002
2019-07-04,4,59.92,85.36,422.1,1274.73,246.22,26,1948.23,4.62,17.99,24.89,20.81,33.89,7.53,15.37,10.99,2.91,1.2,2.11,0.5,0.82,5.97,2.41,3.57,0.51,3.09,2.55,0.51,1.36,1.18,HAUL-002
2019-07-05,1,55.99,79.81,345.45,922.88,242.3,19,1867.18,5.44,18.25,28.38,22.43,39.39,9.34,17.79,12.26,2.98,1.59,3.22,0.71,0.83,5.95,2.67,3.35,0.67,2.66,2.34,0.34,1.28,1.07,HAUL-002
2019-07-05,2,60.16,88.02,289.48,924.45,241.47,19,2425.58,8.47,20.03,25.68,22.04,48.23,8.73,25.51,13.99,2.84,1.26,3.23,0.57,0.84,5.96,2.39,3.6,0.42,3.2,2.34,0.84,0,2.34,HAUL-002
2019-07-05,3,59.41,84.4,289.13,867.38,241.58,18,2449.23,8.45,19.23,30.71,23.07,49.14,8.65,26.47,14.02,2.94,1.1,2.39,1.35,0.86,5.97,2.47,3.55,0.53,3.03,2.72,0.3,1.71,1,HAUL-002
2019-07-05,4,47.75,83.74,445.73,1070.86,243.98,22,1868.06,4.21,18.88,25.78,21.79,31.1,8.3,13.35,9.44,3.27,1.22,2.56,0.63,0.62,5.94,3.17,2.86,0.45,2.42,2.11,0.31,1.25,0.85,HAUL-002
2019-07-06,1,39.85,88.29,419.55,901.74,248.04,18,2285.03,5.4,18.81,34.55,24.21,34.6,8.85,17.14,8.61,3.07,1.36,3.43,0.36,0.64,5.94,3.63,2.4,0.29,2.13,2,0.11,1.63,0.37,HAUL-002
2019-07-06,2,40.32,85.5,337.96,688.28,247.6,14,1991.6,5.9,17.69,25.71,20.31,38.86,9.15,20.04,9.66,3.43,1.16,3.1,0.81,0.66,6,3.63,2.4,0.37,2.05,1.76,0.28,0.56,1.19,HAUL-002
2019-07-06,3,38.44,85.53,322.48,632.64,243.9,13,1891.49,5.91,17.17,27.19,21.43,44.8,9.33,20.71,14.75,3.66,1.36,2.6,0.97,0.75,6.03,3.69,2.32,0.35,1.98,1.72,0.25,0.57,1.15,HAUL-002
2019-07-06,4,34.46,80.54,255.52,421.49,235.09,9,2383.35,9.41,19.96,26.54,22.44,54.78,8.56,28.42,17.79,3.33,1.05,1.79,1.73,0.67,5.98,3.88,2.09,0.42,1.68,1.67,0,1.67,0,HAUL-002
2019-07-07,1,39.99,86.51,356.12,735.22,244.91,15,2375.23,6.69,19.33,30.3,22.66,38.98,8.24,20.97,9.76,2.99,1.07,2.9,0.53,0.75,5.96,3.57,2.4,0.33,2.06,1.91,0.16,1.29,0.63,HAUL-002
2019-07-07,2,32.01,83.43,283.93,447.19,247.59,9,1655.1,5.83,15.14,18.24,16.58,48.35,7.92,23.04,17.39,3.17,1.12,2.4,0.32,0.91,5.99,4.12,1.9,0.32,1.58,1.29,0.3,0,1.29,HAUL-002
2019-07-07,3,41.37,36.01,332.01,296.13,246.27,6,1731.72,5.2,19.39,34.51,25.79,37.05,9.38,16.08,11.6,2.91,0.76,4.84,0.23,0.63,5.94,3.51,2.48,1.58,0.9,0.6,0.29,0,0.6,HAUL-002
2019-07-07,4,59.44,74.31,345.44,927.41,244.35,19,1846.59,5.34,17.17,26.5,20.94,41.21,10.3,18.6,12.31,3.69,1.13,4.41,0.29,0.77,6.04,2.4,3.6,0.94,2.69,2.51,0.15,2.01,0.49,HAUL-002
2019-07-08,1,59.63,85,362.13,1108.27,242.93,23,1631.94,4.51,16.13,23.6,19.06,39.55,11.75,16.9,10.89,3.71,1.19,5.68,0.52,0.67,5.97,2.4,3.6,0.52,3.1,2.82,0.26,2.14,0.69,HAUL-002
2019-07-08,2,60.94,80.37,276.68,807.55,238.42,17,1957.17,7.12,15.39,27.19,20.11,55.46,7.77,28.02,19.67,3.21,0.89,2.57,0.6,0.5,5.97,2.33,3.66,0.74,2.94,2.72,0.2,2.01,0.72,HAUL-002
2019-07-08,3,49.55,79.77,310.92,741.76,245.97,15,2058.85,6.62,19.14,33.91,23.98,40.58,9.24,20.9,10.44,3.57,0.9,3.84,0.36,0.57,5.98,3.03,2.96,0.59,2.38,1.79,0.58,0,1.79,HAUL-002
2019-07-08,4,60.52,76.41,343.55,944.99,246.53,19,2159.7,6.33,20.19,30.61,24.8,41.87,8.64,18.63,14.61,2.88,1.28,3.64,0.25,0.59,6.01,2.39,3.6,0.87,2.74,1.82,0.91,0,1.82,HAUL-002
2019-07-09,1,61.54,86.56,395.08,1261.74,244.34,26,1516.9,3.82,15.07,27.97,19.64,32.8,9.51,15.1,8.19,3.44,1.12,3.73,0.55,0.67,6.05,2.28,3.71,0.51,3.18,2.41,0.79,0.59,1.82,HAUL-002
2019-07-09,2,73.47,80.06,262.63,936.99,245.43,19,1843.94,7.08,16.76,26.29,20.9,55.77,11.39,25.37,19.01,3.34,1.34,6.06,0.24,0.41,5.94,1.59,4.43,0.87,3.55,2.77,0.78,0.3,2.47,HAUL-002
2019-07-09,3,80.53,62.06,294.29,877.56,244.28,18,2024.67,6.98,16.82,29.16,21.55,49.01,9.62,24.64,14.75,3.6,1.2,4.04,0.13,0.64,6.06,1.2,4.8,1.8,2.99,2.68,0.33,1.6,1.09,HAUL-002
2019-07-09,4,63.59,62.12,376.23,877.87,246.17,18,2024.27,5.43,18.2,30.3,23.34,40.33,10.11,17.76,12.46,2.93,0.83,4.47,1.17,0.7,5.94,2.13,3.85,1.47,2.38,2.15,0.23,1.41,0.75,HAUL-002
2019-07-10,1,62.17,48.04,409.69,731.32,243.59,15,1997.82,4.85,19.08,29.44,22.98,33.13,7.81,15.38,9.94,3.19,1.01,2.47,0.54,0.6,5.97,2.27,3.74,1.96,1.77,1.55,0.23,0.61,0.94,HAUL-002
2019-07-10,2,67.46,75.99,349.92,1079.43,246.42,22,1681.61,4.75,18.05,25.23,20.33,33.37,10.04,15.82,7.51,3.44,1.28,4.31,0.27,0.74,5.96,1.91,4.07,0.99,3.09,2.99,0.09,2.74,0.25,HAUL-002
2019-07-10,3,80.41,64.86,360.75,1115.53,244.69,23,1775.48,4.91,19.04,28.47,22.59,33.83,8.87,15.42,9.54,2.92,0.9,3.26,1.08,0.71,5.95,1.2,4.8,1.66,3.11,2.41,0.73,0.51,1.9,HAUL-002
2019-07-10,4,77.54,72.99,297.96,1019.24,240.82,21,2040.88,6.83,17.71,25.7,21.04,49.73,10,23.25,16.47,3.41,1.38,3.27,1.19,0.75,5.94,1.31,4.69,1.28,3.4,2.94,0.47,1.58,1.35,HAUL-002
2019-07-11,1,77.64,71.51,321.83,1092.29,248.03,22,2190.84,6.81,18.49,29.9,22.77,43.72,8.76,21.91,13.04,3.09,1.07,3.66,0.33,0.61,5.97,1.3,4.7,1.33,3.4,2.87,0.5,1.5,1.37,HAUL-002
2019-07-11,2,68.94,80.79,364.08,1229.96,244.15,25,2216.04,6.15,19.25,28.5,23.32,41.22,7.76,19.05,14.41,3.05,0.76,2.67,0.45,0.83,5.99,1.84,4.15,0.78,3.35,3.26,0.11,3.01,0.25,HAUL-002
2019-07-11,3,56.36,77.35,355.58,932.19,242.89,19,1832.56,5.12,18.19,31.53,23.17,33.67,6.37,16.94,10.36,3.03,0.58,1.68,0.48,0.6,5.96,2.64,3.35,0.77,2.57,2.35,0.23,1.63,0.72,HAUL-002
2019-07-11,4,39.82,83.88,265.98,534.48,240.88,11,2038.98,7.69,17.69,29.15,22.16,51.84,9.78,25.98,16.09,2.79,1.04,4.91,0.18,0.86,5.95,3.6,2.4,0.4,2.01,2,0,1.99,0,HAUL-002
2019-07-12,1,58.96,82.76,379.03,1125.66,242.89,23,2086.29,5.5,18.1,24.68,20.71,36.56,7.3,18.1,11.16,2.91,1.03,2.29,0.2,0.87,5.96,2.45,3.54,0.59,2.97,2.65,0.29,1.91,0.77,HAUL-002
2019-07-12,2,54.3,81.48,399.23,1069.88,243.73,22,2290.33,5.76,19.27,31.59,23.76,37.85,10.5,17.76,9.59,3.15,1.39,4.18,1.02,0.75,5.94,2.72,3.29,0.59,2.71,2.5,0.2,1.94,0.55,HAUL-002
2019-07-12,3,57.62,42.49,337.89,487.94,245.55,10,1580.21,4.64,21.8,27.41,24.1,30.49,8.09,12.88,9.51,3.05,0.94,2.81,0.65,0.66,6.03,2.56,3.44,1.98,1.44,1.33,0.13,0.55,0.78,HAUL-002
2019-07-12,4,49.37,70.7,387.11,810.12,239.52,17,1702.4,4.41,17.99,33.11,24.79,35.8,9.07,14.76,11.97,2.52,1.3,3.97,0.55,0.73,6.01,3.02,2.96,0.85,2.11,1.46,0.64,0,1.46,HAUL-002
2019-07-13,1,59.86,72.78,398.29,1042.9,247.14,21,1832.96,4.63,18.17,30.99,22.8,31.92,8.09,15.31,8.52,2.42,1.19,3.52,0.3,0.66,5.99,2.42,3.6,0.97,2.61,2.04,0.59,0.36,1.68,HAUL-002
2019-07-13,2,56.5,82.99,335.33,959.01,239.85,20,1869.57,5.52,18.54,30.59,24.2,45.07,10.09,18.04,16.94,2.81,0.99,4.79,0.81,0.69,5.97,2.57,3.41,0.56,2.86,2.36,0.48,0.9,1.45,HAUL-002
2019-07-13,3,60.41,50.49,476,866.28,240.47,18,2273.67,4.79,20.23,33.58,25.51,30.99,7.6,14.11,9.28,2.86,0.88,3.15,0.13,0.59,6.05,2.41,3.59,1.77,1.82,1.75,0.07,1.49,0.24,HAUL-002
2019-07-13,4,60.3,84.47,402.19,1223.99,245.11,25,2174.63,5.39,18.3,31.69,23.3,36.42,8.23,17.74,10.45,3.04,1.01,3.27,0.24,0.66,5.95,2.42,3.6,0.58,3,2.63,0.39,1.71,0.93,HAUL-002
2019-07-14,1,57.36,88.24,363.07,1068.08,245.07,22,1820.91,5.03,16.74,26.22,20.78,40.36,9.2,18.08,13.08,3.04,1.42,3.66,0.3,0.78,5.98,2.57,3.42,0.42,3.01,2.78,0.21,2.21,0.59,HAUL-002
2019-07-14,2,59.65,53.77,471.48,906.62,238.83,19,1570.25,3.32,19.71,32.85,24.89,23.98,7.83,9.99,6.15,3.09,1.22,1.92,0.89,0.71,6.04,2.39,3.6,1.67,1.91,0.81,1.12,0,0.81,HAUL-002
2019-07-14,3,49.31,34.66,234.76,244.39,243.41,5,1585.44,6.71,17.23,25.23,20.29,47.86,8.18,23.57,16.1,2.62,1.55,2.38,0.69,0.94,6.04,3.07,2.94,1.91,1.03,0.83,0.21,0,0.83,HAUL-002
2019-07-14,4,43.85,39.31,325.4,342.55,243,7,1366.12,4.25,17.58,30.51,22.59,38.39,14.67,14.56,9.17,3.42,1.29,7.45,1.86,0.66,6.05,3.36,2.65,1.6,1.05,0.93,0.12,0,0.93,HAUL-002
2019-07-15,1,60.46,54.56,335.65,669.47,239.64,14,1747.38,5.14,17.64,30.18,23.87,43.44,9,17.47,16.98,3.34,0.69,3.17,1.24,0.56,6,2.39,3.6,1.62,1.99,1.76,0.22,0.83,0.94,HAUL-002
2019-07-15,2,56.84,84.55,414.56,1185.19,248.55,24,1851.6,4.46,17.21,25.56,20.93,35.79,8.25,15.56,11.97,2.54,1.12,2.76,1.15,0.68,6.05,2.6,3.43,0.54,2.88,2.66,0.22,2.09,0.56,HAUL-002
2019-07-15,3,59.11,78.87,409.61,1154.95,240.06,24,2190.96,5.33,19.44,31.36,24.04,35.14,8.27,16.46,10.41,2.81,1.08,3.07,0.62,0.68,6.05,2.46,3.56,0.75,2.82,2.73,0.08,2.52,0.2,HAUL-002
2019-07-15,4,60.02,85.26,323.45,972.47,244.45,20,1916.34,5.93,18.36,30.75,23.68,45.05,12.06,19.21,13.78,3.04,1.44,5.92,0.83,0.83,5.96,2.41,3.6,0.55,3.06,2.63,0.41,1.4,1.23,HAUL-002
2019-07-16,1,59.46,83.24,355.27,1066.54,242.22,22,2155.07,6.02,18.09,28.84,22.47,44.45,9.8,20.12,14.52,2.77,1.28,4.57,0.47,0.7,6.03,2.41,3.6,0.61,3.02,2.31,0.68,0.46,1.85,HAUL-002
2019-07-16,2,48.77,85.33,429.57,1066.95,241.73,22,2100.3,4.91,17.15,28.35,21.43,37.54,9.19,17.29,11.06,3.17,1.67,3.1,0.57,0.68,5.99,3.08,2.9,0.42,2.5,2.3,0.19,1.78,0.52,HAUL-002
2019-07-16,3,45.75,75.71,720.21,1529.37,244.81,30,2226.01,3.1,17.53,31.24,23.32,24.02,6.34,10.5,7.18,3.06,0.92,1.38,0.32,0.66,6.05,3.22,2.77,0.67,2.08,1.51,0.59,0.32,1.19,HAUL-002
2019-07-16,4,40.36,47.72,546.43,627.94,240.13,13,2153.4,3.89,15.89,27.59,21.48,36.24,7.81,14.7,13.72,3.38,1.22,2.06,0.41,0.74,6.01,3.58,2.4,1.26,1.13,0.82,0.32,0,0.82,HAUL-002
2019-07-17,1,40.54,64.05,547.89,864.3,239.01,18,1516.51,2.77,17.46,29.85,21.58,22.2,7.57,9.58,5.06,3.25,0.98,2.21,0.28,0.85,6.04,3.56,2.44,0.88,1.57,1.37,0.19,0.75,0.63,HAUL-002
2019-07-17,2,59.56,63.61,363.82,841.04,245.22,17,1720.71,4.7,18.81,31.21,24.22,35.02,8.4,14.98,11.64,2.66,0.98,3.83,0.16,0.78,6.01,2.42,3.6,1.32,2.27,2.12,0.16,1.55,0.56,HAUL-002
2019-07-17,3,57.51,67.07,362.67,836.94,245.98,17,1887.24,5.24,20.03,28.83,23.25,35.52,10.06,15.83,9.63,3.18,1.25,4.47,0.43,0.73,6.02,2.56,3.42,1.12,2.29,1.94,0.36,0.66,1.29,HAUL-002
2019-07-17,4,57.95,56.71,297.3,587.95,244.38,12,1683.34,5.69,19.11,27.19,22.83,43.26,10.68,17.8,14.78,3.9,1.51,3.47,0.77,1.03,6.06,2.54,3.49,1.5,1.98,1.64,0.34,0,1.64,HAUL-002
2019-07-18,1,58.17,79.62,284.42,781.61,245.87,16,1815.07,6.4,18.53,30.68,23.51,46.13,10.28,20.79,15.07,3.38,1.1,4.45,0.69,0.65,5.94,2.52,3.5,0.73,2.77,2.55,0.22,1.74,0.82,HAUL-002
2019-07-18,2,59.43,82.83,488.01,1475.45,243.79,27,1853.27,3.8,17.35,29.23,22.74,31.59,8.29,13.07,10.23,3.42,1.25,1.82,1.11,0.68,5.98,2.42,3.59,0.59,3.01,2.9,0.1,2.71,0.21,HAUL-002
2019-07-18,3,59.91,85.21,332.22,1031.86,243.49,21,1799.35,5.45,17.35,29.9,22.19,40.38,8.99,19,12.39,3.05,0.92,3.56,0.73,0.73,6.01,2.38,3.6,0.52,3.07,3.01,0.07,2.83,0.21,HAUL-002
2019-07-18,4,60.1,83.51,328.92,981.83,247.47,20,2217.67,6.69,19.25,38.29,27.05,44.38,9.3,20.91,14.17,3.02,1.24,3.93,0.4,0.7,5.95,2.41,3.6,0.61,2.97,2.45,0.54,0.83,1.63,HAUL-002
2019-07-19,1,60.58,91.51,296.37,975.89,243.37,20,1681.22,5.66,17.49,31.58,23.33,46.41,13.09,19.42,13.91,3.42,1.34,4.93,2.62,0.79,6.05,2.38,3.6,0.33,3.3,2.89,0.38,1.76,1.15,HAUL-002
2019-07-19,2,29.79,72.54,418.33,544.41,245.8,11,2182.47,5.23,17.38,28.75,23.77,49.2,8.46,18.12,22.62,2.94,0.93,2.52,1.33,0.74,6,4.21,1.79,0.5,1.3,1.29,0,1.25,0.02,HAUL-002
2019-07-19,3,34.5,59.94,351.95,444.76,244.66,9,1691.22,4.85,17.71,29.12,22.9,40.45,9.46,16.49,14.51,3.54,1.03,3.61,0.39,0.89,5.95,3.91,2.08,0.83,1.24,1.16,0.09,0.54,0.61,HAUL-002
2019-07-19,4,59.61,68.95,310.27,773.53,242.64,16,2140.79,6.89,24.75,23.5,24.31,42.76,10,16.56,16.2,2.94,1.7,3.73,0.84,0.79,5.98,2.39,3.6,1.11,2.49,2.08,0.41,0.54,1.55,HAUL-002
2019-07-20,1,73.1,82.39,297.75,1063.24,242.19,22,2318.32,7.76,25.19,30.26,27.68,48.3,11.63,18.66,18.02,3.09,1.27,5.59,0.79,0.89,6,1.64,4.37,0.8,3.54,3.36,0.21,2.76,0.58,HAUL-002
2019-07-20,2,67.49,80.65,453.25,1455.39,243.03,30,1775.98,3.89,19.19,33.95,25.65,30.29,8.48,12.15,9.66,3.3,1.01,3.16,0.4,0.61,6.02,2,4.02,0.8,3.19,2.52,0.69,1.14,1.39,HAUL-002
2019-07-20,3,80.18,87.42,338.2,1412.71,245.08,29,1934.56,5.66,17.58,27.3,21.65,42.65,10.27,19.25,13.13,3,1.34,4.63,0.39,0.92,5.96,1.2,4.8,0.62,4.2,4.14,0.03,4.04,0.07,HAUL-002
2019-07-20,4,76.56,82.63,329.88,1276.95,243.63,26,1750.33,5.29,19.28,30.22,24.18,42.18,11.12,16.59,14.48,3.05,1.79,4.93,0.63,0.71,6.04,1.36,4.63,0.79,3.86,3.54,0.3,2.86,0.69,HAUL-002
2019-07-21,1,68.61,82.86,375.68,1267.94,244.52,26,1907.56,5.04,16.79,28.03,21.64,41.44,9.6,18.17,13.67,3,1.34,4.19,0.38,0.7,6.04,1.92,4.09,0.7,3.36,2.68,0.71,1.05,1.63,HAUL-002
2019-07-21,2,59.64,86.48,404.18,1282.07,245.41,25,1869.07,4.63,18.46,27.1,22.22,36.53,9.04,15.19,12.3,2.8,1.32,3.54,0.68,0.69,5.95,2.42,3.6,0.47,3.16,2.93,0.2,2.44,0.48,HAUL-002
2019-07-21,3,69.35,84.3,211.29,738.08,246.07,15,1930.37,9.24,18.83,26.15,22.3,68.87,10.54,29.71,28.63,3.14,1.29,4.8,0.42,0.88,5.95,1.83,4.15,0.65,3.5,3.21,0.3,2.03,1.18,HAUL-002
2019-07-21,4,72.96,71.84,292.69,924.47,242.79,19,2352.13,8,19.26,29.33,23.75,54.76,10.44,24.73,19.58,2.86,0.98,5.44,0.41,0.76,5.97,1.62,4.39,1.24,3.15,3.14,0.01,3.09,0.03,HAUL-002
2019-07-22,1,71.73,77.64,322.42,1066.28,243.59,22,1994.18,6.24,18.88,28.15,23.2,44.06,8.18,19.63,16.24,3.37,1.14,2.76,0.16,0.75,6.03,1.68,4.33,0.98,3.35,2.7,0.65,0.92,1.77,HAUL-002
2019-07-22,2,74.58,72.99,363.29,1167.93,243.28,24,2113.1,5.79,18.68,30.54,24,44.49,10.08,18.69,15.71,3.38,1.12,4.38,0.53,0.67,6.01,1.57,4.43,1.22,3.24,3.02,0.2,2.5,0.5,HAUL-002
2019-07-22,3,78.91,46.14,334.31,745.18,246.06,15,2120.14,6.31,19.61,27.25,22.85,41.37,6.03,19.5,15.85,2.88,0.78,1.34,0.35,0.68,5.95,1.27,4.73,2.53,2.19,1.93,0.27,0.86,1.06,HAUL-002
2019-07-22,4,80.13,77.31,363.03,1329.41,246.48,27,2248.38,6.17,19.08,31.89,24.05,39.97,7.9,19.47,12.6,2.9,0.95,3.11,0.24,0.71,6.02,1.2,4.8,1.12,3.71,3.63,0.05,3.51,0.1,HAUL-002
2019-07-23,1,79.62,83.01,366.48,1430.76,246.7,29,2056.5,5.64,17.92,29.69,23.15,42.35,8.74,18.73,14.89,2.98,1.31,3.34,0.43,0.68,6,1.25,4.76,0.83,3.91,3.42,0.51,2.39,1.05,HAUL-002
2019-07-23,2,80.04,79.31,380.31,1440.18,247.74,29,1740.63,4.59,16.09,25.62,20.07,36.69,7.32,17.2,12.16,2.84,1.05,2.32,0.4,0.71,5.96,1.22,4.79,0.98,3.8,3.42,0.38,2.61,0.79,HAUL-002
2019-07-23,3,76.28,60.81,349.08,975.96,242.82,20,1525.13,4.33,17.38,22.78,19.64,36.03,9.63,15.05,11.35,3.1,1.01,3.23,1.64,0.65,5.94,1.39,4.62,1.84,2.78,2.18,0.6,0.38,1.8,HAUL-002
2019-07-23,4,76.21,80.63,267.34,983.11,245.05,20,1970.66,7.44,19.33,29.1,23.3,50.73,12.02,23,15.71,3.3,1.45,6.21,0.35,0.71,5.94,1.43,4.57,0.89,3.7,3.23,0.45,1.88,1.34,HAUL-002
