data,id_equipamento,tipo_ordem,custo_outros,custo_pecas,custo_insumos,custo_total
2023-04-01,HAUL-0082,YPM,10981.66,1587.98,0,12569.64
2023-04-01,HAUL-0082,YRR,15708.98,0,0,15708.98
2023-04-01,HAUL-0083,YCM,4832.1,0,0,4832.1
2023-04-01,HAUL-0083,YCO,294263.23,0,0,294263.23
2023-04-01,HAUL-0083,YPM,18121.84,4049.23,0,22171.07
2023-04-01,HAUL-0083,YRR,51604.89,0,0,51604.89
2023-04-01,HAUL-0084,YCM,92558.54,0,0,92558.54
2023-04-01,HAUL-0084,YCO,29473.17,0,0,29473.17
2023-04-01,HAUL-0084,YEM,606.95,0,0,606.95
2023-04-01,HAUL-0084,YIM,468.26,0,0,468.26
2023-04-01,HAUL-0084,YPM,15523.96,1576.65,0,17100.61
2023-04-01,HAUL-0084,YRR,16050.44,0,0,16050.44
2023-04-01,HAUL-0085,YCM,62607.41,0,0,62607.41
2023-04-01,HAUL-0085,YCO,29276.36,0,0,29276.36
2023-04-01,HAUL-0085,YEM,11061.36,0,0,11061.36
2023-04-01,HAUL-0085,YPM,12272.57,1605.56,0,13878.13
2023-04-01,HAUL-0085,YRR,931.04,0,0,931.04
2023-04-01,HAUL-0086,YCM,34818.2,0,0,34818.2
2023-04-01,HAUL-0086,YCO,31266.77,0,0,31266.77
2023-04-01,HAUL-0086,YEM,4203.12,0,0,4203.12
2023-04-01,HAUL-0086,YIM,2166.24,0,0,2166.24
2023-04-01,HAUL-0086,YPM,45254.5,3140.37,0,48394.87
2023-04-01,HAUL-0086,YRR,29439.83,0,0,29439.83
2023-04-01,HAUL-0086,YSS,567.6,0,0,567.6
2023-04-01,HAUL-0087,YCM,55919.35,0,0,55919.35
2023-04-01,HAUL-0087,YCO,56311.79,0,0,56311.79
2023-04-01,HAUL-0087,YEM,2313.39,0,0,2313.39
2023-04-01,HAUL-0087,YIM,2311.32,0,0,2311.32
2023-04-01,HAUL-0087,YPM,46120.47,3072.02,0,49192.49
2023-04-01,HAUL-0087,YRR,57276.28,0,0,57276.28
2023-04-01,HAUL-0088,YCM,12758.57,0,0,12758.57
2023-04-01,HAUL-0088,YEM,26885.48,0,0,26885.48
2023-04-01,HAUL-0088,YIM,2349.27,0,0,2349.27
2023-04-01,HAUL-0088,YPM,12734.81,1519.1,0,14253.91
2023-04-01,HAUL-0088,YRR,284942.89,0,0,284942.89
2023-04-01,HAUL-0089,YCM,23472.14,0,0,23472.14
2023-04-01,HAUL-0089,YCO,27521.94,0,0,27521.94
2023-04-01,HAUL-0089,YEM,4131.02,0,0,4131.02
2023-04-01,HAUL-0089,YIM,2323.09,0,0,2323.09
2023-04-01,HAUL-0089,YPM,16019.77,3428.81,0,19448.58
2023-04-01,HAUL-0089,YRR,362992.65,0,0,362992.65
2023-04-01,HAUL-0090,YCM,144520.17,0,0,144520.17
2023-04-01,HAUL-0090,YCO,254619.34,0,0,254619.34
2023-04-01,HAUL-0090,YEM,4195.07,0,0,4195.07
2023-04-01,HAUL-0090,YIM,2233.31,0,0,2233.31
2023-04-01,HAUL-0090,YPM,10982.84,2845.23,0,13828.07
2023-04-01,HAUL-0090,YRR,102304.57,0,0,102304.57
2023-04-01,HAUL-0091,YCM,52614.29,0,0,52614.29
2023-04-01,HAUL-0091,YEM,44993.95,0,0,44993.95
2023-04-01,HAUL-0091,YIM,451.61,0,0,451.61
2023-04-01,HAUL-0091,YPM,14060.58,1518.32,0,15578.9
2023-04-01,HAUL-0091,YRR,45762.05,0,0,45762.05
2023-04-01,HAUL-0092,YCM,108541.88,0,0,108541.88
2023-04-01,HAUL-0092,YEM,2670,0,0,2670
2023-04-01,HAUL-0092,YIM,445.81,0,0,445.81
2023-04-01,HAUL-0092,YPM,10700.9,1532.21,0,12233.11
2023-04-01,HAUL-0093,YCM,77273.81,0,0,77273.81
2023-04-01,HAUL-0093,YCO,31148.02,0,0,31148.02
2023-04-01,HAUL-0093,YEM,196273.86,0,0,196273.86
2023-04-01,HAUL-0093,YIM,448.96,0,0,448.96
2023-04-01,HAUL-0093,YPM,16161.54,3152.33,0,19313.870000000003
2023-04-01,HAUL-0093,YRR,386690.78,0,0,386690.78
2023-04-01,HAUL-0094,YCM,136344.14,0,0,136344.14
2023-04-01,HAUL-0094,YCO,9428.37,0,0,9428.37
2023-04-01,HAUL-0094,YEM,99410.99,0,0,99410.99
2023-04-01,HAUL-0094,YIM,439.4,0,0,439.4
2023-04-01,HAUL-0094,YPM,158024.38,3360.29,0,161384.67
2023-04-01,HAUL-0094,YRR,77005.17,0,0,77005.17
2023-04-01,HAUL-0095,YCM,54427.43,0,0,54427.43
2023-04-01,HAUL-0095,YCO,205860.07,0,0,205860.07
2023-04-01,HAUL-0095,YEM,377.22,0,0,377.22
2023-04-01,HAUL-0095,YIM,463.18,0,0,463.18
2023-04-01,HAUL-0095,YPM,15295.93,3430.57,0,18726.5
2023-04-01,HAUL-0095,YRR,38592.44,0,0,38592.44
2023-04-01,HAUL-0095,YSS,39.09,0,0,39.09
2023-04-01,HAUL-0096,YCM,62496.93,2440.57,0,64937.5
2023-04-01,HAUL-0096,YCO,11398.32,0,0,11398.32
2023-04-01,HAUL-0096,YEM,1992.71,0,0,1992.71
2023-04-01,HAUL-0096,YIM,463.9,0,0,463.9
2023-04-01,HAUL-0096,YPM,12748.62,1512,0,14260.62
2023-04-01,HAUL-0096,YRR,48808.34,0,0,48808.34
2023-04-01,HAUL-0097,YCM,108064.18,0,0,108064.18
2023-04-01,HAUL-0097,YEM,807.95,0,0,807.95
2023-04-01,HAUL-0097,YIM,429.08,0,0,429.08
2023-04-01,HAUL-0097,YPM,11848.97,1514.86,0,13363.83
2023-04-01,HAUL-0098,YCM,29815.41,2461.12,0,32276.53
2023-04-01,HAUL-0098,YCO,116369.48,0,0,116369.48
2023-04-01,HAUL-0098,YEM,7721.34,0,0,7721.34
2023-04-01,HAUL-0098,YIM,445.81,0,0,445.81
2023-04-01,HAUL-0098,YPM,13950.08,3438.39,0,17388.47
2023-04-01,HAUL-0098,YRR,135352.8,0,0,135352.8
2023-04-01,HAUL-0099,YCM,93734.73,1030.81,0,94765.54
2023-04-01,HAUL-0099,YCO,1106.42,0,0,1106.42
2023-04-01,HAUL-0099,YEM,12592.41,0,0,12592.41
2023-04-01,HAUL-0099,YIM,454.91,0,0,454.91
2023-04-01,HAUL-0099,YPM,15125.22,3057.62,0,18182.84
2023-04-01,HAUL-0099,YRR,644388.29,0,0,644388.29
2023-04-01,HAUL-0100,YCM,35994.23,0,0,35994.23
2023-04-01,HAUL-0100,YEM,3251.05,0,0,3251.05
2023-04-01,HAUL-0100,YIM,431.49,0,0,431.49
2023-04-01,HAUL-0100,YPM,16779.74,1466.88,0,18246.620000000003
2023-04-01,HAUL-0100,YRR,60262.61,0,0,60262.61
2023-04-01,HAUL-0101,YCM,112459.21,0,0,112459.21
2023-04-01,HAUL-0101,YCO,63755.27,0,0,63755.27
2023-04-01,HAUL-0101,YEM,26335.08,0,0,26335.08
2023-04-01,HAUL-0101,YIM,461.77,0,0,461.77
2023-04-01,HAUL-0101,YPM,22173.37,3786.86,0,25960.23
2023-04-01,HAUL-0101,YRR,248266.35,0,0,248266.35
2023-04-01,HAUL-0102,YCM,142689.16,0,0,142689.16
2023-04-01,HAUL-0102,YCO,2583.86,0,0,2583.86
2023-04-01,HAUL-0102,YEM,59766.33,0,0,59766.33
2023-04-01,HAUL-0102,YIM,443.73,0,0,443.73
2023-04-01,HAUL-0102,YPM,21106.76,3314.2,0,24420.96
2023-04-01,HAUL-0104,YCM,14927.59,0,0,14927.59
2023-04-01,HAUL-0104,YEM,4400.54,0,0,4400.54
2023-04-01,HAUL-0104,YPM,9877,678,0,10555
2023-04-01,HAUL-0105,YCO,89422.43,0,0,89422.43
2023-04-01,HAUL-0105,YEM,11881.36,0,0,11881.36
2023-04-01,HAUL-0105,YPM,17699.81,645.91,0,18345.72
2023-04-01,HAUL-0106,YCO,126817.6,0,0,126817.6
2023-04-01,HAUL-0106,YPM,14188.3,0,0,14188.3
2023-04-01,HAUL-0107,YEM,799.11,0,0,799.11
2023-04-01,HAUL-0108,YEM,5943.19,0,0,5943.19
2023-04-01,HAUL-0109,YCO,123878.55,0,0,123878.55
2023-04-01,HAUL-0110,YEM,2887.3,0,0,2887.3
2023-04-01,HAUL-0110,YRR,93599.71,0,0,93599.71
2023-04-01,HAUL-0111,YCM,5024.44,0,0,5024.44
2023-04-01,HAUL-0113,YCM,21298.41,1526.25,0,22824.66
2023-04-01,HAUL-0113,YEM,395.68,0,0,395.68
2023-04-01,HAUL-0113,YPM,19451.52,0,0,19451.52
2023-04-01,HAUL-0114,YCM,98891.1,3742.81,0,102633.91
2023-04-01,HAUL-0114,YEM,4769.03,0,0,4769.03
2023-04-01,HAUL-0114,YPM,24520.48,0,0,24520.48
2023-04-01,HAUL-0115,YCM,34173.25,1503.19,0,35676.44
2023-04-01,HAUL-0115,YCO,15981.36,0,0,15981.36
2023-04-01,HAUL-0115,YEM,2411.73,0,0,2411.73
2023-04-01,HAUL-0115,YPM,22280.67,0,0,22280.67
2023-04-01,HAUL-0116,YCM,15979.47,1428.67,0,17408.14
2023-04-01,HAUL-0116,YCO,7119.47,0,0,7119.47
2023-04-01,HAUL-0116,YEM,15699,0,0,15699
2023-04-01,HAUL-0116,YPM,11005.88,401.62,0,11407.5
2023-04-01,HAUL-0117,YCM,21578.27,1532.1,0,23110.37
2023-04-01,HAUL-0117,YEM,984.33,0,0,984.33
2023-04-01,HAUL-0117,YPM,28980.08,384.63,0,29364.710000000003
2023-04-01,HAUL-0118,YCM,11276.58,0,0,11276.58
2023-04-01,HAUL-0118,YEM,907.28,0,0,907.28
2023-04-01,HAUL-0118,YPM,12127.39,417.92,0,12545.31
2023-05-01,HAUL-0001,YCM,18503.08,0,0,18503.08
2023-05-01,HAUL-0001,YEM,12396.5,0,0,12396.5
2023-05-01,HAUL-0001,YPM,7738.45,417.01,0,8155.46
2023-05-01,HAUL-0002,YCM,12281.32,0,0,12281.32
2023-05-01,HAUL-0002,YEM,1422.52,0,0,1422.52
2023-05-01,HAUL-0002,YPM,25220.9,2038.44,0,27259.34
2023-05-01,HAUL-0003,YEM,90.44,0,0,90.44
2023-05-01,HAUL-0004,YCM,20405.31,0,0,20405.31
2023-05-01,HAUL-0004,YPM,6036.57,1352.24,0,7388.8099999999995
2023-05-01,HAUL-0004,YRR,20577.35,0,0,20577.35
2023-05-01,HAUL-0005,YCM,64756.38,454.8,0,65211.18
2023-05-01,HAUL-0005,YCO,13733.44,0,0,13733.44
2023-05-01,HAUL-0005,YEM,69060.14,0,0,69060.14
2023-05-01,HAUL-0005,YPM,26348.2,2008.66,0,28356.86
2023-05-01,HAUL-0005,YRR,95623.73,0,0,95623.73
2023-05-01,HAUL-0006,YCM,140171.38,0,0,140171.38
2023-05-01,HAUL-0006,YEM,65283.4,0,0,65283.4
2023-05-01,HAUL-0006,YIM,20346.94,0,0,20346.94
2023-05-01,HAUL-0006,YPM,7580.07,431.67,0,8011.74
2023-05-01,HAUL-0006,YRR,6980.01,0,0,6980.01
2023-05-01,HAUL-0007,YCM,67638.83,0,0,67638.83
2023-05-01,HAUL-0007,YPM,5936.58,97.32,0,6033.9
2023-05-01,HAUL-0007,YRR,116486,0,0,116486
2023-05-01,HAUL-0008,YCM,116053.24,0,0,116053.24
2023-05-01,HAUL-0008,YCO,70.46,0,0,70.46
2023-05-01,HAUL-0008,YEM,34336.36,0,0,34336.36
2023-05-01,HAUL-0008,YPM,7511.28,412.84,0,7924.12
2023-05-01,HAUL-0008,YRR,131092.63,0,0,131092.63
2023-05-01,HAUL-0010,YCM,15305.34,0,0,15305.34
2023-05-01,HAUL-0010,YEM,184.21,0,0,184.21
2023-05-01,HAUL-0010,YPM,58166.28,3764.44,0,61930.72
2023-05-01,HAUL-0010,YRR,40464.28,0,0,40464.28
2023-05-01,HAUL-0011,YRR,508.83,0,0,508.83
2023-05-01,HAUL-0012,YCM,90273.55,120.88,0,90394.43000000001
2023-05-01,HAUL-0012,YEM,8728.68,0,0,8728.68
2023-05-01,HAUL-0012,YPM,8094.55,436.2,0,8530.75
2023-05-01,HAUL-0012,YRR,9551.97,0,0,9551.97
2023-05-01,HAUL-0013,YCM,10951.23,0,0,10951.23
2023-05-01,HAUL-0013,YEM,1984.89,0,0,1984.89
2023-05-01,HAUL-0013,YPM,7952.39,177.21,0,8129.6
2023-05-01,HAUL-0013,YRR,38495.63,0,0,38495.63
2023-05-01,HAUL-0014,YCM,13690.68,0,0,13690.68
2023-05-01,HAUL-0014,YEM,868.93,0,0,868.93
2023-05-01,HAUL-0014,YPM,31495.55,2136.41,0,33631.96
2023-05-01,HAUL-0014,YRR,565090.71,0,0,565090.71
2023-05-01,HAUL-0015,YCM,8015.41,0,0,8015.41
2023-05-01,HAUL-0015,YCO,16446.24,0,0,16446.24
2023-05-01,HAUL-0015,YEM,6146.09,0,0,6146.09
2023-05-01,HAUL-0015,YPM,24875.07,1433.13,0,26308.2
2023-05-01,HAUL-0016,YCM,3835.82,0,0,3835.82
2023-05-01,HAUL-0016,YEM,1945.27,0,0,1945.27
2023-05-01,HAUL-0016,YPM,17035.81,1372.82,0,18408.63
2023-05-01,HAUL-0016,YRR,6308.24,0,0,6308.24
2023-05-01,HAUL-0017,YCM,8516.29,985.19,0,9501.480000000001
2023-05-01,HAUL-0017,YEM,523.34,0,0,523.34
2023-05-01,HAUL-0017,YPM,8114.27,441.84,0,8556.11
2023-05-01,HAUL-0018,YCM,57156.95,0,0,57156.95
2023-05-01,HAUL-0018,YEM,71219.43,0,0,71219.43
2023-05-01,HAUL-0018,YPM,7056.94,426.35,0,7483.29
2023-05-01,HAUL-0018,YRR,48767.42,0,0,48767.42
2023-05-01,HAUL-0020,YCM,13131.16,0,0,13131.16
2023-05-01,HAUL-0020,YEM,1873.28,0,0,1873.28
2023-05-01,HAUL-0020,YPM,136718.94,2575.61,0,139294.55
2023-05-01,HAUL-0020,YRR,1895.2,0,0,1895.2
2023-05-01,HAUL-0021,YCM,18467.57,0,0,18467.57
2023-05-01,HAUL-0021,YEM,634.88,0,0,634.88
2023-05-01,HAUL-0021,YIM,23418.43,0,0,23418.43
2023-05-01,HAUL-0021,YPM,8993.92,1443.49,0,10437.41
2023-05-01,HAUL-0021,YRR,20012.28,0,0,20012.28
2023-05-01,HAUL-0022,YCM,17039.75,0,0,17039.75
2023-05-01,HAUL-0022,YEM,15352.45,0,0,15352.45
2023-05-01,HAUL-0022,YPM,3594.11,98.26,0,3692.3700000000003
2023-05-01,HAUL-0023,YCM,20969.57,0,0,20969.57
2023-05-01,HAUL-0023,YEM,62820.35,0,0,62820.35
2023-05-01,HAUL-0023,YPM,24023.86,1320.23,0,25344.09
2023-05-01,HAUL-0023,YRR,40903.11,0,0,40903.11
2023-05-01,HAUL-0024,YCM,58213.03,0,0,58213.03
2023-05-01,HAUL-0024,YIM,19757.71,0,0,19757.71
2023-05-01,HAUL-0024,YPM,21997.3,1436.72,0,23434.02
2023-05-01,HAUL-0025,YCM,85236.97,0,0,85236.97
2023-05-01,HAUL-0025,YEM,4218.55,0,0,4218.55
2023-05-01,HAUL-0025,YPM,6003.83,98.76,0,6102.59
2023-05-01,HAUL-0025,YRR,235061.39,0,0,235061.39
2023-05-01,HAUL-0026,YCM,7608.29,0,0,7608.29
2023-05-01,HAUL-0026,YEM,30190.96,0,0,30190.96
2023-05-01,HAUL-0026,YPM,23054.17,1720.03,0,24774.199999999997
2023-05-01,HAUL-0027,YRR,3263.8,0,0,3263.8
2023-05-01,HAUL-0029,YCM,86934.29,0,0,86934.29
2023-05-01,HAUL-0029,YEM,31938.2,0,0,31938.2
2023-05-01,HAUL-0029,YPM,7433.94,407.39,0,7841.33
2023-05-01,HAUL-0029,YRR,14245.8,0,0,14245.8
2023-05-01,HAUL-0030,YCM,11711.44,0,0,11711.44
2023-05-01,HAUL-0030,YEM,17910.68,0,0,17910.68
2023-05-01,HAUL-0030,YPM,24721.41,2090.42,0,26811.83
2023-05-01,HAUL-0030,YRR,7872.61,0,0,7872.61
2023-05-01,HAUL-0031,YCM,7997.4,0,0,7997.4
2023-05-01,HAUL-0031,YCO,4820.48,0,0,4820.48
2023-05-01,HAUL-0031,YEM,356.31,0,0,356.31
2023-05-01,HAUL-0031,YPM,24092.87,1774.82,0,25867.69
2023-05-01,HAUL-0032,YCM,48013.55,0,0,48013.55
2023-05-01,HAUL-0032,YEM,5243.39,0,0,5243.39
2023-05-01,HAUL-0032,YPM,16225.65,0,0,16225.65
2023-05-01,HAUL-0033,YCM,175791.64,0,0,175791.64
2023-05-01,HAUL-0033,YEM,5469.94,0,0,5469.94
2023-05-01,HAUL-0033,YPM,13858.12,0,0,13858.12
2023-05-01,HAUL-0034,YCM,66031.1,0,0,66031.1
2023-05-01,HAUL-0034,YEM,364.58,0,0,364.58
2023-05-01,HAUL-0034,YPM,88125.14,0,0,88125.14
2023-05-01,HAUL-0034,YRR,253853.55,0,0,253853.55
2023-05-01,HAUL-0035,YCM,48257.99,0,0,48257.99
2023-05-01,HAUL-0035,YPM,151536.51,0,0,151536.51
2023-05-01,HAUL-0036,YCM,11751.88,0,0,11751.88
2023-05-01,HAUL-0036,YCO,54162.63,0,0,54162.63
2023-05-01,HAUL-0036,YIM,28811.59,0,0,28811.59
2023-05-01,HAUL-0036,YPM,106781.31,758.25,0,107539.56
2023-05-01,HAUL-0037,YCM,78866.31,0,0,78866.31
2023-05-01,HAUL-0037,YPM,56638.76,0,0,56638.76
2023-05-01,HAUL-0037,YRR,57303.8,0,0,57303.8
2023-05-01,HAUL-0038,YCM,39158.76,0,0,39158.76
2023-05-01,HAUL-0038,YCO,3110.38,0,0,3110.38
2023-05-01,HAUL-0038,YPM,57123.69,0,0,57123.69
2023-05-01,HAUL-0039,YCM,324513.85,0,0,324513.85
2023-05-01,HAUL-0039,YCO,430441.62,0,0,430441.62
2023-05-01,HAUL-0039,YEM,157063.49,0,0,157063.49
2023-05-01,HAUL-0039,YIM,28141.38,0,0,28141.38
2023-05-01,HAUL-0039,YPM,29176.13,0,0,29176.13
2023-05-01,HAUL-0039,YRR,424160.35,0,0,424160.35
2023-05-01,HAUL-0040,YCM,117281.61,0,0,117281.61
2023-05-01,HAUL-0040,YCO,12618.51,0,0,12618.51
2023-05-01,HAUL-0040,YPM,14658.14,0,0,14658.14
2023-05-01,HAUL-0040,YRR,48986.47,0,0,48986.47
2023-05-01,HAUL-0041,YCM,8482.61,0,0,8482.61
2023-05-01,HAUL-0041,YCO,50187.77,0,0,50187.77
2023-05-01,HAUL-0041,YEM,15000.51,0,0,15000.51
2023-05-01,HAUL-0041,YPM,31128.58,0,0,31128.58
2023-05-01,HAUL-0041,YRR,27010.22,0,0,27010.22
2023-05-01,HAUL-0042,YCM,37785.12,0,0,37785.12
2023-05-01,HAUL-0042,YCO,10717.67,0,0,10717.67
2023-05-01,HAUL-0042,YIM,31526.99,0,0,31526.99
2023-05-01,HAUL-0042,YPM,17419.39,0,0,17419.39
2023-05-01,HAUL-0043,YCM,64020.13,0,0,64020.13
2023-05-01,HAUL-0043,YPM,27298.99,0,0,27298.99
2023-05-01,HAUL-0044,YCM,2546.44,0,0,2546.44
2023-05-01,HAUL-0044,YCO,35960.58,0,0,35960.58
2023-05-01,HAUL-0044,YPM,37052.05,0,0,37052.05
2023-05-01,HAUL-0044,YRR,50517.06,0,0,50517.06
2023-05-01,HAUL-0045,YCM,15892.54,0,0,15892.54
2023-05-01,HAUL-0045,YPM,22667.34,0,0,22667.34
2023-05-01,HAUL-0045,YRR,20549.73,0,0,20549.73
2023-05-01,HAUL-0046,YCM,5976.98,0,0,5976.98
2023-05-01,HAUL-0046,YPM,16639.95,0,0,16639.95
2023-05-01,HAUL-0046,YRR,14592.73,0,0,14592.73
2023-05-01,HAUL-0047,YCM,4281.6,0,0,4281.6
2023-05-01,HAUL-0047,YPM,20859.76,0,0,20859.76
2023-05-01,HAUL-0048,YCM,71414.03,0,0,71414.03
2023-05-01,HAUL-0048,YPM,60831.05,0,0,60831.05
2023-05-01,HAUL-0048,YRR,552502.77,0,0,552502.77
2023-05-01,HAUL-0049,YCM,29386.19,0,0,29386.19
2023-05-01,HAUL-0050,YCM,12084.28,0,0,12084.28
2023-05-01,HAUL-0050,YIM,32189.12,0,0,32189.12
2023-05-01,HAUL-0050,YPM,16371.31,0,0,16371.31
2023-05-01,HAUL-0051,YPM,16723.33,0,0,16723.33
2023-05-01,HAUL-0052,YCM,4216.23,0,0,4216.23
2023-05-01,HAUL-0052,YEM,438817.6,0,0,438817.6
2023-05-01,HAUL-0052,YPM,13633.21,0,0,13633.21
2023-05-01,HAUL-0053,YCM,42039.6,0,0,42039.6
2023-05-01,HAUL-0053,YEM,14723.34,0,0,14723.34
2023-05-01,HAUL-0053,YIM,41554.29,0,0,41554.29
2023-05-01,HAUL-0053,YPM,13682.13,0,0,13682.13
2023-05-01,HAUL-0054,YCM,4700.5,0,0,4700.5
2023-05-01,HAUL-0054,YPM,30144.26,0,0,30144.26
2023-05-01,HAUL-0055,YCM,16018.94,0,0,16018.94
2023-05-01,HAUL-0055,YPM,66475.95,0,0,66475.95
2023-05-01,HAUL-0056,YCM,8461.67,0,0,8461.67
2023-05-01,HAUL-0056,YPM,54491.78,0,0,54491.78
2023-05-01,HAUL-0057,YPM,19746.66,0,0,19746.66
2023-05-01,HAUL-0058,YCM,17644.7,0,0,17644.7
2023-05-01,HAUL-0058,YEM,2619.91,0,0,2619.91
2023-05-01,HAUL-0058,YPM,33063.22,0,0,33063.22
2023-05-01,HAUL-0059,YCM,2100.07,0,0,2100.07
2023-05-01,HAUL-0059,YPM,17005.22,0,0,17005.22
2023-05-01,HAUL-0060,YCM,11.53,0,0,11.53
2023-05-01,HAUL-0060,YPM,20765.02,0,0,20765.02
2023-05-01,HAUL-0061,YCM,163996.69,0,0,163996.69
2023-05-01,HAUL-0061,YEM,208289.03,0,0,208289.03
2023-05-01,HAUL-0061,YPM,11909.24,0,0,11909.24
2023-05-01,HAUL-0061,YRR,55404.99,0,0,55404.99
2023-05-01,HAUL-0062,YCM,134297.65,2612.47,0,136910.12
2023-05-01,HAUL-0062,YPM,11921.37,0,0,11921.37
2023-05-01,HAUL-0062,YRR,138956.92,0,0,138956.92
2023-05-01,HAUL-0063,YCM,20127.25,0,0,20127.25
2023-05-01,HAUL-0063,YPM,31548.7,1622.88,0,33171.58
2023-05-01,HAUL-0063,YRR,381352.22,0,0,381352.22
2023-05-01,HAUL-0064,YCM,132049.14,0,0,132049.14
2023-05-01,HAUL-0064,YPM,29362.52,1631.73,0,30994.25
2023-05-01,HAUL-0064,YRR,21631.82,0,0,21631.82
2023-05-01,HAUL-0065,YCM,27661.74,6804.12,0,34465.86
2023-05-01,HAUL-0065,YPM,7777.56,0,0,7777.56
2023-05-01,HAUL-0065,YRR,139815.84,0,0,139815.84
2023-05-01,HAUL-0066,YCM,68978.3,0,0,68978.3
2023-05-01,HAUL-0066,YEM,2511.51,0,0,2511.51
2023-05-01,HAUL-0066,YPM,12911.07,0,0,12911.07
2023-05-01,HAUL-0066,YRR,131961.82,0,12914.86,144876.68
2023-05-01,HAUL-0066,YSS,31129.95,0,0,31129.95
2023-05-01,HAUL-0068,YCM,48898.25,0,0,48898.25
2023-05-01,HAUL-0068,YEM,138261.82,0,0,138261.82
2023-05-01,HAUL-0068,YPM,395159.24,0,0,395159.24
2023-05-01,HAUL-0068,YRR,59282.59,0,0,59282.59
2023-05-01,HAUL-0069,YCM,61823.47,0,0,61823.47
2023-05-01,HAUL-0069,YCO,8983.44,0,0,8983.44
2023-05-01,HAUL-0069,YEM,37028.21,0,0,37028.21
2023-05-01,HAUL-0069,YPM,251195.05,0,0,251195.05
2023-05-01,HAUL-0069,YRR,244499.55,0,0,244499.55
2023-05-01,HAUL-0070,YCM,42893.21,7465.2,0,50358.409999999996
2023-05-01,HAUL-0070,YPM,10703.42,0,0,10703.42
2023-05-01,HAUL-0070,YRR,71215.97,0,0,71215.97
2023-05-01,HAUL-0071,YCM,77837.02,0,0,77837.02
2023-05-01,HAUL-0071,YPM,8547.43,0,0,8547.43
2023-05-01,HAUL-0071,YRR,192614.93,0,0,192614.93
2023-05-01,HAUL-0072,YCM,111517.46,0,0,111517.46
2023-05-01,HAUL-0072,YEM,64259.12,0,0,64259.12
2023-05-01,HAUL-0072,YPM,168775.21,0,0,168775.21
2023-05-01,HAUL-0072,YRR,250354.95,0,0,250354.95
2023-05-01,HAUL-0073,YCM,81574.39,9947.54,0,91521.93
2023-05-01,HAUL-0073,YPM,12016.03,0,0,12016.03
2023-05-01,HAUL-0073,YRR,20817.43,0,0,20817.43
2023-05-01,HAUL-0074,YCM,94824.45,0,0,94824.45
2023-05-01,HAUL-0074,YPM,76168.99,0,0,76168.99
2023-05-01,HAUL-0074,YRR,9562.37,0,0,9562.37
2023-05-01,HAUL-0075,YCM,69275.67,0,0,69275.67
2023-05-01,HAUL-0075,YEM,180835.67,0,0,180835.67
2023-05-01,HAUL-0075,YPM,28115.59,1540.49,0,29656.08
2023-05-01,HAUL-0075,YRR,230469.28,0,0,230469.28
2023-05-01,HAUL-0076,YCM,134290.73,0,0,134290.73
2023-05-01,HAUL-0076,YCO,1.49,0,0,1.49
2023-05-01,HAUL-0076,YPM,17276.25,1554.59,0,18830.84
2023-05-01,HAUL-0076,YRR,162270.58,0,0,162270.58
2023-05-01,HAUL-0076,YSS,45917.44,0,0,45917.44
2023-05-01,HAUL-0077,YCM,193573.26,0,0,193573.26
2023-05-01,HAUL-0077,YCO,123893.71,0,0,123893.71
2023-05-01,HAUL-0077,YEM,9613.67,0,0,9613.67
2023-05-01,HAUL-0077,YIM,1481.04,0,0,1481.04
2023-05-01,HAUL-0077,YPM,12939.09,0,0,12939.09
2023-05-01,HAUL-0077,YRR,117746.53,0,0,117746.53
2023-05-01,HAUL-0078,YCM,136714.9,0,0,136714.9
2023-05-01,HAUL-0078,YCO,152690.48,0,0,152690.48
2023-05-01,HAUL-0078,YEM,54726.19,0,0,54726.19
2023-05-01,HAUL-0078,YIM,165.4,0,0,165.4
2023-05-01,HAUL-0078,YPM,14841.24,1548.65,0,16389.89
2023-05-01,HAUL-0078,YRR,52146.21,0,0,52146.21
2023-05-01,HAUL-0079,YCM,92733.81,8397.89,0,101131.7
2023-05-01,HAUL-0079,YCO,2633.64,0,0,2633.64
2023-05-01,HAUL-0079,YEM,3588.93,0,0,3588.93
2023-05-01,HAUL-0079,YIM,169.93,0,0,169.93
2023-05-01,HAUL-0079,YPM,44007.46,4163.51,0,48170.97
2023-05-01,HAUL-0079,YRR,527105.32,0,0,527105.32
2023-05-01,HAUL-0080,YCM,83820.39,0,0,83820.39
2023-05-01,HAUL-0080,YCO,528.5,0,0,528.5
2023-05-01,HAUL-0080,YEM,25244.46,0,0,25244.46
2023-05-01,HAUL-0080,YIM,417.11,0,0,417.11
2023-05-01,HAUL-0080,YPM,10937.74,0,0,10937.74
2023-05-01,HAUL-0080,YRR,218403.22,0,0,218403.22
2023-05-01,HAUL-0081,YCM,134086.54,0,0,134086.54
2023-05-01,HAUL-0081,YCO,51209.69,0,0,51209.69
2023-05-01,HAUL-0081,YEM,2926.01,0,0,2926.01
2023-05-01,HAUL-0081,YIM,542.81,0,0,542.81
2023-05-01,HAUL-0081,YPM,4947.78,910.43,0,5858.21
2023-05-01,HAUL-0081,YRR,36083.59,0,0,36083.59
2023-05-01,HAUL-0082,YCM,97538.46,1960.65,0,99499.11
2023-05-01,HAUL-0082,YCO,4451.23,0,0,4451.23
2023-05-01,HAUL-0082,YEM,8535.7,0,0,8535.7
