data,turno,periodo_climatico,DF,UF,produtividade_ht,massa_carregada,carga_media,num_ciclos,tmc,tempo_manobra,HC,HM,HD,HO,HT,HTP,HTNP,HEF,HAO,id_equipamento
2019-07-06,4,Seco,63.01,73.93,2442.48,6775.87,81.83,83,3.05,1.02,5.99,2.23,3.77,1,2.75,1.6,1.17,0.75,0.84,ESC-01
2019-07-07,1,Seco,33.13,89.45,2571.46,4611.89,83.05,56,3.23,1.66,5.95,4.02,2,0.2,1.8,1.67,0.13,1.52,0.14,ESC-01
2019-07-07,2,Seco,33.18,85.86,2809.92,4827.52,82.95,58,2.95,1.44,6.01,3.97,2,0.28,1.72,1.72,0,1.72,0,ESC-01
2019-07-07,3,Seco,45.63,81.28,2271.59,4977.46,82.83,60,3.17,1,6.04,3.31,2.72,0.52,2.18,1.01,1.18,-0.17,1.18,ESC-01
2019-07-07,4,Seco,66.94,90.9,2934.33,10655.27,83.75,126,3.03,1.2,6.04,2.03,3.98,0.39,3.57,3.09,0.5,2.84,0.24,ESC-01
2019-07-08,1,Seco,66.25,92.06,2355.32,8867.27,82.21,107,3.51,1.22,5.94,1.99,4,0.29,3.69,3.19,0.51,2.92,0.29,ESC-01
2019-07-08,2,Seco,53.52,78.36,2170.15,5379.96,82.32,66,3.22,1.16,6.03,2.82,3.18,0.69,2.48,1.7,0.79,0.99,0.72,ESC-01
2019-07-08,3,Seco,67.08,91.84,2104.43,7815.43,81.72,95,4.03,1.22,6.04,1.99,4,0.32,3.65,2.38,1.3,1.55,0.82,ESC-01
2019-07-08,4,Seco,67.25,61,3324.08,7942.38,80.33,99,2.75,1.32,6.02,2,4,1.58,2.44,2.42,0,2.4,0,ESC-01
2019-07-09,1,Seco,66.35,43.11,2787.61,4888.31,81.21,60,3.17,1.25,6.05,2.02,4,2.26,1.72,1.52,0.22,1.3,0.22,ESC-01
2019-07-09,2,Seco,59.59,59.11,2029.19,4353.52,81.38,53,4.01,1.35,6,2.44,3.58,1.47,2.1,1.96,0.15,1.78,0.17,ESC-01
2019-07-09,3,Seco,67.06,69.08,1996.48,5546.13,81.6,68,3.2,1.3,6.06,2,4,1.21,2.82,1.23,1.55,-0.14,1.37,ESC-01
2019-07-09,4,Seco,66.18,44.99,2756.53,4940.33,80.56,61,3,1.15,6.03,1.98,4,2.22,1.79,1.61,0.17,1.45,0.17,ESC-01
2019-07-10,1,Seco,67.24,44.59,2263.22,4041.67,80.93,50,3.72,1.12,6.04,2.01,4,2.2,1.79,1.14,0.66,0.34,0.8,ESC-01
2019-07-10,2,Seco,66.2,46.45,1977.77,3648.69,83.54,44,4.63,1.08,5.95,1.98,4,2.12,1.88,1.14,0.74,0.13,1.01,ESC-01
2019-07-10,3,Seco,64.33,24.94,2463.43,2386.96,80.01,30,3.77,1.21,5.99,2.16,3.85,2.89,0.97,0.96,0,0.97,0,ESC-01
2019-07-10,4,Seco,66.4,45.91,2111.37,3804.76,83.16,46,3.46,1.23,6.03,2.02,4,2.18,1.82,1.54,0.28,1.19,0.36,ESC-01
2019-07-11,1,Seco,66.02,45.66,2435.67,4410.79,83.3,53,3.72,1.06,5.94,2.01,4,2.17,1.84,1.76,0.07,1.69,0.08,ESC-01
2019-07-11,2,Seco,66.93,25.7,1336.55,1384.76,80.91,17,5.71,1.36,5.96,2,4,2.97,1.02,0.31,0.72,-2.23,2.53,ESC-01
2019-07-11,3,Seco,67.1,40.7,2373.05,3931.63,87.05,45,2.75,1,6.02,2,4,2.36,1.66,0.73,0.91,-0.48,1.22,ESC-01
2019-07-11,4,Seco,58.41,17.05,2508.36,1491.54,82.9,18,3.21,0.92,5.98,2.53,3.49,2.9,0.59,0.38,0.22,-0.35,0.73,ESC-01
2019-07-12,1,Seco,66.42,45.27,2404.7,4405.06,82.45,53,3.2,1.52,5.96,2.02,4,2.19,1.82,1.79,0.02,1.76,0.02,ESC-01
2019-07-12,2,Seco,66.14,46.77,2895.59,5392.96,83.41,65,3.35,1.17,5.96,2,4,2.14,1.86,1.77,0.09,1.69,0.08,ESC-01
2019-07-12,3,Seco,66.77,42.98,3234.66,5614.01,80.67,69,3.09,1.16,6.03,1.98,4,2.29,1.72,1.55,0.15,1.41,0.13,ESC-01
2019-07-12,4,Seco,66.69,42.16,3118.08,5183.45,81.41,64,2.65,1.08,5.98,2.01,4,2.32,1.69,1.4,0.28,1.13,0.26,ESC-01
2019-07-13,1,Seco,66.17,44.63,2984.08,5251.81,81.06,65,2.69,1.3,6.03,2,4,2.22,1.77,1.42,0.36,1.09,0.33,ESC-01
2019-07-13,2,Seco,57.34,34.92,2823.73,3393.64,83.49,41,3.11,1.41,5.97,2.56,3.43,2.22,1.2,1.05,0.15,0.83,0.22,ESC-01
2019-07-13,3,Seco,67.05,44.96,2411.17,4394.85,80.91,54,2.93,1.43,5.96,2.01,4,2.2,1.81,1.42,0.38,1.01,0.42,ESC-01
2019-07-13,4,Seco,67.12,29.05,2363.11,2777.45,81.02,34,3.49,0.97,5.99,1.99,4,2.84,1.16,1.03,0.14,0.78,0.24,ESC-01
2019-07-14,1,Seco,66.2,37.44,1755.47,2600.8,81.21,32,4.16,1.28,6.03,2.01,4,2.52,1.49,0.8,0.68,-0.49,1.28,ESC-01
2019-07-14,2,Seco,66.02,13.22,2728.88,1440.14,80.28,18,3.58,1.47,6.03,2.01,4,3.47,0.53,0.49,0.04,0.37,0.12,ESC-01
2019-07-14,4,Seco,67.02,17.99,3190.49,2295.98,82.74,28,2.7,1.16,6.05,2.01,4,3.28,0.72,0.67,0.06,0.55,0.12,ESC-01
2019-07-15,1,Seco,67.13,45.76,2831.08,5307.47,80.89,65,2.72,1.16,5.94,1.99,4,2.15,1.85,1.59,0.25,1.35,0.23,ESC-01
2019-07-15,2,Seco,66.3,44.57,3698.5,6693.24,82.77,81,2.36,1.09,6.06,2,4,2.2,1.79,1.8,0,1.8,0,ESC-01
2019-07-15,3,Seco,66.62,41.52,3458.45,5769.9,80.48,72,2.52,1.13,5.99,2.02,4,2.33,1.67,1.67,0,1.68,0,ESC-01
2019-07-15,4,Seco,66.62,45.29,2800.75,5053.5,82.83,61,2.81,1.15,5.96,2.01,4,2.18,1.83,1.61,0.21,1.4,0.2,ESC-01
2019-07-16,1,Seco,66.73,44.89,2822.37,5091.02,83.38,61,2.82,1.15,6,2.01,4,2.21,1.78,1.34,0.46,0.89,0.45,ESC-01
2019-07-16,2,Seco,64.28,37.33,2397.97,3464.06,82.41,42,3.08,1.28,5.99,2.15,3.85,2.4,1.44,1.32,0.12,1.15,0.17,ESC-01
2019-07-16,3,Seco,60.85,84.67,2318.45,7228.49,81.95,88,3.25,1.13,5.97,2.32,3.69,0.56,3.14,2.51,0.63,2.09,0.43,ESC-01
2019-07-16,4,Seco,53.47,78.4,2438.48,6083.5,82.92,73,3.56,1.29,5.94,2.77,3.21,0.7,2.49,1.93,0.57,1.47,0.47,ESC-01
2019-07-17,1,Seco,67.19,76.21,1912.57,5816.86,79.94,73,4.21,1.78,6.02,2.02,4,0.95,3.02,2.82,0.22,2.63,0.18,ESC-01
2019-07-17,2,Seco,66.19,43.66,2279.75,3942.76,82.38,48,3.64,1.61,5.97,2.01,4,2.27,1.74,1.32,0.41,0.8,0.52,ESC-01
2019-07-17,3,Seco,66.7,36.58,2652.55,3825.26,82.13,47,3.29,1.26,5.97,1.99,4,2.53,1.47,1.17,0.29,0.8,0.38,ESC-01
2019-07-17,4,Seco,66.1,69.89,2728.27,7644.69,82.29,93,3.28,1.17,6.02,2.01,4,1.19,2.81,2.61,0.2,2.46,0.13,ESC-01
2019-07-18,1,Seco,44.5,38.86,2931.1,3042.02,82,37,3.02,1.24,5.99,3.34,2.66,1.64,1.02,0.74,0.29,0.27,0.47,ESC-01
2019-07-18,2,Seco,62.72,24.87,2464.65,2346.88,81.15,29,3.75,1.16,5.98,2.2,3.79,2.84,0.95,0.78,0.18,0.41,0.37,ESC-01
2019-07-18,3,Seco,63.32,48.9,2799.78,5216.87,81.92,64,3.01,1.21,5.95,2.19,3.8,1.95,1.84,1.67,0.18,1.49,0.17,ESC-01
2019-07-18,4,Seco,67.32,57.29,2656.66,6070.16,85.16,71,2.65,0.98,6.04,1.99,4,1.7,2.32,2,0.3,1.75,0.25,ESC-01
2019-07-19,1,Seco,67.16,87.55,2590.72,9120.94,81.7,112,3.22,1.18,6.02,1.99,4,0.49,3.53,3.03,0.48,2.79,0.26,ESC-01
2019-07-19,2,Seco,64.9,91.35,2498.74,8953.87,80.63,112,3.47,1.07,6.03,2.06,3.93,0.35,3.58,2.64,0.94,2.12,0.5,ESC-01
2019-07-19,3,Seco,66.28,12.93,2016.36,1054.78,80.57,13,3.81,1.04,5.98,1.98,4,3.48,0.52,0.52,0,0.52,0,ESC-01
2019-07-19,4,Seco,66.89,43.44,2371.28,4107.07,81.95,50,3.23,1.6,5.99,2.01,4,2.26,1.74,1.43,0.3,1.06,0.36,ESC-01
2019-07-20,1,Seco,60.16,34.37,1816.74,2275.15,81.15,28,4.15,1.08,6.04,2.36,3.64,2.39,1.24,0.73,0.52,-0.39,1.12,ESC-01
2019-07-20,2,Seco,62.04,36.59,3062.43,4139.68,83.8,49,3.08,0.9,6.05,2.28,3.73,2.38,1.36,1.26,0.09,1.16,0.11,ESC-01
2019-07-20,3,Seco,66.75,41.89,2856.8,4775.14,82.1,58,2.59,1.32,6.04,2.02,4,2.34,1.67,1.25,0.41,0.82,0.42,ESC-01
2019-07-20,4,Seco,66.04,42.89,2937.8,5018.4,82.19,61,2.89,1.14,5.95,2.01,4,2.28,1.71,1.61,0.1,1.5,0.1,ESC-01
2019-07-21,1,Seco,66.13,43.85,3116.04,5503.14,80.35,68,2.65,1.16,5.98,2.01,4,2.25,1.75,1.75,0,1.74,0,ESC-01
2019-07-21,2,Seco,38.58,65.43,2758.91,4151.13,81.96,51,2.6,1.21,6.01,3.74,2.29,0.78,1.52,1.16,0.36,0.73,0.42,ESC-01
2019-07-21,3,Seco,12.52,45.86,2220.65,753.83,84.28,9,2.75,1.08,5.96,5.21,0.75,0.41,0.34,0.14,0.2,-1.22,1.35,ESC-01
2019-07-21,4,Seco,22.97,76.84,2377.35,2551.35,81.73,31,3.51,1.28,6,4.66,1.38,0.32,1.05,0.69,0.36,-0.01,0.7,ESC-01
2019-07-22,1,Seco,19.07,76.04,2482.56,2151.51,82.58,26,2.87,1.25,5.95,4.86,1.13,0.26,0.87,0.78,0.08,0.59,0.19,ESC-01
2019-07-22,2,Seco,33.19,84.06,2247.87,3831.05,81.24,47,2.98,1.15,5.98,3.97,2,0.31,1.69,1.03,0.66,0.19,0.84,ESC-01
2019-07-22,3,Seco,60.68,3.3,5412.3,651.42,81.92,8,3.04,0.88,6.01,2.35,3.67,3.55,0.12,0.12,0,0.12,0,ESC-01
2019-07-22,4,Seco,67.24,22.89,2476.72,2285.64,81.35,28,3.47,0.95,5.98,1.99,4,3.08,0.91,0.92,0,0.91,0,ESC-01
2019-07-23,1,Seco,42.75,7,1849.46,328.62,82.25,4,3.67,0.92,6.02,3.41,2.56,2.38,0.18,-0.12,0.3,-4.62,4.49,ESC-01
2019-07-23,2,Seco,66.27,20.61,1838.91,1484.38,78.46,19,3.83,0.83,6.06,2.01,4,3.18,0.82,0.39,0.43,-0.96,1.36,ESC-01
2019-07-23,3,Seco,66.3,8.47,2942.13,1000.96,82.79,12,3.33,1.02,6.04,2.01,4,3.66,0.34,0.31,0.03,0.15,0.16,ESC-01
2019-07-23,4,Seco,87.56,11.34,2402.37,1414.51,83.24,17,2.98,1.56,5.95,0.78,5.23,4.64,0.59,0.59,0,0.59,0,ESC-01
2019-07-24,1,Seco,100.72,26.92,2046.78,3270.91,77.86,42,3.58,0.95,6.04,0,6,4.39,1.6,0.92,0.69,-0.06,0.99,ESC-01
2019-07-24,2,Seco,98.1,27.73,2337.22,3784.53,81.25,47,3.43,1.19,5.96,0.07,5.93,4.29,1.64,0.9,0.73,-0.04,0.94,ESC-01
2019-07-24,3,Seco,94.41,24.82,3467.29,4949.69,83.58,59,2.44,1.08,6.02,0.31,5.7,4.27,1.42,1.43,0,1.42,0,ESC-01
2019-07-24,4,Seco,100.11,29.86,3214.94,5781.98,83.89,69,2.48,1.13,6.02,0,6,4.22,1.79,1.5,0.28,1.27,0.24,ESC-01
2019-07-25,1,Seco,99.42,30.15,3344.13,6048.34,80.99,75,2.79,1.18,6.02,0,6,4.18,1.82,1.7,0.12,1.6,0.1,ESC-01
2019-07-25,2,Seco,100.41,27.12,3133.52,5098.99,82.98,62,2.45,1.24,5.99,0,6,4.36,1.65,1.54,0.1,1.43,0.1,ESC-01
2019-07-25,3,Seco,83.85,26.92,2869.35,3928.75,81.32,48,3.15,1.22,6.04,0.95,5.05,3.68,1.36,1,0.36,0.55,0.46,ESC-01
2019-07-25,4,Seco,85.75,32.64,2914.26,4944.26,82.47,60,2.94,1.18,6.06,0.85,5.15,3.45,1.7,1.33,0.37,0.97,0.37,ESC-01
2019-07-26,1,Seco,100.82,49.93,2465.33,7417.74,80.79,91,3.52,0.97,5.94,0,6,3.01,2.99,2.94,0.04,2.91,0.03,ESC-01
2019-07-26,2,Seco,58.66,32.56,1887.7,2172.3,80.29,27,4.84,1.5,6.03,2.5,3.52,2.37,1.16,0.6,0.55,-0.62,1.22,ESC-01
2019-07-26,3,Seco,77.18,45.84,2019.75,4323.74,81.27,53,4.1,1.01,5.99,1.33,4.68,2.53,2.16,1.59,0.56,0.96,0.63,ESC-01
2019-07-26,4,Seco,70.93,21.73,1613.29,1465.39,80.79,18,5.52,0.97,5.99,1.77,4.23,3.32,0.91,0.61,0.3,-0.4,1.01,ESC-01
2019-07-27,1,Seco,100.09,29.93,2049.83,3710.25,80.27,46,3.23,1.33,6,0,6,4.19,1.79,1.75,0.06,1.67,0.07,ESC-01
2019-07-27,2,Seco,99.91,38.6,2269.59,5192.98,81.9,64,3.13,1.21,6.05,0,6,3.7,2.3,1.66,0.64,1.07,0.6,ESC-01
2019-07-27,3,Seco,77.61,52.97,2440,6083.83,81.13,75,3.59,1.04,6.01,1.34,4.67,2.18,2.49,1.78,0.7,1.21,0.56,ESC-01
2019-07-27,4,Seco,66.68,81.31,2490.36,8015.52,82,97,3.51,1.13,6,1.99,4,0.78,3.25,2.78,0.44,2.48,0.27,ESC-01
2019-07-28,1,Seco,66.01,91.16,2160.59,7843.17,81.77,96,3.63,1.38,5.99,2.01,4,0.37,3.62,2.8,0.83,2.3,0.52,ESC-01
2019-07-28,2,Seco,66.58,86.17,2266.84,7715.87,84.78,91,3.84,1.3,5.95,2,4,0.57,3.44,2.7,0.73,2.2,0.48,ESC-01
2019-07-28,3,Seco,66.24,26.66,2859.55,3080.46,82.58,37,3.08,1.02,5.94,2.02,4,2.93,1.07,0.84,0.23,0.47,0.37,ESC-01
2019-07-28,4,Seco,67.12,80.14,2458.77,7738.81,80.38,97,3.32,1.27,6.03,1.99,4,0.8,3.19,2.69,0.51,2.37,0.31,ESC-01
2019-07-29,1,Seco,66.45,53.63,2608.59,5651.19,81.52,69,3.56,1.24,6.01,2.01,4,1.86,2.12,1.62,0.51,1.19,0.45,ESC-01
2019-07-29,2,Seco,60.96,69.92,2560.69,6492.18,83.19,78,3.64,0.92,5.95,2.32,3.67,1.12,2.54,2.03,0.52,1.62,0.4,ESC-01
2019-07-29,3,Seco,48.74,80.48,2461.9,5861.19,82.02,71,2.95,1.49,5.95,3.09,2.91,0.57,2.35,1.68,0.67,1.11,0.56,ESC-01
2019-07-29,4,Seco,66.03,80.01,2589.13,8313.8,80.77,103,3.3,1.32,5.99,2,4,0.79,3.23,2.96,0.25,2.83,0.15,ESC-01
2019-07-30,1,Seco,96.88,52.2,2770.53,8558.16,81.84,105,3.28,1.19,6.02,0.13,5.87,2.79,3.06,2.21,0.86,1.71,0.49,ESC-01
2019-07-30,2,Seco,83.28,30.86,2512.27,3914,81.34,48,2.77,0.99,5.95,1.03,4.98,3.44,1.55,1.47,0.07,1.38,0.09,ESC-01
2019-07-30,3,Seco,100.23,41.06,2635.83,6530.58,81.85,79,3.15,1.29,6.02,0,6,3.55,2.47,2.33,0.12,2.22,0.09,ESC-01
2019-07-30,4,Seco,99.09,51.94,2802.8,8610.44,81.13,107,2.95,1.19,6.01,0,6,2.89,3.11,2.81,0.29,2.65,0.16,ESC-01
2019-07-31,1,Seco,99.52,58.67,2411.73,8419.39,80.83,105,3.23,1.41,5.95,0,6,2.46,3.55,3.07,0.47,2.79,0.27,ESC-01
2019-07-31,2,Seco,99.2,56.5,2612.09,8844.45,81.06,110,3.06,1.35,6.02,0,6,2.6,3.4,2.57,0.83,2.11,0.45,ESC-01
2019-07-31,3,Seco,100.2,47.12,2605.05,7364.84,82.26,90,2.99,1.25,5.98,0,6,3.15,2.83,1.59,1.26,0.75,0.84,ESC-01
2019-07-31,4,Seco,93.92,39.55,2465.04,5450.01,80.23,68,3.39,1.16,6.03,0.36,5.64,3.42,2.22,1.67,0.55,1.17,0.48,ESC-01
2019-08-01,1,Seco,89.97,34.33,1789.68,3338.37,80.81,41,4.41,1.76,5.99,0.59,5.42,3.55,1.88,1.24,0.62,0.33,0.91,ESC-01
2019-08-01,2,Seco,97.37,52.38,2071.6,6302.38,82.53,77,3.68,1.21,5.99,0.2,5.8,2.74,3.03,2.7,0.35,2.43,0.27,ESC-01
2019-08-01,3,Seco,95.13,44.52,2308.18,5878.96,80.29,73,3.31,1.04,6.04,0.3,5.7,3.15,2.57,1.62,0.93,0.86,0.76,ESC-01
2019-08-01,4,Seco,99.71,37.43,2694.51,5996.55,79.79,75,3.7,1.24,5.97,0,6,3.76,2.25,2.24,0,2.24,0,ESC-01
2019-08-02,1,Seco,99.38,29.79,2307.16,4117.03,83.41,49,3.6,1.24,5.99,0,6,4.23,1.77,1.65,0.12,1.51,0.15,ESC-01
2019-08-02,2,Seco,83.58,13.85,2461.58,1725.98,81.6,21,3.93,1.18,5.97,1.02,4.98,4.29,0.7,0.35,0.35,-0.64,0.99,ESC-01
2019-08-02,4,Seco,84.17,15.53,1949.61,1511.73,83.89,18,2.89,1.35,6.01,0.99,5.01,4.23,0.77,0.41,0.37,-0.81,1.22,ESC-01
2019-08-03,1,Seco,99.63,51.54,2283.17,6898.08,80.98,86,3.69,1.37,6,0,6,2.92,3.08,2.33,0.75,1.8,0.52,ESC-01
2019-08-03,2,Seco,100.52,60.85,2291.73,8397.28,81.6,102,3.24,1.41,5.95,0,6,2.38,3.61,3.21,0.41,2.98,0.24,ESC-01
2019-08-03,3,Seco,100.88,42.66,2699.81,6835.11,82.15,84,3.15,1.28,6,0,6,3.43,2.6,2.12,0.45,1.79,0.32,ESC-01
2019-08-03,4,Seco,93.29,53.15,2466.62,7329.49,82.99,88,3.32,1.66,6.03,0.45,5.55,2.58,2.96,2.37,0.61,1.95,0.42,ESC-01
2019-08-04,1,Seco,99.89,59.8,2224.16,8078.4,82.74,97,3.27,1.24,6.02,0,6,2.41,3.6,1.42,2.17,0.07,1.34,ESC-01
2019-08-04,2,Seco,99.64,58.59,2375.24,8441.39,83.93,101,3.28,1.15,6.02,0,6,2.46,3.53,2.25,1.29,1.47,0.77,ESC-01
2019-08-04,3,Seco,60.1,30.44,2120.36,2282.7,79.24,29,4.27,1.41,5.97,2.37,3.61,2.52,1.09,0.93,0.16,0.59,0.34,ESC-01
2019-08-04,4,Seco,91.01,55.62,2132.1,6570.99,82.9,79,3.25,1.04,6,0.55,5.45,2.39,3.03,2.39,0.67,1.89,0.51,ESC-01
2019-08-05,1,Seco,99.28,60.98,2455.02,9038.6,78.57,115,3.21,1.17,6,0,6,2.35,3.68,3.54,0.12,3.48,0.06,ESC-01
2019-08-05,2,Seco,99.26,57.45,2457.77,8413.3,81.58,103,3.38,1.48,6.06,0,6,2.57,3.43,2.97,0.46,2.7,0.27,ESC-01
2019-08-05,3,Seco,97.1,36.83,2067.93,4411.5,81.34,54,3.41,1.31,6.04,0.2,5.8,3.67,2.11,1.68,0.46,1.18,0.51,ESC-01
2019-08-05,4,Seco,99.29,44.01,2481.75,6532.13,80.28,81,3.48,1.22,5.97,0,6,3.36,2.63,2.36,0.28,2.16,0.21,ESC-01
2019-08-06,1,Seco,100.5,40.66,2494.31,6146.62,81.67,75,3.83,1.45,6.02,0,6,3.57,2.44,2.38,0.05,2.34,0.04,ESC-01
2019-08-06,2,Seco,100.39,36.32,2106.67,4647.78,82.31,56,3.73,1.54,5.95,0,6,3.81,2.2,1.42,0.77,0.59,0.83,ESC-01
2019-08-06,3,Seco,85.61,32.58,2892.54,4852.35,82.52,59,2.88,1.34,6.01,0.85,5.15,3.47,1.67,1.24,0.44,0.8,0.44,ESC-01
2019-08-06,4,Seco,85.8,44.14,2399.8,5501.74,83.85,65,3.03,1.3,6.02,0.86,5.15,2.87,2.27,1.29,0.99,0.37,0.91,ESC-01
2019-08-07,1,Seco,100.1,54.21,2800.62,9102.35,82.79,110,3.15,1.18,6.06,0,6,2.75,3.26,2.62,0.63,2.29,0.34,ESC-01
2019-08-07,2,Seco,100.39,23.64,3111.51,4403.23,83.88,53,2.82,0.84,6.02,0,6,4.59,1.4,1.27,0.15,1.1,0.16,ESC-01
2019-08-07,3,Seco,99.97,25.81,2917.41,4478.66,83.53,54,2.84,0.94,5.99,0,6,4.46,1.53,1.09,0.46,0.58,0.51,ESC-01
2019-08-07,4,Seco,100.37,29.27,3368.71,6001.51,83.21,72,2.72,1.08,5.98,0,6,4.23,1.79,1.77,0,1.77,0,ESC-01
2019-08-08,1,Seco,100.1,13.51,2792.19,2277.42,84.07,27,2.7,0.98,6,0,6,5.18,0.82,0.71,0.11,0.47,0.24,ESC-01
2019-08-08,2,Seco,100.25,20.63,3074.88,3766.61,83.64,45,3.14,0.94,5.98,0.04,5.96,4.72,1.24,1.2,0.04,1.15,0.05,ESC-01
2019-08-08,3,Seco,94.34,24.48,3512.66,4892.49,83.04,59,2.64,0.94,6.01,0.31,5.68,4.29,1.38,1.38,0.01,1.37,0.01,ESC-01
2019-08-08,4,Seco,99.01,23.7,3031.86,4312.81,83,52,2.95,1.18,6.02,0,6,4.58,1.43,1.42,0,1.4,0,ESC-01
2019-08-09,1,Seco,100.72,26.55,2602.39,4171.21,85.35,49,3.36,1.27,5.97,0,6,4.4,1.6,1.36,0.24,1.07,0.29,ESC-01
2019-08-09,2,Seco,87.54,21.6,2405.77,2816.76,82.35,34,2.89,1.36,5.97,0.71,5.3,4.15,1.15,0.76,0.4,0.05,0.7,ESC-01
2019-08-09,4,Seco,66.44,45.55,1201.38,2188.69,80.69,27,4.68,1.22,5.97,1.98,4,2.19,1.8,0.03,1.77,-3.89,3.94,ESC-01
2019-08-10,1,Seco,66.46,42.55,1556.29,2631.94,80.3,33,6.61,1.53,6.04,1.98,4,2.29,1.7,1.71,0,1.7,0,ESC-01
2019-08-10,2,Seco,67.03,11.61,1718.25,796.08,80.19,10,6.7,2.2,6.02,2.02,4,3.54,0.46,0.21,0.25,-1.3,1.51,ESC-01
2019-08-10,3,Seco,73.24,12.22,1027,552.69,79.29,7,5.52,0.99,6.03,1.62,4.39,3.85,0.54,0.17,0.37,-2.97,3.14,ESC-01
2019-08-10,4,Seco,59.54,38.61,1698.8,2354.6,80.63,29,5.6,1.31,6.02,2.39,3.6,2.22,1.37,0.78,0.6,-0.46,1.24,ESC-01
2019-08-11,1,Seco,67.33,38.78,2065.24,3201.87,78.41,41,4.34,1.28,5.96,2.01,4,2.45,1.55,1.53,0.03,1.49,0.04,ESC-01
2019-08-11,2,Seco,66.57,45.46,1626.03,2946.08,80.16,37,4.47,1.03,5.97,2.02,4,2.19,1.82,1.09,0.72,-0.09,1.17,ESC-01
2019-08-11,4,Seco,67.1,10.93,1276.93,560.6,80.24,7,4.55,1.2,6.01,1.98,4,3.56,0.43,0.2,0.23,-1.8,2,ESC-01
2019-08-12,1,Seco,66.54,42.58,1922.34,3287.44,77.88,42,4.47,1.46,6.03,1.99,4,2.31,1.69,1.42,0.27,1.04,0.39,ESC-01
2019-08-12,2,Seco,66.29,12.74,2565.94,1322.97,82.27,16,3.02,1.32,6.05,1.99,4,3.49,0.51,0.35,0.16,-0.27,0.61,ESC-01
2019-08-12,3,Seco,66.39,47.02,3125.85,5865.63,82.94,71,2.81,1.19,5.96,2.01,4,2.13,1.88,1.78,0.09,1.71,0.08,ESC-01
2019-08-12,4,Seco,66.58,44.59,2599.69,4542.72,83.14,55,2.96,1.24,5.99,2.01,4,2.23,1.76,1.09,0.68,0.36,0.74,ESC-01
2019-08-13,1,Seco,66.62,42.89,3098.41,5390.45,83.94,64,2.93,1.18,5.98,1.99,4,2.27,1.72,1.63,0.1,1.56,0.09,ESC-01
2019-08-13,2,Seco,67.29,39.47,3001.55,4732.45,83.48,57,2.87,0.88,6.04,2,4,2.42,1.6,1.58,0,1.58,0,ESC-01
2019-08-13,3,Seco,66.3,44.97,3383.45,6113.68,83.44,73,2.48,1.19,5.99,2.02,4,2.22,1.8,1.43,0.35,1.14,0.29,ESC-01
2019-08-13,4,Seco,66.95,44.73,2960.87,5320.52,82.84,64,2.85,1.27,5.94,2.01,4,2.2,1.79,1.73,0.08,1.66,0.07,ESC-01
2019-08-14,1,Seco,66.55,42.77,2728.8,4773.66,83.16,57,3.25,1.09,5.97,1.99,4,2.27,1.72,1.15,0.58,0.53,0.61,ESC-01
2019-08-14,2,Seco,66.1,41.49,2828.29,4675.34,82.2,57,3.08,1.14,5.95,2,4,2.33,1.67,1.17,0.5,0.64,0.53,ESC-01
2019-08-14,3,Seco,54.91,9.64,935.4,300.3,74.33,4,4.86,1.37,6.06,2.73,3.3,2.98,0.31,0.23,0.09,-1.11,1.33,ESC-01
2019-08-14,4,Seco,77.45,69.17,2164.84,6920.99,82.5,84,3.77,1.27,6,1.39,4.6,1.4,3.17,2.26,0.94,1.59,0.67,ESC-01
2019-08-15,1,Seco,100.1,56.9,2684.64,9050.91,81.23,112,3.44,1.18,6.01,0,6,2.59,3.39,3.13,0.29,2.99,0.15,ESC-01
2019-08-15,2,Seco,99.56,54.1,2792.6,9013.3,81.92,111,3.23,1.23,6.06,0,6,2.77,3.25,2.8,0.43,2.56,0.23,ESC-01
2019-08-15,3,Seco,93.25,56.78,2811.82,8895.6,82.02,109,3.15,1.33,5.98,0.42,5.58,2.39,3.2,2.61,0.59,2.29,0.32,ESC-01
2019-08-15,4,Seco,96.18,55.69,2821.69,9049.67,82.99,108,3.25,1.06,6.05,0.28,5.72,2.55,3.17,2.93,0.24,2.81,0.13,ESC-01
2019-08-16,1,Seco,100.01,56.99,2302.42,7940.26,81.49,98,3.25,1.33,5.99,0,6,2.56,3.44,2.69,0.75,2.21,0.46,ESC-01
2019-08-16,2,Seco,100.98,57.67,2154.59,7484.67,83.8,89,3.3,1.13,5.96,0,6,2.56,3.45,1.79,1.65,0.68,1.12,ESC-01
2019-08-16,3,Seco,99.5,59.74,2536.61,9107.07,82.07,112,3.31,1.2,5.94,0,6,2.39,3.62,3.13,0.48,2.86,0.26,ESC-01
2019-08-16,4,Seco,100.91,26.11,1043.28,1661.73,82.83,20,3.82,1.02,5.96,0,6,4.43,1.57,1.19,0.38,0.04,1.15,ESC-01
2019-08-17,3,Seco,100.94,9.42,2148.76,1210.69,81.23,15,3.47,1.03,6,0,6,5.43,0.57,0.49,0.08,0.16,0.33,ESC-01
2019-08-17,4,Seco,99.27,27.18,2849.89,4680.98,78.88,59,3.3,1.06,5.98,0,6,4.37,1.63,1.63,0,1.63,0,ESC-01
2019-08-18,1,Seco,99.92,29.28,2796.3,4930.06,80.66,61,3.22,1.29,5.98,0,6,4.25,1.76,1.75,0,1.76,0,ESC-01
