data,frota,DF,UF,MTBF,MTTR,num_falhas,produtividade_h,producao_total,HC,HM,HMC,HMP,HT,HEF,id_equipamento
2024-05-01,Cat 793D,68.12,76.27,32.38,13.97,12,306.05,119227.33,743.99,232.53,160.18,63.81,391.77,387.42,HAUL-0062
2019-08-01,Cat 793D,83.09,79.67,32.82,2.77,15,280.87,138269.91,744,120.8,41.2,79.6,494.76,488.19,HAUL-0063
2019-09-01,Cat 793D,87.86,80.86,46.45,3.31,11,339.31,166649.06,720,88.7,25.02,52.03,510.59,497.39,HAUL-0063
2019-10-01,Cat 793D,88,77.54,63.21,2.56,8,339.36,167636.75,744,95.16,20.41,74.75,501.39,491.82,HAUL-0063
2019-11-01,Cat 793D,89.83,80.88,74.14,3.3,7,302.79,155615.88,720,72.8,23.08,49.72,523.48,516.68,HAUL-0063
2019-12-01,Cat 793D,81.27,82.12,33.6,5.08,15,314.44,157713.22,744,133.89,58.14,57.39,500.94,494.05,HAUL-0063
2020-01-01,Cat 793D,86.3,79.02,46.54,1.76,11,304.67,153670.32,744,104.51,19.45,85.07,507.8,497.83,HAUL-0063
2020-02-01,Cat 793D,85.88,83.87,60.47,3.74,8,297.8,140228.2,672,99.08,29.7,69.38,479.67,470.91,HAUL-0063
2020-03-01,Cat 793D,74.11,79.55,36.63,3.47,12,280.98,124046.52,744,193.39,41.18,152.2,442.44,435.6,HAUL-0063
2020-04-01,Cat 793D,84.05,80.98,23.75,1.93,21,287.89,140662.67,720,110.17,39.52,69.84,495.21,484.57,HAUL-0063
2020-05-01,Cat 793D,92.3,75.18,86.84,2.03,6,272.18,138326.97,744,50.78,12.28,38.51,524.69,509.64,HAUL-0063
2020-06-01,Cat 793D,80.17,67.47,129.15,4.4,3,255.56,95794.37,720,145.79,13.19,132.6,385.46,375.95,HAUL-0063
2020-07-01,Cat 793D,86.66,82.05,48.31,4.86,11,269.25,140275.66,744,94.84,52.47,41.43,530.98,523.15,HAUL-0063
2020-08-01,Cat 793D,90.12,77.14,57.59,3.72,9,335.49,172020.66,744,75.07,33.3,41.77,520.41,511.05,HAUL-0063
2020-09-01,Cat 793D,75.27,70.79,20.35,4.69,19,260.78,97757.2,720,174.48,52.34,85.96,384.23,374.11,HAUL-0063
2020-10-01,Cat 793D,85.73,74.78,39.4,5.04,12,301.86,139940.4,744,111.59,60.53,51.06,473.65,460.55,HAUL-0063
2020-11-01,Cat 793D,83.91,77.7,35.42,3.78,13,263.84,120701.34,720,119.37,49.44,69.94,464.28,454.26,HAUL-0063
2020-12-01,Cat 793D,82.75,67.04,25.47,5.4,16,250.67,100563.03,744,130.96,86.77,44.19,407.61,400.91,HAUL-0063
2019-08-01,Cat 793D,0,99.97,0,748.58,1,0,0,744,744,744,0,0,0,HAUL-0064
2019-09-01,Cat 793D,0,99.41,0,714.44,1,0,0,720,720,720,0,0,0,HAUL-0064
2019-10-01,Cat 793D,0,99.15,0,750.38,1,0,0,744,744,744,0,0,0,HAUL-0064
2019-11-01,Cat 793D,37.91,84.05,16.33,31.86,14,272.21,61132.12,720,449.31,442.24,7.08,227.56,223.48,HAUL-0064
2019-12-01,Cat 793D,84.08,85.49,41.19,3.34,13,313.92,165673.47,744,123.86,43.48,80.38,533.98,527.51,HAUL-0064
2020-01-01,Cat 793D,68.57,65.76,37.52,3.31,9,293.21,97111.99,744,230.89,29.57,201.32,339.14,334.38,HAUL-0064
2020-02-01,Cat 793D,89.81,83.65,31.96,2.89,16,272.97,137020.9,672,65.85,45.28,19.8,509.15,502.75,HAUL-0064
2020-03-01,Cat 793D,88.95,84.08,78.4,2.79,7,282.61,154577.07,744,88.38,18.05,68.93,552.32,544.16,HAUL-0064
2020-04-01,Cat 793D,87.31,82.53,30.5,2.63,17,273.57,139271.57,720,90.53,44.79,45.75,516.01,508.04,HAUL-0064
2020-05-01,Cat 793D,90.07,87.11,64.43,2.11,9,343.8,191853.79,744,77.16,19.02,58.14,577.59,560.33,HAUL-0064
2020-06-01,Cat 793D,89.3,82.14,29.5,2.3,18,360.23,184831.44,720,81.79,26.55,40.67,528.84,512.81,HAUL-0064
2020-07-01,Cat 793D,82.56,86.33,47.55,7.42,11,377.4,194212.64,744,127.93,81.6,46.34,527.26,508.2,HAUL-0064
2020-08-01,Cat 793D,76.84,83.01,27.86,2.99,17,342.78,156502.28,744,167.45,50.79,116.65,475.66,454.99,HAUL-0064
2020-09-01,Cat 793D,75.71,81.85,24.77,1.4,18,370.15,155838.49,720,175.18,25.21,149.97,445.01,423.01,HAUL-0064
2020-10-01,Cat 793D,53.11,82.11,40.59,23.87,8,291.7,91698.97,744,345.74,192.27,153.47,327.1,315.73,HAUL-0064
2020-11-01,Cat 793D,78.06,79.3,22.28,4.45,20,235.74,103597.1,720,156.93,75.9,68.26,448.96,442.9,HAUL-0064
2020-12-01,Cat 793D,74.72,72.23,49.85,18.16,8,270.68,105219.4,744,191.36,144.41,46.95,396.01,386.28,HAUL-0064
2021-01-01,Cat 793D,86.22,81.7,43.7,2.28,12,324.46,161233.53,744,101.82,27.52,74.3,524.02,496.08,HAUL-0064
2021-02-01,Cat 793D,87.7,75.11,40.83,5.41,11,329.72,137146.49,672,77.07,59.03,17.68,445.91,422.38,HAUL-0064
2021-03-01,Cat 793D,79.49,72.71,41.9,9.78,10,271.24,109172.66,744,158.01,77.97,60.31,422.48,404.22,HAUL-0064
2021-04-01,Cat 793D,70.1,74.07,75.3,7.1,5,265.59,93617.6,720,212.08,35.62,176.46,378.6,351.81,HAUL-0064
2021-05-01,Cat 793D,90.86,77.73,35.36,1.25,15,305.31,145327.98,744,70,18.66,51.3,525.66,478.95,HAUL-0064
2021-06-01,Cat 793D,86.26,75.17,51.69,2.35,9,313.01,139584.91,720,102.46,21.19,81.27,467.96,442.65,HAUL-0064
2021-07-01,Cat 793D,82.48,67.32,29.83,3.69,14,354.16,139346.13,744,130.17,51.35,78.81,416.04,391.32,HAUL-0064
2021-08-01,Cat 793D,83.74,65.91,102.98,17.19,4,324.71,127108.2,744,121.81,69.15,52.66,411.34,395.78,HAUL-0064
2021-09-01,Cat 793D,92.14,72.4,53.68,3.27,9,372.67,170489.77,720,60.43,29.25,31.18,479.17,459.2,HAUL-0064
2021-10-01,Cat 793D,77.81,70.41,34.02,3.49,12,357.5,140974.21,744,165.7,42.25,123.45,408.05,393.34,HAUL-0064
2021-11-01,Cat 793D,89.89,75.47,70.09,7.89,7,369.89,174238.15,720,72.16,54.97,17.19,488.47,472.23,HAUL-0064
2021-12-01,Cat 793D,88.77,65.31,42.94,1.97,10,354.18,145815.28,744,79.12,19.73,59.39,431.26,416.23,HAUL-0064
2022-01-01,Cat 793D,88.9,64.21,83.99,1.92,5,345.17,139984.32,744,84.95,9.7,75.24,422.12,406.37,HAUL-0064
2022-02-01,Cat 793D,84.6,58.81,55.91,6.61,6,323.18,105469.37,672,108.74,39.45,69.29,332.26,322.75,HAUL-0064
2022-03-01,Cat 793D,85.32,66.59,27.96,3.28,15,344.76,142691.49,744,106.57,49.01,57.55,422.14,410.66,HAUL-0064
2022-04-01,Cat 793D,76.27,73.32,28.77,3.98,14,291,113526.8,720,175.58,55.23,120.36,403.02,387.56,HAUL-0064
2022-05-01,Cat 793D,86.26,68.76,74.25,2.54,6,332.49,141027.74,744,104.4,10.07,89.28,441.79,425.68,HAUL-0064
2022-06-01,Cat 793D,86.54,70.85,73.5,2.19,6,333.66,141740.75,720,96.94,13.12,83.82,443.59,427.08,HAUL-0064
2022-07-01,Cat 793D,85.77,86.58,91.31,4.47,6,412.87,218309.34,744,108.99,26.73,82.26,549.86,522.34,HAUL-0064
2022-08-01,Cat 793D,90.19,83.49,114.5,2.33,5,355.77,197143.51,744,67.71,11.56,56.15,568.57,550.42,HAUL-0064
2022-09-01,Cat 793D,87.02,83.5,58.29,2.84,9,331.69,167749.65,720,90.25,19.91,64.65,523.25,506.84,HAUL-0064
2022-10-01,Cat 793D,75.79,83.08,67.81,15.7,7,304.74,141245.01,744,175.43,110.17,65.26,472.03,458.51,HAUL-0064
2022-11-01,Cat 793D,79.53,77.09,44.19,3.14,10,295.62,128273.62,720,145.36,31.32,114.04,439.44,428.61,HAUL-0064
2022-12-01,Cat 793D,57.96,72.14,22.22,5.33,14,299.81,89968.4,744,314.39,59.02,240.49,312.48,301.32,HAUL-0064
2023-01-01,Cat 793D,78.26,77.96,32.03,7.16,14,329.63,144149.55,743.98,162.76,67.2,61.68,448.69,435.13,HAUL-0064
2023-02-01,Cat 793D,72.91,76.65,21.5,4.4,18,304.94,114000.08,695.98,187.42,79.12,108.31,388.99,376.19,HAUL-0064
2023-03-01,Cat 793D,82.39,73.11,37.74,4.13,12,295.2,128430.29,743.98,125.04,50.06,74.98,454.66,435.02,HAUL-0064
2023-04-01,Cat 793D,80.78,71.93,34.75,5.93,12,282.07,117077.21,719.98,136.95,49.08,65.34,419.17,411.3,HAUL-0064
2023-05-01,Cat 793D,84.29,72.52,30.5,3.12,15,298.99,135248.16,743.98,114.76,43.63,68.16,460.77,454.55,HAUL-0064
2023-06-01,Cat 793D,74.55,69.44,46.22,2.4,8,327.05,120126.9,719.98,181.84,19.22,162.63,371.9,367.8,HAUL-0064
2023-07-01,Cat 793D,73.67,65.21,19.97,4.85,18,311.74,109315.83,742.39,194.02,84.35,106.44,357.15,352.16,HAUL-0064
2023-08-01,Cat 793D,66.66,77.16,34.37,2.76,11,322.62,118496.95,743.99,252.29,30.41,221.88,378.39,369.25,HAUL-0064
2023-09-01,Cat 793D,87.86,80.12,256.57,6.15,2,279.44,142577.92,719.99,81.79,12.36,69.43,514.62,503.16,HAUL-0064
2023-10-01,Cat 793D,83.52,79.76,500.37,9.59,1,309.08,152222.2,743.99,125.02,9.63,115.39,495.42,485.54,HAUL-0064
2023-11-01,Cat 793D,86.05,72.15,64.65,4.53,7,305.24,136412.4,731.99,101.92,29.95,70.09,453.87,446.55,HAUL-0064
2023-12-01,Cat 793D,78.91,70.07,37.31,7.46,11,294.7,119301.42,743.99,155.48,81.54,73.94,409.46,404.08,HAUL-0064
2024-01-01,Cat 793D,87.98,69.82,66.54,6.23,7,299.4,135593.57,743.99,88.19,22.16,44.21,462.07,457.44,HAUL-0064
2024-02-01,Cat 793D,86.74,62.43,73.62,5.75,5,318.01,115033.28,671.99,83.29,20.83,54.72,369.04,361.74,HAUL-0064
2024-03-01,Cat 793D,86.23,82.34,177.17,5.67,3,283.18,149189.7,743.99,96.64,17.13,79.5,530.88,524.33,HAUL-0064
2024-04-01,Cat 793D,88.94,79.75,166.23,9.73,3,334.78,162045.06,719.99,84.74,29.02,55.71,503.01,486.75,HAUL-0064
2024-05-01,Cat 793D,86.96,78.17,125.38,3.65,4,350.06,170584.92,743.99,99.58,14.5,85.08,504.9,495.74,HAUL-0064
2019-08-01,Cat 793D,88.98,80.59,53.35,3.23,10,298.94,156266.6,744,85.01,29.26,52.86,528.35,520.49,HAUL-0065
2019-09-01,Cat 793D,90.61,82.6,77.94,3.93,7,343.9,178663.41,720,71.9,27.75,44.15,540.73,525.22,HAUL-0065
2019-10-01,Cat 793D,73.77,86.82,78.99,2.1,6,342.89,160199.87,744,195.73,12.61,183.13,477.59,468.95,HAUL-0065
2019-11-01,Cat 793D,86.61,79.42,41.08,4.44,12,350.67,170917.16,720,98.63,53.32,45.32,497.7,490.71,HAUL-0065
2019-12-01,Cat 793D,77.16,85.08,40.32,8.02,12,321.43,154693.37,744,170.94,87.97,73.95,487.86,482.17,HAUL-0065
2020-01-01,Cat 793D,0,99.14,0,750.42,1,0,0,744,744,744,0,0,0,HAUL-0065
2020-02-01,Cat 793D,36.42,77.98,8.73,11.26,22,298.96,56733.26,672,425.76,246.7,179.06,193.87,189.49,HAUL-0065
2020-03-01,Cat 793D,69.34,74.78,29.16,6.38,13,232.88,88587.18,744,232.05,82.36,149.69,382.78,376.38,HAUL-0065
2020-04-01,Cat 793D,84.26,76.65,25.81,2.19,18,255.46,116791.74,720,112.75,39.71,73.04,461.26,453.9,HAUL-0065
2020-05-01,Cat 793D,82.86,73.83,35.18,4.59,13,265.48,118625.5,744,127.11,59.77,67.33,458.51,448.99,HAUL-0065
2020-06-01,Cat 793D,81.58,70.43,34.9,2.93,12,260.35,106496.17,720,126.88,35.45,91.44,414.81,404.22,HAUL-0065
2020-07-01,Cat 793D,83.27,81.64,34.39,2.29,15,293.72,147951.48,744,122.75,32.6,88.62,511.22,503.67,HAUL-0065
2020-08-01,Cat 793D,85.06,83.42,44.01,2.2,12,291.02,150662.22,744,110.71,26.25,84.46,527.23,518.29,HAUL-0065
2020-09-01,Cat 793D,89.65,77.71,62.55,3.99,8,336.13,165756.79,720,74.38,32.16,42.22,503.7,493.51,HAUL-0065
2020-10-01,Cat 793D,88.12,80.23,43.26,3.11,12,349.72,176535.53,744,85.88,37.08,48.79,524.22,513.2,HAUL-0065
2020-11-01,Cat 793D,89.74,80.21,39.35,2.43,13,232.14,117524.2,720,79.38,31.74,47.64,516.51,507.24,HAUL-0065
2020-12-01,Cat 793D,86.54,71.71,42.48,4.13,11,259.75,118816.9,744,95.02,45.34,49.68,466.86,460.37,HAUL-0065
2021-01-01,Cat 793D,87.3,81.27,60.05,3.57,9,296.05,155103.22,744,88.97,32.03,56.94,535.95,524.45,HAUL-0065
2021-02-01,Cat 793D,85.95,81.61,94.03,12.42,5,306.24,137500.43,672,98.84,62.69,36.15,470.94,446.03,HAUL-0065
2021-03-01,Cat 793D,87.4,77.15,45.32,3.38,11,279.94,128955.01,744,96.45,37.05,59.4,497.05,465.81,HAUL-0065
2021-04-01,Cat 793D,89.9,76.59,122.76,6.14,4,251.87,117773.27,720,69.54,24.37,45.17,494.59,462.51,HAUL-0065
2021-05-01,Cat 793D,85.92,65.41,84.83,7.62,5,292.59,114641.77,744,103.61,38.16,65.45,420.48,391.59,HAUL-0065
2021-06-01,Cat 793D,92.02,80.63,104.76,1.74,5,290.17,144736.63,720,63.31,8.62,54.69,525.74,500.53,HAUL-0065
2021-07-01,Cat 793D,77.32,71.31,45.35,11.66,9,371.96,141981.63,744,169.54,104.45,65.08,408.4,384.6,HAUL-0065
2021-08-01,Cat 793D,87.72,70.47,34.98,3.4,13,334.5,146145.19,744,93.75,44.14,49.61,455.42,437.31,HAUL-0065
2021-09-01,Cat 793D,75.46,80.37,43.4,5.69,10,383.93,155559.67,720,180.5,57.18,123.32,430.82,408.93,HAUL-0065
2021-10-01,Cat 793D,73.64,72.86,36.34,7.29,11,325.69,126813.47,744,192.73,79.77,112.95,402.72,387.28,HAUL-0065
2021-11-01,Cat 793D,78.73,75.4,33.21,6.11,13,387.06,158602.97,720,148.64,57.05,68.74,427.73,412.43,HAUL-0065
2021-12-01,Cat 793D,61.2,70.35,35.49,9.76,9,306.61,94497.26,744,291.46,88.06,203.4,321.02,307.79,HAUL-0065
2022-01-01,Cat 793D,82.14,75.87,52.45,6.69,9,312.59,141670.87,744,128.39,60.63,67.76,471.66,455.87,HAUL-0065
2022-02-01,Cat 793D,90.21,72.75,86.58,6.54,5,278.03,116713.5,672,71.62,32.74,38.88,434.13,415.56,HAUL-0065
2022-03-01,Cat 793D,77.02,78.33,74.99,8.52,6,264.13,114176.03,744,172.67,51.61,121.06,445.88,432,HAUL-0065
2022-04-01,Cat 793D,83.58,75.36,90.73,4.23,5,278.27,122342.72,720,118.45,20.94,97.51,454.26,440.87,HAUL-0065
2022-05-01,Cat 793D,92.48,78.79,109.58,2.22,5,269.86,141328.21,744,52.69,11.13,41.56,545.56,527.7,HAUL-0065
2022-06-01,Cat 793D,60.4,76.42,33.14,25.35,10,308.95,98004.81,720,285.6,253.24,32.36,331.92,318.17,HAUL-0065
2022-07-01,Cat 793D,72.1,85.22,65.96,3.4,7,308.93,134691.1,744,207.09,21.52,183.14,457.82,436.17,HAUL-0065
2022-08-01,Cat 793D,83.66,84.28,52.98,4.46,10,322.73,165578.05,744,125.21,44.93,80.29,524.72,506.19,HAUL-0065
2022-09-01,Cat 793D,44.48,86.32,93.2,1.5,3,317.52,85986.05,720,397.37,4.52,392.86,278.66,271.41,HAUL-0065
2022-10-01,Cat 793D,88.19,81.67,67.35,4.06,8,335.87,172061.13,744,83.14,32.47,50.67,538.9,519.66,HAUL-0065
2022-11-01,Cat 793D,85.64,77.81,52.84,4.52,9,326.52,151175.75,720,102.17,38.58,61.6,479.91,465.66,HAUL-0065
2022-12-01,Cat 793D,87.26,79.79,64.9,4,8,312.47,155940.15,744,93.03,29.92,61.23,516.05,496.65,HAUL-0065
2023-01-01,Cat 793D,89.02,77.18,170.55,7.56,3,336.38,163318.87,743.98,81.65,22.46,59.18,506.82,486.6,HAUL-0065
2023-02-01,Cat 793D,82.26,78.9,77,8.64,6,331.64,146240.63,695.98,120.34,39.66,68.49,458.77,440.46,HAUL-0065
2023-03-01,Cat 793D,83.71,74.39,92.62,5.65,5,299.92,132576.32,743.98,119.58,24.85,91.48,461.02,442.71,HAUL-0065
2023-04-01,Cat 793D,81.52,76.38,40.3,8.8,11,291.81,126024.45,719.98,132.13,81.39,34.95,444.55,433.37,HAUL-0065
2023-05-01,Cat 793D,71.35,74.51,48.92,18.27,8,323.69,124942.49,743.98,210.49,143.59,64.52,393.58,385.85,HAUL-0065
2023-06-01,Cat 793D,91.12,72.74,59.58,3.47,8,331.6,154220.39,719.98,67.96,22.86,39.91,472.09,465.15,HAUL-0065
2023-07-01,Cat 793D,65.6,79.25,54.38,22.77,7,307.45,116830.61,744,256.43,158.9,97.54,383.99,378.55,HAUL-0065
2023-08-01,Cat 793D,81.5,81.18,50.19,6.52,10,288.12,143209.22,743.99,136.29,65.37,70.91,497.59,489.97,HAUL-0065
2023-09-01,Cat 793D,72.17,78.09,68.51,15.99,6,282.21,112933.41,720,195.76,95.89,99.87,411.66,402.78,HAUL-0065
2023-10-01,Cat 793D,82.68,79.92,55.4,4.37,9,308.92,150030.29,743.99,124.2,39.53,84.67,497.58,486.83,HAUL-0065
2023-11-01,Cat 793D,74.28,77.76,69.82,5.62,6,284.05,116286.35,719.99,187.39,33.58,153.82,418.33,411.92,HAUL-0065
2023-12-01,Cat 793D,17.02,75.38,23.76,154.88,4,335.43,31410.16,744,617.23,615.91,1.32,95.43,94.61,HAUL-0065
2024-01-01,Cat 793D,88.54,69.8,37.94,2.58,12,294.73,132115.67,743.99,89.92,30.86,59.05,454.11,449.37,HAUL-0065
2024-02-01,Cat 793D,87.18,73.11,86.2,3.97,5,315.12,133465.07,671.99,85.44,19.75,65.69,428.44,418.52,HAUL-0065
2024-03-01,Cat 793D,87.46,81.96,132.08,4,4,301.07,154883.68,743.99,89.6,16.08,73.52,532.02,522.13,HAUL-0065
2024-04-01,Cat 793D,78.72,80.57,228.63,10.79,2,326.43,149098.18,719.99,148.43,21.49,126.94,459.36,452.06,HAUL-0065
2024-05-01,Cat 793D,86.6,79.31,169.95,5.57,3,326.5,161582.12,743.99,99.89,16.66,83.23,508.12,498.33,HAUL-0065
2019-08-01,Cat 793D,84.02,79.79,35.62,5.15,14,304.07,149576.72,744,114.61,72.66,41.95,502.15,496.35,HAUL-0066
2019-09-01,Cat 793D,90.46,80.28,37.17,3.44,14,335.8,172671.21,720,66.75,47.84,18.91,522.14,509.66,HAUL-0066
2019-10-01,Cat 793D,86.11,84.14,67.8,4,8,319.22,170146.19,744,97.47,10.48,65.18,544.93,535.37,HAUL-0066
2019-11-01,Cat 793D,84.32,84.27,72.41,5.25,7,279.31,142821.84,720,115.37,36.79,78.58,509.13,505.77,HAUL-0066
2019-12-01,Cat 793D,86.04,81.87,29.03,3.88,18,287.95,150816.93,744,102.16,52.1,32.11,524.05,521.75,HAUL-0066
2020-01-01,Cat 793D,0,100.26,0,747.51,1,0,0,744,744,744,0,0,0,HAUL-0066
2020-02-01,Cat 793D,72.17,75.34,16.6,7.95,22,222.44,80032.88,672,184.17,176,8.17,365.67,363.82,HAUL-0066
2020-03-01,Cat 793D,75.63,76.45,35.49,6.01,12,226.45,97234.64,744,185.93,71.74,114.19,427.53,422.58,HAUL-0066
2020-04-01,Cat 793D,84.12,75.26,37.85,6.72,12,297.97,135411.71,720,119.05,80.93,38.12,452.42,447.85,HAUL-0066
2020-05-01,Cat 793D,87.35,72.54,38.96,1.41,12,293.13,133086.18,744,97.27,17.12,80.15,465.78,454.55,HAUL-0066
2020-06-01,Cat 793D,88.99,66.24,43.11,2.35,10,297.5,124741.87,720,74.53,21.58,51.11,430.42,418.41,HAUL-0066
2020-07-01,Cat 793D,79.93,80,42.86,4.43,11,272.25,126224.4,744,151.96,33.54,103.39,472,463.73,HAUL-0066
2020-08-01,Cat 793D,90.81,78.37,41.28,4.4,13,329.47,169182.41,744,71.86,57.13,14.72,531.84,515.57,HAUL-0066
2020-09-01,Cat 793D,83.3,75.78,34.99,4.13,13,301.15,132150.59,720,115.63,53.96,61.67,459.32,445.85,HAUL-0066
2020-10-01,Cat 793D,82,73.52,32,3.65,14,307.44,132405.83,744,134.78,50.97,83.81,448.86,438.14,HAUL-0066
2020-11-01,Cat 793D,85.15,77.65,33.58,4.19,14,250.74,115818.63,720,110.09,58.69,51.4,469.18,462.09,HAUL-0066
2020-12-01,Cat 793D,76.61,71.35,28.94,4.89,14,274.7,110107.35,744,178.79,68.44,110.34,405.26,398.13,HAUL-0066
2021-01-01,Cat 793D,88.4,80.01,28.81,2.01,18,318.36,156460.61,744,86.91,36.37,50.55,521.16,495.3,HAUL-0066
2021-02-01,Cat 793D,73.89,72.27,16.45,3.96,22,321.32,107886.19,672,172.63,69.31,85.67,358.82,335.19,HAUL-0066
2021-03-01,Cat 793D,81.16,75.37,41.49,3.65,11,304.66,131075.83,744,137.34,36.24,97.13,459.31,427.34,HAUL-0066
2021-04-01,Cat 793D,80.2,74.95,29.36,5.31,15,272.54,110938.95,720,140.32,79.07,61.25,438.42,411.66,HAUL-0066
2021-05-01,Cat 793D,86.84,76.16,70.94,6.35,7,287.31,131172.67,744,95.46,44.01,51.45,496.16,460.31,HAUL-0066
2021-06-01,Cat 793D,85.36,76.68,117.26,3.53,4,309.94,140304.83,720,108.53,7.67,94.37,470.07,446.3,HAUL-0066
2021-07-01,Cat 793D,78.6,68.14,44.24,6.88,9,372.62,139920.83,744,162.89,61.79,101.1,396.52,371.44,HAUL-0066
2021-08-01,Cat 793D,88.89,68.33,44.71,2.17,10,335.33,144865.06,744,86.27,21.7,64.57,445.79,427.78,HAUL-0066
2021-09-01,Cat 793D,59.78,69.48,22.85,13.68,13,356.49,103138.94,720,293.23,178.19,115.04,299.21,286.45,HAUL-0066
2021-10-01,Cat 793D,88.41,62.19,19.52,2.48,21,348.1,138762.4,744,87.2,51.81,35.4,411.7,396.49,HAUL-0066
2021-11-01,Cat 793D,77.57,68.14,22.03,7.15,17,339.08,120138.79,720,165.62,121.01,44.61,375.66,357.69,HAUL-0066
2021-12-01,Cat 793D,84.22,64.55,25.55,2.96,16,305.64,119269.17,744,112.28,47.41,64.87,411.34,389.68,HAUL-0066
2022-01-01,Cat 793D,93.5,23.35,6.48,2.11,1,0,0,30,2.09,2.09,0,6.53,6.39,HAUL-0066
2019-08-01,Cat 793D,49.21,81.56,33.63,4.61,9,293.1,88911,744,375.51,41.69,333.81,300.01,298.55,HAUL-0067
2019-09-01,Cat 793D,88.4,82.19,39.84,3.1,13,324.18,165939.53,720,82.43,39.93,42.5,522.59,514.38,HAUL-0067
2019-10-01,Cat 793D,91.54,81.47,42.86,1.96,13,334.12,181282.22,744,69.39,19.98,44.1,553.91,542.25,HAUL-0067
2019-11-01,Cat 793D,78.91,80.61,24.09,4.14,19,240.93,108892.57,720,156.64,72.96,77.25,458.32,455.48,HAUL-0067
2019-12-01,Cat 793D,76.71,83.88,15.81,3.23,30,286.14,134619.22,744,171.09,97.31,73.78,477.48,473.42,HAUL-0067
2020-01-01,Cat 793D,56.15,79.29,13.23,4.82,25,216.28,71364.58,744,327.06,119.54,207.52,332.21,330.85,HAUL-0067
2020-02-01,Cat 793D,65.54,76.85,19.95,4.26,17,233.32,78377.25,672,227.32,73.12,154.2,340.32,338.8,HAUL-0067
2020-03-01,Cat 793D,79.85,78.53,21.56,4.08,22,219.41,103686.64,744,147.34,63.52,58.02,472.58,468.33,HAUL-0067
2020-04-01,Cat 793D,77.7,75.48,29.99,8.04,14,245.73,103311.5,720,164.33,105.98,50.93,423.54,419.81,HAUL-0067
2020-05-01,Cat 793D,85.61,70.18,91.26,4.12,5,288.15,126687,744,105.13,20.47,84.67,452.59,444.11,HAUL-0067
2020-06-01,Cat 793D,92.92,57.38,38.61,2.54,10,275.54,102329.29,720,47,25.29,21.71,385.28,373.28,HAUL-0067
2020-07-01,Cat 793D,81.04,80.67,28.14,5.62,17,306.46,146198.52,744,145.95,94.06,50.8,480.54,472.01,HAUL-0067
2020-08-01,Cat 793D,81.25,78.62,47.74,2.13,10,346.05,160246.79,744,137.55,21.2,116.35,481.05,467.91,HAUL-0067
2020-09-01,Cat 793D,84.26,79.64,97.06,9.8,5,338.88,161200.38,720,113.51,38.62,64.59,482.88,470.27,HAUL-0067
2020-10-01,Cat 793D,70.57,75.3,21.78,6.97,18,352.04,132146.6,744,217.81,126.49,91.32,395.93,381.05,HAUL-0067
2020-11-01,Cat 793D,75.56,74.09,16.81,4.93,24,236.95,93515.42,720,175.41,118.03,57.38,403.54,395.31,HAUL-0067
2020-12-01,Cat 793D,79.65,70.5,22.99,5.2,18,255.12,103800.1,744,153.88,93.85,60.03,412.24,405.24,HAUL-0067
2021-01-01,Cat 793D,89.3,81.53,54.83,3.82,10,304.83,162335.2,744,77.88,38.49,39.39,544.42,525.79,HAUL-0067
2021-02-01,Cat 793D,70.3,77.7,40.63,7.22,9,341.38,120111.76,672,202.95,63.79,138.59,366.59,350.91,HAUL-0067
2021-03-01,Cat 793D,81.23,70.23,32.51,6.72,13,319.86,126334.17,744,142.92,67.26,54.82,418.8,391.91,HAUL-0067
2021-04-01,Cat 793D,89.15,78.92,42.28,2.4,12,329.05,158973.87,720,75.01,28.63,46.38,508.31,482.88,HAUL-0067
2021-05-01,Cat 793D,88.41,78.5,73.93,4.74,7,360.85,174420.2,744,88.58,33.28,55.29,513.8,483.97,HAUL-0067
2021-06-01,Cat 793D,88.82,73.16,52.16,6.93,9,385.74,172709.28,720,78.94,61.95,16.99,472.79,451.85,HAUL-0067
2021-07-01,Cat 793D,49.05,77.06,35.63,41.88,8,344.38,94290.43,744,379.84,26.49,46.09,282.99,271.4,HAUL-0067
2021-08-01,Cat 793D,44.4,75.12,20.5,29,12,397.83,92660.91,744,413.16,43.73,66.14,246.39,235.56,HAUL-0067
2021-09-01,Cat 793D,90.03,74.81,28.18,2.71,17,350.68,162488.94,720,77.35,46.17,31.19,479.79,466.82,HAUL-0067
2021-10-01,Cat 793D,81.43,75.02,30.63,5.38,15,382.86,168088.85,744,138.31,80.35,57.96,457.95,442.78,HAUL-0067
2021-11-01,Cat 793D,86.45,74.99,39.36,3.21,12,358.5,162101.62,720,98.17,38.58,59.59,467.88,454.65,HAUL-0067
2021-12-01,Cat 793D,70.79,67.61,27.34,2.57,13,351.09,119644.15,744,219.66,33.36,186.3,352.58,340.17,HAUL-0067
2022-01-01,Cat 793D,83.25,69.39,54.31,3.13,8,355.73,149081.45,744,121.48,25.09,96.39,433.18,417.76,HAUL-0067
2022-02-01,Cat 793D,72.82,60.95,27.29,7.26,11,348.76,101659.17,672,180.5,80.41,100.09,300.98,292.76,HAUL-0067
2022-03-01,Cat 793D,86.36,69.05,64.97,5.34,7,358.29,155585.88,744,95.22,37.5,57.72,450.29,436.41,HAUL-0067
2022-04-01,Cat 793D,82.65,74.82,63.76,6.32,7,329.24,141522.95,720,125.64,44.35,81.29,447.1,430.17,HAUL-0067
